Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd
Food Poisoning,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leptospirosis,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Typhus Fever,189,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Viral Hepatitis,20,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Human Rabies,9,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Chickenpox,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Meningitis,21,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leishmaniasis,29,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Dengue Fever,,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Dysentery,616,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Encephalitis,10,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Enteric Fever,8,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Food Poisoning,1,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leptospirosis,7,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Typhus Fever,317,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Viral Hepatitis,14,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Human Rabies,6,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Chickenpox,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Meningitis,46,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leishmaniasis,67,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Dengue Fever,,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Dysentery,778,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Encephalitis,5,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Enteric Fever,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Food Poisoning,1,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leptospirosis,4,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Typhus Fever,123,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Viral Hepatitis,13,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Human Rabies,2,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Chickenpox,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Meningitis,119,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leishmaniasis,19,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Dengue Fever,,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Dysentery,1125,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Encephalitis,19,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Enteric Fever,4,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Food Poisoning,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leptospirosis,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Typhus Fever,13,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Viral Hepatitis,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Human Rabies,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Chickenpox,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Meningitis,18,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leishmaniasis,10,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Dengue Fever,,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Dysentery,,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Encephalitis,268,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Enteric Fever,61,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Food Poisoning,20,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leptospirosis,115,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Typhus Fever,,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Viral Hepatitis,660,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Human Rabies,99,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Chickenpox,3,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Meningitis,1423,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
Leishmaniasis,14,SRILANKA,LKA,country,6.88398,79.90079,"{'west': 79.52073, 'south': 5.9187, 'east': 81.87909, 'north': 9.83574}",31-Mar-2023 00:00:00,07-Apr-2023 00:00:00
