2016
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"315220 PORTEIRINHA";-;18;24;21;53;41;69;95;79;72;140;155;73;64;82;76;90;69;89;87;77;59;50;40;32;21;18;24;11;12;6;8;5;3;3;3;6;-;1;-;1;2;2;2;4;1;1;5;3;4;11;9;12;-;1833
"315230 PORTO FIRME";-;1;3;8;9;15;21;30;32;12;30;45;27;20;2;6;3;3;4;5;10;1;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;290
"315240 POTE";-;4;5;8;14;24;47;56;64;70;52;61;45;47;30;22;24;17;15;11;5;16;11;14;5;5;3;3;1;1;2;1;1;3;-;2;1;1;-;-;4;5;1;1;1;1;2;2;4;3;5;2;3;-;725
"315250 POUSO ALEGRE";-;21;20;26;88;205;169;277;361;417;275;93;17;17;18;23;35;34;42;21;22;12;11;5;5;6;2;1;4;5;2;6;3;2;3;2;-;1;3;2;2;3;4;4;2;1;-;2;1;3;6;7;3;-;2294
"315260 POUSO ALTO";-;-;3;2;11;5;7;21;21;20;36;56;55;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;243
"315270 PRADOS";-;-;13;18;22;46;68;123;95;76;98;47;13;25;24;13;29;29;15;9;8;9;8;9;6;3;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;5;-;1;-;-;3;4;9;4;4;2;1;-;843
"315280 PRATA";-;129;104;132;208;195;244;334;502;372;330;216;179;152;169;214;169;142;159;134;153;54;70;39;32;51;43;22;33;20;24;21;14;2;9;10;8;19;12;7;6;8;6;4;1;1;8;10;18;14;20;19;33;-;4875
"315290 PRATAPOLIS";-;6;9;4;8;14;21;51;49;77;144;126;125;108;137;137;119;73;92;67;47;33;26;13;8;4;5;7;11;11;5;2;5;7;8;4;2;8;17;7;1;2;1;-;-;2;3;1;-;-;-;2;-;-;1609
"315300 PRATINHA";-;-;1;1;2;1;3;3;11;14;10;18;9;1;2;1;-;4;7;5;4;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103
"315310 PRESIDENTE BERNARDES";-;-;3;2;2;3;7;14;35;30;18;29;30;2;1;-;2;1;2;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;-;191
"315320 PRESIDENTE JUSCELINO";-;14;13;45;47;95;103;90;102;79;39;36;25;3;4;10;10;5;4;14;10;6;-;3;1;-;-;1;1;1;-;-;-;-;-;1;-;-;-;1;1;-;3;1;1;3;1;3;7;6;2;12;6;-;809
"315330 PRESIDENTE KUBITSCHEK";-;2;1;3;2;3;7;17;3;5;3;-;-;1;1;2;1;1;1;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;58
"315340 PRESIDENTE OLEGARIO";-;6;5;3;5;12;12;18;28;31;46;65;69;52;63;84;71;69;103;130;146;112;89;35;18;6;9;5;1;2;1;5;2;1;2;-;-;1;1;1;2;1;1;1;1;3;-;3;8;-;1;1;2;-;1333
"315350 ALTO JEQUITIBA";-;3;2;2;3;15;25;27;29;46;63;62;41;46;41;54;42;31;23;16;9;6;5;2;3;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;601
"315360 PRUDENTE DE MORAIS";-;56;89;54;84;73;132;100;98;134;236;83;25;17;28;18;37;41;41;15;24;15;10;3;3;1;-;-;1;-;-;-;-;3;-;-;-;-;1;-;-;2;1;1;2;-;1;-;2;2;1;1;4;-;1439
"315370 QUARTEL GERAL";-;18;7;12;20;17;19;12;8;17;16;25;12;8;7;5;9;6;4;3;7;8;5;2;2;2;4;3;1;-;1;-;1;-;-;-;-;-;1;-;1;3;5;11;7;14;10;6;3;4;5;4;6;-;341
"315380 QUELUZITO";-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315390 RAPOSOS";-;21;21;12;6;9;14;10;31;27;20;26;12;2;1;6;8;6;5;8;12;4;4;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;3;3;3;-;-;2;9;-;289
"315400 RAUL SOARES";-;9;8;18;15;37;75;89;157;138;146;106;57;29;32;43;30;16;22;43;36;16;16;14;13;14;9;3;6;4;3;6;1;1;2;2;-;1;6;3;-;-;-;1;1;2;1;-;1;2;4;-;2;1;1241
"315410 RECREIO";-;17;17;30;24;25;44;43;53;48;62;40;15;3;4;4;3;5;3;3;4;2;2;5;1;1;2;-;1;2;-;-;-;-;-;-;2;1;2;2;2;2;5;1;5;8;8;13;7;15;23;10;12;-;581
"315415 REDUTO";-;1;2;3;5;13;49;83;25;37;39;29;24;29;20;20;21;8;11;3;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;430
"315420 RESENDE COSTA";-;2;6;5;21;26;35;71;83;83;73;46;-;1;1;-;3;-;1;-;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;462
"315430 RESPLENDOR";-;20;36;37;26;38;68;74;107;118;85;92;46;40;64;45;28;28;37;18;16;9;13;12;11;11;5;10;6;3;8;3;7;3;6;4;3;4;7;7;3;16;14;12;8;9;11;22;34;40;49;33;16;5;1427
"315440 RESSAQUINHA";-;-;-;-;2;1;-;3;2;4;9;10;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"315445 RIACHINHO";-;4;12;40;52;75;52;65;58;62;58;42;50;27;53;27;38;38;50;33;42;32;20;16;8;7;17;15;7;5;2;3;4;1;2;3;3;-;-;-;2;2;1;-;-;1;1;-;6;1;1;3;-;-;1041
"315450 RIACHO DOS MACHADOS";-;10;14;21;38;39;44;41;43;59;74;79;54;29;33;30;24;16;6;14;13;3;2;2;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;4;6;-;705
"315460 RIBEIRAO DAS NEVES";-;435;640;1234;1834;2656;3537;4150;4690;4442;2697;1464;1397;1715;1688;1739;1570;1485;1519;1422;1163;825;606;417;217;143;99;64;40;14;16;25;18;28;22;12;14;18;31;22;19;28;30;22;25;48;46;55;58;52;92;113;130;-;44826
"315470 RIBEIRAO VERMELHO";-;7;6;1;12;5;13;14;16;56;61;86;64;82;52;82;44;40;27;12;17;9;7;1;1;1;1;-;-;1;-;1;-;-;-;-;-;-;1;1;3;-;2;1;1;1;-;-;1;-;-;3;-;-;733
"315480 RIO ACIMA";-;9;10;29;47;86;131;202;195;164;133;71;67;71;65;72;75;57;52;36;33;38;25;11;13;23;9;9;3;6;2;4;3;4;1;4;5;3;6;8;6;-;1;1;1;-;2;2;1;-;-;-;2;-;1798
"315490 RIO CASCA";-;5;11;13;16;24;31;67;110;126;165;157;61;72;71;60;66;68;84;58;29;33;27;20;8;7;6;4;9;3;2;2;-;1;2;-;-;2;-;1;-;1;1;-;1;5;3;3;9;6;12;3;3;-;1468
"315500 RIO DOCE";-;-;-;1;3;3;-;3;2;5;10;7;9;4;3;5;1;4;1;4;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;69
"315510 RIO DO PRADO";-;14;20;33;20;17;5;10;13;20;33;25;18;1;4;5;14;2;1;2;-;1;3;-;2;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;2;1;-;2;4;8;10;7;1;2;4;-;308
"315520 RIO ESPERA";-;-;-;-;3;3;8;6;12;17;11;1;4;7;3;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78
"315530 RIO MANSO";-;31;24;40;78;97;123;94;114;97;78;57;21;19;22;14;17;17;20;26;17;24;9;6;3;7;4;6;1;2;-;1;-;2;-;-;-;-;-;-;-;1;1;1;1;1;-;3;4;4;3;3;9;1;1103
"315540 RIO NOVO";-;7;12;5;8;12;13;43;41;30;29;34;18;14;11;7;15;9;6;4;11;5;5;2;2;-;-;2;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;3;1;-;1;6;7;3;4;-;374
"315550 RIO PARANAIBA";-;15;15;12;26;42;86;94;143;202;192;37;45;63;44;63;38;32;54;46;50;48;29;22;14;8;3;3;2;2;2;5;2;1;1;-;1;1;4;1;-;-;-;-;-;-;-;2;1;-;2;1;-;-;1454
"315560 RIO PARDO DE MINAS";-;-;2;9;7;3;6;15;20;43;72;41;8;1;6;6;13;29;20;26;24;23;18;15;9;12;5;2;3;3;1;1;-;1;-;-;1;-;-;1;-;-;-;1;1;-;-;2;-;1;1;-;-;-;452
"315570 RIO PIRACICABA";-;10;3;5;36;57;75;180;221;276;212;222;67;21;22;24;27;28;15;29;13;11;11;11;6;6;-;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;2;-;-;-;1;1;1;-;-;1601
"315580 RIO POMBA";-;93;86;87;165;93;90;121;109;91;107;113;117;144;187;204;140;127;106;89;88;67;38;20;20;10;8;14;3;3;3;3;3;-;1;1;3;-;3;2;-;3;-;1;2;3;5;1;6;3;3;15;32;-;2633
"315590 RIO PRETO";-;-;-;1;1;3;1;4;12;14;10;23;22;-;3;4;1;3;1;2;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;110
"315600 RIO VERMELHO";-;24;35;43;41;60;24;21;11;11;12;2;5;8;4;9;18;35;22;15;2;1;-;-;1;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;5;3;7;12;12;-;453
"315610 RITAPOLIS";-;-;-;1;9;8;4;12;18;12;42;79;52;4;2;3;3;2;2;4;1;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;263
"315620 ROCHEDO DE MINAS";-;-;-;-;-;2;6;1;6;6;18;34;4;1;9;4;1;3;1;2;2;5;2;2;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;114
"315630 RODEIRO";-;62;94;102;91;79;70;63;91;90;77;61;34;7;35;51;52;15;31;13;17;8;17;5;2;3;-;1;-;-;2;-;-;-;-;1;-;-;1;-;-;-;4;7;7;8;8;27;9;11;7;13;20;-;1296
"315640 ROMARIA";-;1;2;1;3;8;10;19;16;17;33;31;35;35;22;18;49;22;17;4;10;4;1;1;2;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;365
"315645 ROSARIO DA LIMEIRA";-;-;-;3;-;3;10;2;1;1;1;8;9;6;8;9;7;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72
"315650 RUBELITA";-;2;3;4;4;22;33;54;55;63;74;84;26;9;8;17;9;9;11;8;8;3;3;2;-;1;-;-;4;-;-;2;-;-;-;-;-;-;2;-;-;-;-;1;-;1;1;1;-;-;-;-;4;-;528
"315660 RUBIM";-;3;8;13;16;18;24;37;35;49;68;38;35;38;30;12;4;8;5;1;1;4;1;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;1;4;7;19;22;19;-;528
"315670 SABARA";-;220;332;618;881;1293;1410;1987;2259;1681;1241;1314;1166;1226;1198;1278;1182;1121;835;897;697;389;316;159;100;62;54;37;30;13;11;22;11;17;15;15;6;14;10;25;16;12;18;14;15;24;19;24;25;13;43;69;78;2;24514
"315680 SABINOPOLIS";-;1;5;4;8;15;23;30;37;45;64;59;52;22;28;21;32;41;25;16;41;27;10;7;9;10;2;1;1;-;-;1;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;1;-;1;-;1;1;-;645
"315690 SACRAMENTO";1;44;47;69;68;79;98;146;188;254;321;342;135;113;144;228;289;273;310;254;194;93;87;65;44;30;34;18;14;7;7;2;2;4;2;2;2;2;3;3;2;2;2;3;2;2;5;10;7;3;10;3;16;-;4085
"315700 SALINAS";-;43;83;137;245;335;505;446;399;470;201;74;142;96;108;123;146;128;130;139;94;86;62;55;16;26;15;16;11;5;7;6;1;8;2;1;2;4;7;1;4;4;8;11;3;9;14;4;7;2;20;19;15;-;4495
"315710 SALTO DA DIVISA";-;6;17;26;26;4;7;16;52;47;28;36;28;23;24;7;4;2;1;2;2;-;1;5;4;2;2;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;377
"315720 SANTA BARBARA";-;330;374;429;312;246;297;231;128;81;61;71;97;56;54;46;28;25;32;43;27;37;26;21;5;10;8;4;7;4;-;2;3;1;1;1;-;1;3;-;2;8;12;4;18;29;35;89;148;191;327;340;237;-;4542
"315725 SANTA BARBARA DO LESTE";-;1;4;4;6;10;6;8;26;13;9;6;3;4;5;13;9;11;10;6;8;-;4;1;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;-;-;-;-;175
"315727 SANTA BARBARA DO MONTE VERDE";-;2;-;-;9;4;6;13;7;17;12;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82
"315730 SANTA BARBARA DO TUGURIO";-;1;1;1;-;3;4;3;8;9;5;20;8;9;7;4;3;4;11;10;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113
"315733 SANTA CRUZ DE MINAS";-;82;85;100;126;80;138;114;196;155;137;103;63;35;29;15;19;17;21;17;11;6;10;12;3;-;-;3;4;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;3;2;-;2;2;3;11;10;12;-;1629
"315737 SANTA CRUZ DE SALINAS";-;9;15;31;34;14;34;14;14;23;15;4;4;8;14;14;8;3;6;7;3;7;2;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;292
"315740 SANTA CRUZ DO ESCALVADO";-;2;-;-;2;-;4;4;11;16;12;12;16;15;3;21;16;6;20;15;8;4;4;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;197
"315750 SANTA EFIGENIA DE MINAS";-;3;1;-;4;3;6;5;16;22;30;29;19;6;17;14;23;7;4;10;6;-;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;1;1;1;-;2;-;240
"315760 SANTA FE DE MINAS";-;16;14;9;9;14;16;23;29;42;36;41;25;27;22;29;36;20;9;4;10;4;3;6;15;9;10;4;1;2;2;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;497
"315765 SANTA HELENA DE MINAS";-;-;3;1;-;3;2;5;6;11;9;4;-;2;-;-;1;3;-;2;4;-;1;-;1;1;1;-;2;2;-;2;3;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;73
"315770 SANTA JULIANA";-;16;21;29;24;38;38;41;74;90;89;73;33;63;51;49;72;47;75;37;41;33;28;17;15;12;12;11;6;3;3;5;4;4;2;1;1;2;7;2;2;3;3;1;5;3;5;3;3;10;5;14;6;-;1232
"315780 SANTA LUZIA";-;72;207;320;1157;1234;1260;1592;1846;1574;1535;1326;944;731;778;843;904;1180;880;694;701;282;190;236;160;87;42;28;31;20;15;4;9;11;9;7;7;33;24;20;11;13;17;20;8;18;31;43;34;45;26;33;39;6;21337
"315790 SANTA MARGARIDA";-;-;4;3;5;24;17;32;30;30;17;11;11;8;12;21;38;29;21;27;23;18;10;4;3;7;1;3;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;414
"315800 SANTA MARIA DE ITABIRA";-;78;68;88;285;317;299;197;140;103;58;19;5;4;4;3;7;1;7;1;3;8;1;2;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;9;24;25;-;1769
"315810 SANTA MARIA DO SALTO";-;1;-;1;1;-;4;3;5;7;5;4;3;1;-;2;1;-;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;2;3;-;52
"315820 SANTA MARIA DO SUACUI";-;29;39;35;38;55;76;93;96;108;111;100;106;55;34;17;18;26;21;30;20;11;6;19;10;4;3;7;4;3;2;1;4;1;-;2;1;-;2;1;1;-;1;-;4;5;3;4;11;19;14;9;5;1;1265
"315830 SANTANA DA VARGEM";-;1;2;2;5;4;3;4;7;20;41;37;22;5;9;3;8;8;17;9;8;12;3;2;4;2;-;-;1;-;-;-;-;1;-;-;-;-;-;2;-;1;3;-;-;-;-;-;-;3;2;2;2;1;256
"315840 SANTANA DE CATAGUASES";-;5;6;4;8;26;24;51;35;22;21;17;14;7;14;13;9;7;3;3;5;7;3;3;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;314
"315850 SANTANA DE PIRAPAMA";-;39;57;73;69;90;103;64;46;36;34;14;7;10;14;11;15;9;12;13;15;14;6;4;1;-;1;3;-;2;-;-;-;-;-;1;1;1;1;-;1;-;-;1;1;1;-;-;1;-;-;1;12;-;784
"315860 SANTANA DO DESERTO";-;22;39;40;58;48;43;89;92;56;39;31;2;1;-;5;4;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4;7;3;-;590
"315870 SANTANA DO GARAMBEU";-;-;-;-;-;-;-;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315880 SANTANA DO JACARE";-;147;85;51;22;16;11;9;8;6;8;4;6;8;10;13;10;15;12;12;10;11;2;4;1;3;-;-;-;-;-;3;-;3;-;1;-;1;-;-;-;-;1;2;13;25;44;96;82;153;132;103;66;-;1209
"315890 SANTANA DO MANHUACU";-;17;7;12;21;22;8;6;10;8;17;4;1;1;1;3;1;1;2;1;1;1;-;2;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;1;-;155
"315895 SANTANA DO PARAISO";-;86;134;135;134;188;184;187;222;205;194;157;100;111;116;128;132;136;107;118;95;69;65;39;56;26;27;16;10;14;6;6;6;6;5;11;10;6;4;5;1;6;6;5;3;4;9;18;15;16;37;45;54;1;3476
"315900 SANTANA DO RIACHO";-;65;68;60;74;61;61;44;53;41;36;44;38;56;48;54;18;28;24;21;17;14;14;11;7;9;3;2;1;-;5;-;2;-;-;-;1;2;1;1;2;-;1;1;3;9;9;19;17;22;23;22;16;-;1128
"315910 SANTANA DOS MONTES";-;11;18;23;39;42;88;52;68;62;59;49;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;515
"315920 SANTA RITA DE CALDAS";-;-;-;-;-;-;1;2;-;-;2;7;4;-;2;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"315930 SANTA RITA DE JACUTINGA";-;2;3;1;11;33;36;41;34;62;54;25;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;317
"315935 SANTA RITA DE MINAS";-;1;4;10;13;5;2;11;15;20;26;23;13;10;7;14;7;14;16;14;5;5;5;5;5;2;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;-;260
"315940 SANTA RITA DE IBITIPOCA";-;1;-;-;-;-;2;2;5;2;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;18
"315950 SANTA RITA DO ITUETO";-;-;1;-;4;8;36;45;48;25;45;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;222
"315960 SANTA RITA DO SAPUCAI";-;3;8;7;13;21;33;42;26;11;11;6;3;6;6;5;7;7;4;5;7;8;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;1;-;-;-;248
"315970 SANTA ROSA DA SERRA";-;6;5;3;5;41;38;52;46;64;51;28;19;1;2;4;-;1;1;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;376
"315980 SANTA VITORIA";-;20;18;23;41;59;105;135;122;134;141;156;166;121;115;113;111;101;80;126;79;60;45;39;23;16;9;12;5;2;6;1;11;1;-;6;9;2;2;5;3;1;2;5;3;2;-;5;7;10;3;4;4;3;2272
"315990 SANTO ANTONIO DO AMPARO";-;102;10;16;33;73;35;65;67;77;57;52;19;5;28;35;21;45;33;27;11;10;5;4;5;-;1;2;4;6;3;1;2;1;1;1;2;-;-;-;3;-;1;8;12;17;20;59;80;76;34;93;1;-;1263
"316000 SANTO ANTONIO DO AVENTUREIRO";-;6;5;10;12;10;17;43;52;65;38;22;14;1;-;2;3;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;2;5;-;4;5;-;325
"316010 SANTO ANTONIO DO GRAMA";-;-;1;3;4;2;10;20;39;38;40;40;34;16;17;12;20;13;6;14;21;5;2;1;2;4;-;2;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;371
"316020 SANTO ANTONIO DO ITAMBE";-;-;1;-;1;4;2;5;6;1;8;12;13;-;-;1;-;1;-;4;8;-;2;-;-;1;2;2;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;77
"316030 SANTO ANTONIO DO JACINTO";-;10;4;14;5;38;35;44;38;28;30;29;28;13;16;6;6;17;31;14;15;8;10;15;12;6;3;6;12;1;1;4;1;-;-;-;-;-;-;-;3;-;-;1;1;1;3;2;1;1;1;1;-;-;515
"316040 SANTO ANTONIO DO MONTE";-;48;65;123;185;340;493;657;867;747;496;270;132;89;86;94;138;82;88;81;59;50;37;31;21;19;7;6;7;1;3;3;1;2;2;-;2;-;1;-;-;-;1;1;2;3;3;7;6;10;9;12;10;-;5397
"316045 SANTO ANTONIO DO RETIRO";-;-;1;2;-;1;4;3;5;6;2;6;3;7;5;2;5;8;4;3;2;-;1;2;2;-;1;4;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;83
"316050 SANTO ANTONIO DO RIO ABAIXO";-;-;1;-;1;6;13;9;13;15;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
"316060 SANTO HIPOLITO";-;13;22;26;51;56;54;76;74;31;12;10;19;22;15;16;10;10;9;2;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;10;8;-;552
"316070 SANTOS DUMONT";-;3;7;21;47;64;33;46;77;82;59;46;9;7;13;11;19;18;11;18;20;23;14;4;5;3;1;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;669
"316080 SAO BENTO ABADE";-;-;-;-;-;-;-;2;6;9;13;23;18;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76
"316090 SAO BRAS DO SUACUI";-;1;1;5;3;2;15;25;20;46;48;27;3;2;2;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;204
"316095 SAO DOMINGOS DAS DORES";-;5;5;5;4;26;12;26;20;29;9;12;5;2;8;5;-;1;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;179
"316100 SAO DOMINGOS DO PRATA";-;10;23;55;114;198;254;259;323;351;240;95;33;17;12;6;6;8;11;16;15;13;7;15;3;3;2;-;3;-;1;2;-;-;-;-;-;2;1;-;-;-;-;-;-;1;1;3;-;1;2;1;7;-;2114
"316105 SAO FELIX DE MINAS";-;1;3;5;7;7;11;7;16;17;4;6;3;2;5;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;97
"316110 SAO FRANCISCO";-;16;24;62;98;209;309;297;492;551;535;340;140;149;169;131;129;128;117;134;68;51;44;29;15;13;12;9;4;2;-;8;3;3;4;6;3;5;5;-;6;-;2;1;1;1;2;1;1;1;1;1;6;-;4338
"316120 SAO FRANCISCO DE PAULA";-;-;4;6;11;21;54;72;91;106;98;75;6;7;15;4;15;15;15;17;7;3;2;1;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;649
"316130 SAO FRANCISCO DE SALES";-;2;-;2;3;3;7;15;26;35;28;35;23;28;42;20;17;28;28;51;40;18;27;16;9;6;10;5;2;1;2;2;2;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;536
"316140 SAO FRANCISCO DO GLORIA";-;-;2;2;7;13;19;49;61;60;71;30;28;29;23;13;17;23;8;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;463
