2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"311120 CAMPO BELO";-;135;189;269;372;521;764;683;520;423;291;120;54;60;49;67;47;48;41;33;16;7;3;1;1;2;2;1;-;-;-;-;1;1;-;-;1;1;1;1;5;-;-;2;4;3;4;11;15;18;24;31;20;-;4862
"311130 CAMPO DO MEIO";-;-;-;1;-;41;29;70;98;79;149;133;49;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;651
"311140 CAMPO FLORIDO";-;2;2;3;3;11;18;32;18;42;48;57;37;25;39;46;32;48;36;4;3;2;3;1;1;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;518
"311150 CAMPOS ALTOS";-;2;-;6;13;14;29;42;70;83;41;17;29;29;28;32;48;32;64;60;68;39;27;18;7;5;1;11;5;1;1;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;-;828
"311160 CAMPOS GERAIS";-;-;4;15;8;26;17;20;38;25;7;17;50;22;56;58;34;16;24;5;8;2;1;1;1;1;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;460
"311170 CANAA";-;1;-;-;-;1;1;1;2;2;11;5;-;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"311180 CANAPOLIS";-;7;3;4;8;9;10;16;25;25;46;21;27;37;37;39;48;36;41;26;20;14;11;6;5;5;5;5;5;2;1;1;1;2;-;1;3;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;1;-;557
"311190 CANA VERDE";-;58;53;94;156;148;120;168;139;107;80;79;3;7;13;21;13;12;8;24;7;5;5;1;2;1;2;-;-;-;1;-;-;1;-;-;-;-;2;-;-;1;3;-;-;1;1;1;-;-;4;10;3;-;1354
"311200 CANDEIAS";-;18;50;87;129;159;238;251;322;305;257;134;6;-;7;5;5;7;6;5;2;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;3;5;-;2007
"311205 CANTAGALO";-;-;-;-;2;5;9;9;17;14;10;5;4;1;1;7;5;1;5;3;5;1;2;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;110
"311210 CAPARAO";-;-;-;-;2;8;12;14;11;42;28;11;8;6;5;9;3;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;166
"311220 CAPELA NOVA";-;1;-;1;-;1;2;4;24;29;39;18;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;132
"311230 CAPELINHA";-;11;10;13;27;59;61;109;150;158;315;387;164;10;13;16;25;33;30;24;22;10;14;11;4;7;2;-;-;2;1;1;-;-;-;-;-;-;-;3;2;2;2;4;3;1;2;3;2;2;1;-;3;-;1719
"311240 CAPETINGA";-;1;5;11;39;30;31;37;25;51;85;80;10;17;21;31;33;59;72;45;44;15;9;12;3;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;770
"311250 CAPIM BRANCO";-;100;120;128;134;122;67;57;45;39;44;41;21;10;14;29;15;22;18;7;8;5;5;6;5;9;2;4;2;2;2;1;1;5;2;-;1;-;2;-;-;2;1;1;3;3;1;5;11;4;31;33;37;-;1227
"311260 CAPINOPOLIS";-;6;18;43;25;60;70;71;98;129;119;87;63;42;46;58;34;43;38;19;20;20;20;7;3;3;-;6;1;3;2;1;-;3;2;3;1;3;2;1;2;1;-;1;2;1;4;1;4;-;-;2;3;1;1192
"311265 CAPITAO ANDRADE";-;2;1;5;1;6;3;8;4;32;14;15;5;6;7;3;8;6;5;5;7;2;-;2;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;5;3;18;21;7;4;5;10;7;1;-;1;3;-;-;236
"311270 CAPITAO ENEAS";-;11;13;11;7;18;40;57;58;91;76;106;53;2;2;2;2;1;2;-;1;1;-;-;-;-;-;1;2;1;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;2;3;5;5;5;-;582
"311280 CAPITOLIO";-;29;23;36;49;97;96;59;117;114;114;148;170;155;141;161;120;103;84;66;55;33;21;11;11;7;8;6;6;3;6;11;11;7;8;12;7;11;11;13;18;13;13;11;9;7;6;13;17;9;20;35;14;2;2327
"311290 CAPUTIRA";-;2;-;-;-;19;20;32;41;71;72;32;14;20;18;20;18;23;31;22;17;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480
"311300 CARAI";-;2;-;5;3;7;12;24;38;62;54;59;32;10;4;13;22;10;8;8;7;4;7;2;1;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;4;3;3;-;409
"311310 CARANAIBA";-;-;-;-;2;1;1;1;8;8;18;11;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"311320 CARANDAI";-;1;1;1;9;35;82;100;137;189;192;75;9;5;9;15;6;6;8;11;13;6;2;4;3;1;1;2;-;-;1;1;1;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;2;-;2;-;934
"311330 CARANGOLA";-;15;19;35;42;100;72;123;116;161;125;52;15;7;17;13;17;16;20;22;24;9;17;11;6;10;4;4;-;3;2;3;2;5;-;4;4;1;5;3;2;4;1;3;1;1;4;3;7;2;7;7;1;-;1147
"311340 CARATINGA";-;13;25;258;478;490;690;568;223;81;58;64;86;101;106;97;101;121;102;78;64;72;36;32;25;14;4;3;2;1;1;-;-;1;-;1;-;3;-;1;-;-;1;-;4;1;1;2;2;13;10;13;4;-;4051
"311350 CARBONITA";-;5;1;20;56;85;143;110;194;261;291;268;118;-;2;-;1;-;3;2;1;5;6;-;-;5;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;2;-;3;6;9;3;-;-;1604
"311360 CAREACU";-;-;1;1;3;2;3;10;6;16;48;85;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;215
"311370 CARLOS CHAGAS";-;48;78;118;112;148;173;102;91;91;116;97;76;57;51;51;32;31;29;29;39;45;17;26;19;8;9;16;9;6;5;7;4;5;4;3;2;5;4;3;2;3;5;7;5;7;8;14;16;12;16;18;5;-;1884
"311380 CARMESIA";-;1;2;6;9;11;7;10;11;17;8;9;6;-;1;3;3;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108
"311390 CARMO DA CACHOEIRA";-;-;1;4;4;8;22;19;38;24;28;10;-;-;1;1;4;3;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173
"311400 CARMO DA MATA";-;22;43;43;61;105;161;158;172;236;245;288;142;46;58;84;88;88;83;86;68;24;26;10;16;12;6;-;1;3;1;1;2;-;-;-;-;1;4;1;-;-;-;2;1;2;2;4;7;3;7;10;11;-;2434
"311410 CARMO DE MINAS";-;-;-;-;2;-;6;10;13;28;43;42;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;152
"311420 CARMO DO CAJURU";-;48;92;138;154;290;325;313;399;393;204;55;43;52;59;62;72;54;74;58;33;20;4;14;13;6;2;7;5;7;1;4;2;3;1;1;-;1;1;2;9;5;6;5;6;8;8;23;4;10;16;19;11;-;3142
"311430 CARMO DO PARANAIBA";-;193;264;248;298;426;400;496;645;643;676;554;327;47;64;74;100;89;63;72;82;68;49;30;28;22;5;2;1;1;1;3;4;-;1;3;-;6;1;2;6;5;8;7;3;1;9;18;17;30;60;67;58;-;6277
"311440 CARMO DO RIO CLARO";-;4;7;12;16;19;35;44;61;102;137;132;123;65;128;84;48;53;79;47;35;26;18;8;4;5;2;2;1;1;1;-;1;-;1;1;1;-;1;-;-;-;-;-;-;-;-;1;-;1;1;1;3;-;1311
"311450 CARMOPOLIS DE MINAS";-;12;31;40;74;102;157;237;208;267;196;152;106;69;83;138;115;74;85;53;43;17;7;3;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;1;2;-;2;-;2;-;2284
"311455 CARNEIRINHO";-;11;12;20;27;27;38;38;14;24;35;39;42;41;41;58;44;76;66;76;46;31;28;15;18;10;7;6;4;6;3;3;1;1;-;-;-;-;-;2;2;1;2;4;1;1;3;1;2;2;1;5;1;-;936
"311460 CARRANCAS";-;-;-;2;-;-;1;5;18;4;4;7;1;1;-;-;2;6;4;2;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;61
"311470 CARVALHOPOLIS";-;-;-;-;-;1;1;3;1;-;4;10;4;-;2;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"311480 CARVALHOS";-;-;-;10;14;12;37;45;43;26;44;51;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;-;310
"311490 CASA GRANDE";-;-;-;-;1;3;3;1;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"311500 CASCALHO RICO";-;2;8;29;12;17;24;31;39;33;35;13;2;3;9;7;2;4;4;2;10;1;2;-;-;-;2;-;1;2;-;-;2;-;-;-;-;3;-;-;-;2;1;-;-;2;-;-;-;1;-;-;-;-;305
"311510 CASSIA";-;2;8;13;19;24;35;51;59;100;243;313;60;98;113;154;196;196;210;201;135;72;34;34;28;14;4;2;7;1;2;5;5;3;2;2;2;2;4;2;3;2;4;-;2;4;-;3;-;2;2;1;3;-;2481
"311520 CONCEICAO DA BARRA DE MINAS";-;-;3;2;1;4;11;18;14;32;26;38;31;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181
"311530 CATAGUASES";-;218;318;339;315;325;285;338;394;322;288;291;173;148;161;107;76;79;82;53;49;46;36;21;13;16;9;8;3;4;5;6;4;3;-;-;2;1;4;1;1;1;4;8;13;13;19;41;57;73;75;59;42;-;4949
"311535 CATAS ALTAS";-;25;56;107;164;158;169;134;135;126;97;92;43;3;5;2;-;1;1;4;6;5;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3;14;13;-;1368
"311540 CATAS ALTAS DA NORUEGA";-;-;-;1;2;2;11;4;17;18;22;35;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142
"311545 CATUJI";-;-;-;-;1;2;-;1;1;1;1;3;2;9;5;1;13;8;4;5;18;8;2;3;3;5;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;100
"311547 CATUTI";-;2;1;-;-;3;2;5;9;16;26;38;28;2;10;4;2;2;3;2;2;1;4;6;7;2;-;-;1;1;1;2;1;2;-;6;-;1;-;1;1;-;-;1;-;1;-;-;-;1;-;-;1;-;198
"311550 CAXAMBU";-;3;2;6;12;19;43;97;115;47;35;65;13;6;7;17;16;18;15;16;10;8;6;5;3;2;2;3;1;1;-;1;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;1;-;-;-;-;-;599
"311560 CEDRO DO ABAETE";-;9;12;14;12;15;4;14;6;12;3;9;7;1;4;1;4;2;8;1;-;3;4;-;-;-;1;-;-;-;-;3;3;2;-;-;-;-;4;1;1;-;-;-;-;-;-;1;1;-;5;2;1;-;170
"311570 CENTRAL DE MINAS";-;2;4;-;7;20;25;39;99;62;97;73;12;11;6;11;7;10;7;1;2;2;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;504
"311580 CENTRALINA";-;15;29;15;22;27;36;43;43;60;71;58;23;28;23;26;54;49;41;32;26;20;10;14;10;9;7;6;3;2;1;-;2;2;1;-;-;2;2;1;2;3;2;-;4;4;4;9;9;8;1;9;2;-;870
"311590 CHACARA";-;1;-;2;-;-;4;2;3;2;2;4;6;1;1;4;4;5;6;13;2;1;1;1;1;2;1;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;75
"311600 CHALE";-;1;-;4;1;7;11;21;23;35;24;19;35;23;28;36;30;19;20;22;15;6;7;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;3;-;-;396
"311610 CHAPADA DO NORTE";-;6;11;12;15;26;37;30;73;112;107;92;36;31;18;36;37;50;29;16;21;6;4;4;5;1;2;-;3;1;-;-;-;-;-;-;-;-;3;1;-;-;-;2;4;-;4;1;2;2;2;1;3;-;846
"311615 CHAPADA GAUCHA";-;4;13;18;20;29;79;68;83;158;175;165;47;40;43;60;78;58;52;72;42;21;36;26;18;16;7;4;7;2;2;1;2;1;3;1;-;1;-;1;1;-;-;1;-;1;-;2;3;-;1;1;-;-;1463
"311620 CHIADOR";-;6;5;6;8;1;7;6;10;12;9;10;1;-;-;-;1;-;-;4;1;-;-;2;1;1;1;2;1;1;-;1;-;-;-;-;-;-;-;-;2;8;18;11;29;52;29;84;37;28;27;6;6;-;434
"311630 CIPOTANEA";-;-;-;1;9;24;26;76;61;60;84;90;42;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;475
"311640 CLARAVAL";-;-;-;-;1;3;3;1;8;18;31;14;5;19;10;23;21;59;53;34;42;14;7;18;7;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;402
"311650 CLARO DOS POCOES";-;2;3;9;11;32;42;79;140;160;96;98;24;1;5;4;6;2;10;4;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;736
"311660 CLAUDIO";-;4;21;52;62;125;147;170;270;137;33;11;50;38;62;75;54;57;95;76;41;24;16;7;8;4;1;3;1;10;3;2;3;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;2;1;-;-;1668
"311670 COIMBRA";-;-;2;3;5;12;23;25;24;27;33;42;32;3;1;8;17;17;6;11;2;-;1;-;3;3;-;-;-;-;2;1;1;-;-;-;-;1;-;1;-;-;-;1;-;1;-;-;-;-;1;-;-;-;309
"311680 COLUNA";-;1;-;5;4;13;16;17;12;24;49;68;24;-;1;2;2;-;1;-;2;-;-;1;-;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;248
"311690 COMENDADOR GOMES";-;-;-;-;1;3;4;6;4;17;4;-;7;11;7;11;9;6;9;4;4;3;6;3;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121
"311700 COMERCINHO";-;1;-;-;1;1;6;6;16;29;26;24;9;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;122
"311710 CONCEICAO DA APARECIDA";-;6;2;1;11;14;17;28;52;56;38;17;11;11;19;25;19;24;25;11;30;14;18;10;8;2;-;-;1;-;1;-;-;1;1;-;-;-;1;1;-;1;-;1;1;1;-;-;-;-;2;-;2;-;483
"311720 CONCEICAO DAS PEDRAS";-;-;-;-;-;1;1;2;-;1;2;2;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"311730 CONCEICAO DAS ALAGOAS";-;7;11;10;12;9;25;20;50;57;27;31;31;32;64;42;72;111;77;86;62;58;49;26;21;11;15;12;11;14;7;6;5;5;5;3;3;9;3;3;4;5;3;3;9;8;3;2;4;4;1;2;5;1;1156
"311740 CONCEICAO DE IPANEMA";-;18;9;9;12;19;2;10;5;2;2;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;6;9;9;6;14;18;19;26;13;-;218
"311750 CONCEICAO DO MATO DENTRO";-;14;16;25;78;101;212;249;316;288;175;85;32;40;59;48;29;39;24;16;3;9;7;7;4;1;1;-;1;-;1;-;-;1;-;3;-;1;-;-;-;-;2;3;3;-;1;-;-;-;-;4;1;-;1899
"311760 CONCEICAO DO PARA";-;1;-;3;2;9;9;11;19;55;46;64;26;12;14;17;13;18;20;18;10;7;4;3;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;390
"311770 CONCEICAO DO RIO VERDE";-;-;-;1;-;2;1;9;20;30;58;115;83;-;3;3;-;4;11;5;6;5;4;6;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;371
"311780 CONCEICAO DOS OUROS";-;-;5;-;1;22;22;47;83;103;35;2;1;3;4;12;15;20;3;3;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;388
"311783 CONEGO MARINHO";-;31;11;10;26;42;36;56;82;76;36;33;17;-;1;1;2;3;-;1;1;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;5;4;10;12;11;7;5;7;12;-;544
"311787 CONFINS";-;5;14;12;79;104;110;116;166;150;54;11;4;13;6;6;6;3;4;11;9;3;9;4;7;2;-;-;6;2;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;1;-;1;1;1;3;4;2;-;933
"311790 CONGONHAL";-;1;5;1;4;5;5;5;7;9;8;4;-;-;-;1;1;-;3;3;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;68
"311800 CONGONHAS";-;31;27;39;48;101;120;194;292;328;386;416;190;218;277;149;141;207;233;203;163;112;88;46;46;26;29;13;12;9;3;6;7;4;5;3;5;3;22;3;8;15;17;7;8;11;12;5;8;4;4;17;7;-;4328
"311810 CONGONHAS DO NORTE";-;3;17;23;58;55;1;7;47;35;18;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;283
"311820 CONQUISTA";-;-;1;7;9;8;14;20;34;21;16;15;14;2;2;16;52;28;36;35;28;21;11;7;4;3;2;2;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;1;-;-;1;-;-;-;417
"311830 CONSELHEIRO LAFAIETE";-;233;336;679;1195;1628;2155;1773;1611;1230;1081;578;214;187;254;304;333;325;325;290;206;156;106;86;41;27;22;16;16;8;16;3;7;7;3;5;3;3;5;12;10;5;5;3;5;6;7;9;22;30;39;48;45;-;15713
"311840 CONSELHEIRO PENA";-;7;10;22;25;40;56;81;134;183;210;62;47;50;29;20;21;30;14;13;9;13;7;6;2;4;6;4;3;4;3;2;1;3;4;2;1;-;-;-;3;2;1;-;-;4;3;2;1;1;5;4;2;1;1157
"311850 CONSOLACAO";-;-;-;-;-;-;-;-;3;3;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"311860 CONTAGEM";-;556;808;1231;2099;3199;3613;3504;4432;4202;3695;2602;971;561;511;681;636;604;645;576;408;281;196;163;165;116;71;66;55;52;38;49;45;27;47;38;39;48;39;31;30;61;57;50;44;46;58;71;106;124;165;206;135;5;38258
"311870 COQUEIRAL";-;-;1;-;2;1;2;4;13;13;16;43;45;27;43;41;54;33;32;30;14;9;3;5;5;6;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;444
"311880 CORACAO DE JESUS";-;6;8;11;13;58;68;128;219;178;158;32;3;2;2;4;5;-;1;-;2;4;-;2;1;-;-;2;2;-;-;-;-;2;-;1;2;-;1;-;-;-;-;-;-;2;1;12;1;1;1;1;-;-;934
"311890 CORDISBURGO";-;32;67;60;73;82;87;86;86;74;37;37;7;11;8;11;13;3;1;6;3;3;3;3;5;-;1;1;2;3;-;-;-;-;1;-;-;-;-;-;1;2;3;-;-;4;1;9;22;21;17;24;11;-;921
"311900 CORDISLANDIA";-;-;-;-;1;-;-;2;-;3;15;18;14;1;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61
"311910 CORINTO";-;4;38;71;162;171;219;263;259;243;212;190;234;225;123;88;56;45;60;49;12;11;3;7;1;2;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;1;-;1;2;1;2;-;-;2;2;2766
"311920 COROACI";-;1;-;3;5;16;17;22;29;32;42;57;27;11;17;9;9;5;5;8;7;2;2;2;-;1;-;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;4;1;-;-;-;-;-;339
"311930 COROMANDEL";-;249;227;194;156;171;118;161;82;147;168;120;172;230;206;274;239;158;216;228;161;39;40;57;35;29;30;13;10;7;5;7;3;1;1;-;2;1;2;5;-;5;7;11;7;19;3;45;58;49;103;184;19;-;4474
"311940 CORONEL FABRICIANO";-;178;413;492;522;225;125;130;134;169;153;162;135;124;131;145;133;94;123;98;88;102;61;53;52;42;29;20;14;24;15;9;11;21;11;8;11;10;26;20;21;16;36;36;50;90;95;133;131;166;88;74;37;2;5288
"311950 CORONEL MURTA";-;4;3;3;4;8;20;29;56;69;100;86;17;4;8;6;11;5;12;5;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;456
"311960 CORONEL PACHECO";-;2;1;6;7;9;6;36;33;25;26;10;8;1;-;-;-;-;1;1;3;1;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;185
"311970 CORONEL XAVIER CHAVES";-;2;2;6;20;18;36;61;28;53;77;56;58;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;420
"311980 CORREGO DANTA";-;-;1;1;4;9;9;7;19;7;8;3;-;-;-;-;1;-;5;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78
"311990 CORREGO DO BOM JESUS";-;-;-;-;1;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"311995 CORREGO FUNDO";-;42;33;34;57;90;101;112;153;130;109;62;5;2;7;3;4;1;-;3;3;-;1;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;11;4;12;-;987
"312000 CORREGO NOVO";-;3;3;9;5;19;29;23;14;21;26;14;13;8;2;3;6;6;4;2;3;3;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;-;-;-;-;1;3;-;231
"312010 COUTO DE MAGALHAES DE MINAS";-;67;48;77;70;87;81;39;42;29;21;27;11;2;3;7;10;3;4;-;-;-;-;-;1;1;1;1;-;1;-;1;1;-;-;-;1;-;1;1;1;3;3;4;21;33;29;44;41;65;73;58;31;-;1044
"312015 CRISOLITA";-;2;-;1;2;-;1;2;2;1;8;2;1;2;6;8;15;8;3;9;6;6;4;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93
"312020 CRISTAIS";-;1;6;11;34;79;128;219;220;161;108;166;13;5;4;7;10;11;8;10;5;5;1;7;4;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1227
"312030 CRISTALIA";-;-;-;-;-;-;15;20;14;10;16;2;1;-;-;-;1;1;2;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85
"312040 CRISTIANO OTONI";-;-;-;-;1;3;3;7;9;17;18;29;10;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;100
"312050 CRISTINA";-;1;-;1;1;4;5;23;33;35;24;20;10;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160
"312060 CRUCILANDIA";-;2;3;19;10;63;56;56;104;154;138;67;10;1;12;4;5;23;28;23;26;12;8;7;2;5;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;847
"312070 CRUZEIRO DA FORTALEZA";-;-;-;-;2;7;1;3;16;11;7;23;16;1;11;22;35;9;17;19;21;28;2;7;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;2;-;-;-;267
"312080 CRUZILIA";-;4;-;1;3;11;8;21;38;71;95;97;53;2;2;8;4;2;3;3;2;1;2;2;1;1;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;441
