2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"312700 FRONTEIRA";33;41;38;43;15;27;17;13;3;16;1;9;21;32;17;10;13;27;29;28;21;30;18;11;12;8;20;1;8;7;6;2;6;1;3;12;11;49;31;33;36;30;22;49;121;80;49;78;106;30;36;58;1418
"312705 FRONTEIRA DOS VALES";-;-;1;1;-;2;4;2;11;5;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"312707 FRUTA DE LEITE";5;2;9;23;14;24;25;47;25;29;24;17;1;1;-;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;253
"312710 FRUTAL";9;15;15;37;45;67;74;89;126;170;152;137;155;168;293;432;331;314;362;287;221;150;114;79;44;28;16;19;21;9;8;6;10;7;7;4;4;2;5;2;6;10;7;4;8;9;15;15;12;6;11;5;4142
"312720 FUNILANDIA";8;11;26;34;38;25;8;14;-;7;3;2;4;1;10;10;13;5;2;2;6;8;3;1;1;1;-;-;1;-;1;-;-;-;-;-;1;-;2;-;-;-;2;2;-;-;1;2;1;6;2;4;268
"312730 GALILEIA";-;1;-;1;12;12;9;30;38;26;22;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;2;2;-;1;-;-;-;162
"312733 GAMELEIRAS";-;-;-;1;2;17;21;28;36;36;21;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165
"312735 GLAUCILANDIA";10;8;3;2;8;15;6;16;17;13;5;1;-;2;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;-;4;12;34;28;14;13;5;226
"312737 GOIABEIRA";1;-;1;-;2;1;-;3;4;5;10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"312738 GOIANA";10;12;14;7;17;3;1;14;15;12;21;7;-;-;2;2;3;6;10;4;7;7;1;4;4;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;4;7;8;3;212
"312740 GONCALVES";-;-;-;-;-;1;1;3;4;3;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"312750 GONZAGA";1;1;2;3;6;4;8;23;10;17;13;6;3;2;4;2;2;2;3;3;2;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;1;2;1;1;-;1;-;-;-;-;-;-;1;1;130
"312760 GOUVEIA";50;67;143;133;266;188;107;106;65;46;12;-;-;-;-;1;1;3;4;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;11;28;1237
"312770 GOVERNADOR VALADARES";96;188;214;270;536;757;841;1165;1334;1195;679;286;184;141;148;102;102;105;119;141;122;104;59;69;88;78;63;37;26;20;16;19;19;16;5;9;17;5;6;14;9;10;33;22;37;16;16;16;20;30;15;9;9628
"312780 GRAO MOGOL";-;-;-;4;15;35;45;50;53;41;12;11;11;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;284
"312790 GRUPIARA";1;1;-;6;8;2;1;-;2;4;2;-;3;-;3;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"312800 GUANHAES";2;5;15;19;56;74;104;126;212;211;317;134;14;16;16;18;7;4;1;6;2;3;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;2;2;2;1;-;-;1;-;1380
"312810 GUAPE";3;7;4;15;30;23;52;80;97;117;123;39;52;44;42;56;58;60;54;32;21;23;9;2;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1050
"312820 GUARACIABA";-;1;-;2;5;2;3;11;12;26;21;5;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90
"312825 GUARACIAMA";21;20;14;14;4;15;47;35;60;51;23;18;10;9;7;4;9;9;8;2;1;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;1;3;7;17;16;14;10;10;14;24;19;10;18;15;22;11;596
"312830 GUARANESIA";5;4;10;12;31;22;13;30;24;6;4;5;3;-;1;1;3;2;-;-;-;7;3;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;192
"312840 GUARANI";1;3;1;2;2;1;2;8;20;18;26;11;1;-;-;-;2;3;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;109
"312850 GUARARA";3;-;-;-;2;3;1;9;11;25;25;35;4;6;4;8;6;14;6;4;11;2;2;4;1;1;-;-;-;-;-;1;-;-;4;16;27;6;6;18;9;7;6;2;2;1;-;-;-;4;3;-;299
"312860 GUARDA-MOR";-;2;2;5;10;14;4;23;41;37;24;16;9;10;12;12;4;9;16;13;9;8;2;2;3;2;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;293
"312870 GUAXUPE";35;70;118;148;244;340;392;426;115;71;18;21;23;49;74;77;60;61;65;42;19;25;18;15;7;5;4;1;4;2;1;2;2;1;2;2;2;3;2;2;2;5;3;1;1;2;1;2;8;6;6;18;2623
"312880 GUIDOVAL";-;-;-;-;1;16;9;14;23;24;18;5;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;114
"312890 GUIMARANIA";9;10;3;4;5;14;6;13;3;9;17;11;21;39;44;25;18;14;8;7;3;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;287
"312900 GUIRICEMA";-;-;3;3;2;5;40;90;105;70;66;36;1;-;-;1;1;-;2;-;4;2;5;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;3;3;2;2;-;453
"312910 GURINHATA";-;1;2;6;4;2;5;7;6;6;1;5;4;7;10;6;4;9;5;2;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;1;1;-;-;2;-;103
"312920 HELIODORA";-;-;-;1;-;-;4;2;2;16;9;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38
"312930 IAPU";1;30;30;46;87;72;7;4;6;33;35;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;361
"312940 IBERTIOGA";-;-;-;2;1;5;7;2;10;4;7;-;-;-;-;2;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;44
"312950 IBIA";4;5;6;11;31;42;67;96;122;178;180;95;17;39;36;41;39;66;69;72;44;26;33;27;19;9;11;6;7;3;1;1;2;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;1;1;1411
"312960 IBIAI";13;7;9;18;51;47;38;48;25;19;17;14;15;4;5;6;5;7;10;11;4;8;2;3;3;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;395
"312965 IBIRACATU";2;2;5;3;15;12;11;18;24;41;34;19;15;12;10;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;228
"312970 IBIRACI";-;-;2;2;2;9;5;10;7;8;1;9;4;4;3;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;73
"312980 IBIRITE";293;386;554;870;1439;1275;1243;1171;668;342;59;8;15;16;26;31;17;5;19;12;10;6;9;4;12;5;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;4;2;1;2;13;13;14;11;12;8571
"312990 IBITIURA DE MINAS";-;-;-;1;-;-;1;1;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"313000 IBITURUNA";-;-;2;4;2;1;14;14;68;78;9;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;197
"313005 ICARAI DE MINAS";13;13;17;13;16;17;14;35;46;36;31;11;3;2;2;1;-;1;3;2;-;-;1;4;2;1;-;1;1;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;291
"313010 IGARAPE";204;238;153;147;201;127;96;81;50;42;21;40;73;51;61;53;67;36;25;28;16;17;2;4;2;3;-;-;1;1;4;1;3;3;-;7;7;5;15;13;9;7;20;17;17;61;107;80;158;158;183;90;2805
"313020 IGARATINGA";3;12;11;12;47;26;43;49;69;79;81;27;6;8;9;4;8;15;19;17;14;9;8;11;8;2;1;4;2;3;-;10;7;7;1;-;1;1;1;2;1;1;1;3;4;2;1;4;-;1;-;5;660
"313030 IGUATAMA";-;1;7;4;11;20;48;133;138;114;115;72;2;2;4;3;3;6;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;689
"313040 IJACI";-;-;-;1;-;2;6;8;22;27;33;41;26;42;91;59;47;45;26;26;14;3;3;2;5;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;534
"313050 ILICINEA";3;1;2;8;15;34;102;39;78;61;20;55;95;62;86;88;46;51;60;24;26;9;15;8;2;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;997
"313055 IMBE DE MINAS";1;1;2;10;10;22;13;18;11;13;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107
"313060 INCONFIDENTES";50;93;72;55;38;18;12;19;14;11;4;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;4;8;11;24;19;20;26;19;523
"313065 INDAIABIRA";-;-;1;1;1;6;-;13;15;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;42
"313070 INDIANOPOLIS";1;4;2;6;4;6;9;15;14;27;19;25;26;21;14;21;7;13;7;10;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;257
"313080 INGAI";1;-;3;-;-;-;1;5;11;12;16;10;6;10;21;19;14;13;10;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;161
"313090 INHAPIM";30;49;65;96;167;180;240;255;244;206;105;53;40;35;42;21;18;24;17;21;15;4;3;1;2;1;1;3;-;-;-;-;1;-;-;1;-;2;-;1;1;1;-;1;1;-;-;2;-;6;5;4;1964
"313100 INHAUMA";7;18;20;61;75;85;66;42;8;37;57;13;18;9;12;18;8;10;7;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;1;-;1;-;-;2;3;586
"313110 INIMUTABA";18;8;47;47;81;58;58;87;70;44;47;21;9;4;9;4;19;8;8;17;8;4;1;-;-;1;-;-;-;-;-;-;-;-;-;1;7;12;9;8;5;4;1;3;6;3;3;9;4;14;13;4;784
"313115 IPABA";4;4;18;27;19;26;36;52;61;93;48;69;44;33;54;41;23;39;42;30;13;10;7;16;14;10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;839
"313120 IPANEMA";-;-;1;3;25;25;30;72;118;50;70;12;-;-;1;1;1;3;2;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;418
"313130 IPATINGA";390;459;693;858;790;711;572;572;803;657;649;795;808;782;972;726;637;735;660;634;445;394;337;297;275;162;149;87;76;49;54;44;46;44;33;26;29;43;51;45;44;72;104;75;118;128;146;190;212;306;284;208;18476
"313140 IPIACU";3;5;11;10;24;35;32;33;11;8;9;-;2;2;6;5;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;202
"313150 IPUIUNA";-;-;-;-;1;2;1;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"313160 IRAI DE MINAS";1;-;1;6;16;12;21;35;19;50;18;30;28;40;37;40;30;34;16;12;5;11;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;471
"313170 ITABIRA";499;794;1346;1858;3100;3760;3253;2138;1302;411;121;29;28;57;63;58;78;85;85;74;53;56;48;47;43;27;17;9;6;6;8;-;3;6;1;3;2;2;1;3;4;10;1;2;10;12;17;25;21;45;95;102;19824
"313180 ITABIRINHA";6;8;23;24;47;94;78;79;36;5;4;5;4;8;10;5;2;1;1;5;4;4;9;5;1;2;1;-;-;1;1;1;-;-;2;-;2;-;-;-;1;1;1;1;2;1;5;2;4;4;6;1;507
"313190 ITABIRITO";3;10;15;42;55;84;113;192;282;230;110;13;7;10;4;12;18;16;9;13;8;6;8;3;3;2;-;1;2;-;-;-;-;-;2;-;-;-;-;1;2;-;2;-;-;1;-;1;1;-;2;-;1283
"313200 ITACAMBIRA";2;10;7;3;2;6;1;-;1;4;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10;49
"313210 ITACARAMBI";36;63;97;41;53;44;52;47;54;46;47;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;588
"313220 ITAGUARA";24;55;78;104;132;160;159;232;338;249;237;63;52;85;74;71;33;20;21;19;1;-;-;4;11;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;7;1;2236
"313230 ITAIPE";-;-;-;-;2;1;1;2;4;4;4;2;-;-;-;1;1;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"313240 ITAJUBA";14;16;17;47;65;112;236;305;303;247;191;69;1;3;4;1;2;1;3;3;-;1;-;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;3;2;2;1657
"313250 ITAMARANDIBA";26;47;73;117;160;279;352;458;415;293;246;21;2;2;4;4;8;5;5;2;2;2;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;1;-;2533
"313260 ITAMARATI DE MINAS";3;21;22;6;-;1;-;1;4;2;-;1;-;-;-;-;2;1;5;1;6;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;1;6;4;4;5;3;2;109
"313270 ITAMBACURI";9;11;27;48;105;159;259;294;82;44;25;22;26;19;19;13;19;39;24;15;8;3;3;3;1;5;2;-;1;-;4;1;-;2;4;-;12;13;5;26;12;20;26;31;13;31;38;29;17;15;7;7;1598
"313280 ITAMBE DO MATO DENTRO";-;1;1;7;13;14;7;13;12;13;15;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100
"313290 ITAMOGI";-;-;4;5;15;2;18;16;24;42;37;13;6;1;11;10;8;5;4;8;2;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;234
"313300 ITAMONTE";-;-;-;3;7;7;22;23;21;39;29;13;1;-;-;6;2;8;2;5;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;192
"313310 ITANHANDU";-;1;-;6;3;1;13;15;18;29;43;50;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180
"313320 ITANHOMI";39;37;100;63;45;27;7;8;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;2;6;14;20;15;391
"313330 ITAOBIM";3;6;6;21;8;14;31;58;101;99;109;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;482
"313340 ITAPAGIPE";1;1;3;3;3;5;5;5;10;16;6;12;5;4;8;17;5;16;24;17;23;12;19;18;13;9;4;3;5;1;6;1;2;2;1;-;-;1;1;-;2;2;2;-;1;-;1;1;2;1;-;2;301
"313350 ITAPECERICA";121;95;123;74;182;229;155;63;19;72;59;11;18;24;40;57;50;94;62;46;30;29;18;16;7;5;3;5;-;3;1;-;-;-;-;2;-;-;2;-;1;-;-;-;8;12;23;62;65;147;168;132;2333
"313360 ITAPEVA";-;1;-;1;10;16;23;27;28;40;39;20;4;6;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220
"313370 ITATIAIUCU";48;37;64;55;137;169;140;51;8;5;14;15;14;34;40;60;26;31;13;13;11;8;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;2;6;10;19;5;13;1060
"313375 ITAU DE MINAS";10;11;19;18;72;71;114;262;305;281;375;337;284;243;202;134;96;42;19;10;2;2;1;-;-;-;-;-;1;1;1;-;-;-;-;4;-;-;1;1;1;2;2;1;-;2;2;4;3;4;4;2;2946
"313380 ITAUNA";61;73;125;191;273;316;466;442;313;318;118;39;22;20;44;46;69;32;36;76;49;43;44;34;8;4;4;1;1;1;5;2;-;2;1;1;1;2;4;1;2;8;2;-;3;3;5;5;2;5;23;13;3359
"313390 ITAVERAVA";2;1;1;3;10;22;22;22;54;17;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;163
"313400 ITINGA";13;31;53;82;133;106;87;86;43;63;39;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;748
"313410 ITUETA";-;-;-;3;9;16;21;23;44;26;15;6;2;-;1;5;1;3;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;180
"313420 ITUIUTABA";53;61;97;148;232;254;242;266;333;430;586;361;349;323;355;318;248;228;143;131;73;62;26;18;14;7;2;7;1;4;1;-;-;1;3;-;-;2;2;-;1;-;1;2;1;1;3;2;3;3;2;2;5402
"313430 ITUMIRIM";-;-;1;4;10;13;19;27;37;12;10;15;6;7;4;6;4;11;5;5;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;201
"313440 ITURAMA";5;5;7;12;13;27;37;84;80;66;59;40;30;31;40;59;41;44;46;26;23;27;23;14;6;3;7;4;6;2;8;-;3;3;2;1;2;-;2;3;-;3;-;-;-;2;-;-;-;1;-;-;897
"313450 ITUTINGA";-;-;-;1;2;16;41;67;55;96;102;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;457
"313460 JABOTICATUBAS";11;26;49;70;87;130;132;114;86;82;26;34;38;17;13;20;18;16;16;11;6;14;2;3;1;3;4;1;-;2;-;-;2;-;3;-;-;3;-;-;-;-;-;-;1;1;-;-;2;-;3;2;1049
"313470 JACINTO";1;1;1;-;4;2;6;12;37;51;61;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;194
"313480 JACUI";-;1;2;1;3;2;2;3;6;5;9;30;15;14;7;5;2;3;2;2;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;120
"313490 JACUTINGA";1;2;1;6;11;5;12;29;27;46;45;14;3;4;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;210
"313500 JAGUARACU";7;4;3;-;-;-;8;4;11;-;3;1;1;2;1;-;1;2;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;8;19;9;92
"313505 JAIBA";40;113;45;10;34;38;67;60;62;61;29;3;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;568
"313507 JAMPRUCA";-;1;1;1;2;2;1;1;7;9;12;6;-;-;-;1;3;2;2;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;56
"313510 JANAUBA";22;39;95;157;205;276;279;278;336;278;290;154;12;11;15;15;22;15;5;12;3;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;2;11;4;1;3;1;-;2549
"313520 JANUARIA";38;29;73;222;480;579;594;832;945;757;341;16;-;-;-;2;2;-;-;-;1;-;2;2;-;-;-;2;2;2;3;2;2;2;2;2;2;3;2;1;1;1;1;1;1;2;1;9;9;10;6;10;4994
"313530 JAPARAIBA";3;10;23;41;62;52;80;73;63;75;69;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;573
"313535 JAPONVAR";16;80;76;93;138;129;145;109;96;105;100;62;63;34;24;55;51;28;41;15;-;10;11;3;3;4;2;4;1;8;6;12;5;7;13;10;11;3;17;5;4;3;7;4;5;-;1;9;5;7;3;1;1644
"313540 JECEABA";-;1;3;4;5;10;15;17;24;30;26;18;23;10;12;10;5;13;8;6;4;-;5;1;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;259
"313545 JENIPAPO DE MINAS";3;2;2;3;8;4;6;14;14;17;41;16;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;4;3;1;2;-;4;-;-;149
"313550 JEQUERI";-;-;1;5;13;15;32;55;52;62;52;36;39;27;63;33;19;27;20;3;5;9;4;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;578
"313560 JEQUITAI";-;1;5;10;21;44;37;43;33;21;2;-;2;3;5;4;1;3;2;7;1;3;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;252
"313570 JEQUITIBA";3;8;38;96;188;183;176;146;145;98;128;43;7;11;35;37;26;34;21;14;9;10;3;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1467
"313580 JEQUITINHONHA";9;15;11;15;27;19;18;32;33;29;4;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;-;-;-;1;-;222
"313590 JESUANIA";-;2;-;6;4;5;18;18;12;28;24;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124
"313600 JOAIMA";36;53;79;49;61;52;59;60;73;98;72;7;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;702
"313610 JOANESIA";5;5;1;5;1;6;5;3;5;10;4;3;2;3;2;6;10;3;6;11;5;3;3;4;4;2;-;2;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;5;3;5;3;1;142
"313620 JOAO MONLEVADE";38;32;139;398;551;812;932;1122;1268;1056;928;376;216;198;256;194;181;314;239;165;118;84;44;28;15;9;12;10;12;3;6;1;-;-;-;2;3;2;2;2;6;3;2;4;1;1;4;4;8;11;7;2;9821
"313630 JOAO PINHEIRO";41;45;80;77;91;132;155;217;286;301;170;188;146;75;52;29;26;14;14;19;7;4;7;3;3;2;-;-;2;2;-;1;-;-;-;-;-;-;-;-;1;2;-;2;4;2;3;5;3;1;2;1;2215
"313640 JOAQUIM FELICIO";8;5;9;4;5;24;59;56;81;81;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;3;1;356
"313650 JORDANIA";2;2;3;-;1;-;1;3;7;6;7;8;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"313652 JOSE GONCALVES DE MINAS";-;-;-;2;8;5;8;23;16;15;27;4;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;113
