2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"311810 CONGONHAS DO NORTE";3;17;23;58;55;1;7;47;35;18;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;283
"311820 CONQUISTA";-;1;5;9;5;14;19;28;21;15;14;11;1;1;13;50;26;33;34;26;19;10;6;4;3;2;2;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;1;-;-;1;-;-;380
"311830 CONSELHEIRO LAFAIETE";231;333;677;1188;1624;2150;1765;1606;1225;1073;571;213;186;252;304;330;323;322;289;204;156;105;84;41;26;21;16;16;8;13;2;7;7;1;5;3;2;3;9;7;5;4;3;2;4;7;7;19;29;38;46;43;15605
"311840 CONSELHEIRO PENA";4;6;7;11;24;30;62;126;169;189;48;35;34;15;8;7;14;9;6;4;6;2;3;1;2;5;2;1;1;1;1;-;2;3;-;-;-;-;-;1;-;-;-;-;4;-;2;-;-;2;2;2;851
"311850 CONSOLACAO";-;-;-;-;-;-;-;3;3;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"311860 CONTAGEM";540;773;1194;2059;3159;3554;3406;4360;4119;3569;2452;869;488;440;622;587;553;607;545;376;249;165;125;128;83;51;28;32;23;18;31;24;19;32;27;28;31;27;16;17;46;40;29;29;36;44;49;86;100;137;184;116;36322
"311870 COQUEIRAL";-;1;-;2;1;2;4;13;13;16;43;45;27;43;41;54;33;32;30;14;9;3;5;5;6;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;444
"311880 CORACAO DE JESUS";6;7;10;13;57;67;128;219;178;158;31;2;2;1;4;2;-;-;-;2;2;-;2;1;-;-;1;2;-;-;-;-;2;-;1;2;-;1;-;-;-;-;-;-;2;1;12;1;1;1;1;-;920
"311890 CORDISBURGO";32;65;58;68;81;82;81;82;69;34;33;7;3;5;9;11;2;-;5;3;2;2;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;4;1;9;22;20;17;24;11;848
"311900 CORDISLANDIA";-;-;-;1;-;-;2;-;3;15;18;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54
"311910 CORINTO";4;37;69;162;171;219;263;258;243;211;190;230;223;122;86;56;44;59;48;10;9;3;5;1;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2729
"311920 COROACI";1;-;3;5;13;10;10;18;14;15;23;7;1;3;-;2;1;1;4;2;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;136
"311930 COROMANDEL";245;217;191;141;157;108;151;77;137;161;110;163;219;201;267;225;154;204;220;152;37;38;50;33;23;26;12;9;7;5;5;1;1;1;-;1;1;2;5;-;4;6;11;7;18;3;43;57;48;103;184;19;4260
"311940 CORONEL FABRICIANO";170;404;476;505;201;94;76;93;115;83;67;77;86;87;98;91;60;76;53;38;43;30;23;18;22;8;8;5;5;7;6;6;8;6;4;5;6;16;13;12;11;28;32;47;86;89;117;129;161;85;59;35;4080
"311950 CORONEL MURTA";4;3;2;4;8;20;26;53;61;97;84;15;3;-;2;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;389
"311960 CORONEL PACHECO";2;1;6;7;9;6;36;33;25;26;10;7;-;-;-;-;-;1;1;3;1;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;182
"311970 CORONEL XAVIER CHAVES";2;2;6;20;18;36;61;28;53;77;56;58;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;420
"311980 CORREGO DANTA";-;1;1;4;9;9;7;19;7;8;3;-;-;-;-;1;-;5;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78
"311990 CORREGO DO BOM JESUS";-;-;-;1;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"311995 CORREGO FUNDO";42;33;34;57;90;101;112;153;130;109;62;4;2;4;1;1;-;-;2;-;-;1;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;11;4;12;972
"312000 CORREGO NOVO";3;3;9;5;19;29;23;14;21;26;14;13;7;1;-;2;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;-;-;-;-;1;3;204
"312010 COUTO DE MAGALHAES DE MINAS";65;41;65;60;79;66;31;41;21;20;25;10;1;2;7;8;1;3;-;-;-;-;-;1;1;1;1;-;1;-;-;-;-;-;-;-;-;1;1;1;3;3;3;21;32;28;42;40;65;73;58;31;953
"312015 CRISOLITA";1;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"312020 CRISTAIS";1;2;11;34;75;127;216;214;158;105;163;10;-;2;3;5;9;7;10;5;5;1;5;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1175
"312030 CRISTALIA";-;-;-;-;-;13;19;14;10;16;2;1;-;-;-;1;1;2;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82
"312040 CRISTIANO OTONI";-;-;-;1;3;3;7;9;17;18;29;10;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;100
"312050 CRISTINA";-;-;1;1;4;5;23;33;35;24;20;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156
"312060 CRUCILANDIA";2;3;19;10;63;56;56;104;154;138;67;10;1;12;4;5;23;28;23;26;12;8;7;2;5;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;846
"312070 CRUZEIRO DA FORTALEZA";-;-;-;2;7;1;3;16;10;7;22;16;1;11;22;35;9;17;19;21;28;2;7;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;2;-;-;265
"312080 CRUZILIA";4;-;1;3;11;8;21;36;71;95;96;51;2;2;8;4;1;3;3;2;1;2;2;1;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;434
"312083 CUPARAQUE";-;-;5;3;16;12;21;127;231;267;196;72;20;27;10;5;2;6;8;5;1;3;2;5;1;2;1;3;-;1;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;6;2;-;-;-;1064
"312087 CURRAL DE DENTRO";2;-;1;2;2;2;14;14;14;30;20;2;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;110
"312090 CURVELO";391;416;400;321;265;227;240;253;302;323;258;112;94;95;53;40;40;89;19;14;20;17;5;11;7;2;-;2;2;4;3;1;-;3;2;1;5;4;1;1;6;3;8;17;19;45;75;83;88;148;206;129;4870
"312100 DATAS";3;4;8;32;55;62;45;45;58;54;33;24;1;-;1;-;-;1;2;1;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4;2;441
"312110 DELFIM MOREIRA";-;-;1;4;-;1;8;10;6;9;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;54
"312120 DELFINOPOLIS";22;24;29;24;76;142;109;82;90;59;39;53;43;45;48;51;28;24;24;9;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;3;25;22;22;15;11;19;14;9;1171
"312125 DELTA";2;3;18;12;15;18;9;7;15;12;15;14;46;33;49;52;39;3;1;9;5;5;1;1;3;2;4;-;1;-;1;-;-;1;-;-;-;-;-;-;2;1;1;-;-;-;1;-;-;3;-;-;404
"312130 DESCOBERTO";1;-;2;2;2;2;4;1;-;1;2;-;6;6;23;25;18;4;3;2;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;110
"312140 DESTERRO DE ENTRE RIOS";1;-;-;10;17;22;39;44;40;52;58;7;-;-;4;3;3;1;2;5;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;314
"312150 DESTERRO DO MELO";-;-;-;-;-;-;-;2;5;5;2;2;-;-;-;1;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"312160 DIAMANTINA";57;94;128;174;270;275;296;368;427;435;224;44;18;29;31;26;12;24;30;20;22;15;8;6;5;4;4;2;2;2;3;2;2;2;3;2;1;3;4;3;3;5;6;6;8;6;8;13;22;18;28;17;3217
"312170 DIOGO DE VASCONCELOS";-;-;-;-;-;1;-;-;-;2;1;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"312180 DIONISIO";172;188;159;30;15;21;40;28;21;4;2;2;3;-;-;1;-;3;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;1;2;1;5;4;4;-;3;3;2;9;15;62;808
"312190 DIVINESIA";-;-;-;-;1;-;-;2;7;7;7;8;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"312200 DIVINO";2;6;4;6;17;18;35;48;59;75;54;47;58;66;81;61;76;49;55;37;31;20;11;2;7;1;2;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;935
"312210 DIVINO DAS LARANJEIRAS";1;4;8;14;19;18;17;25;27;39;37;17;9;8;2;4;4;3;4;3;-;-;1;2;1;2;-;2;-;-;-;1;-;-;3;-;-;1;-;8;1;3;2;1;2;-;-;-;2;1;2;-;298
"312220 DIVINOLANDIA DE MINAS";1;3;1;2;7;18;21;46;62;49;66;37;7;6;5;6;4;4;3;2;5;4;2;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;364
"312230 DIVINOPOLIS";205;236;423;638;716;718;1028;908;832;660;711;713;659;669;856;753;702;571;484;381;268;126;114;108;75;55;25;24;20;16;16;18;13;10;17;6;13;23;12;9;13;14;13;22;29;21;27;34;35;77;80;46;14242
"312235 DIVISA ALEGRE";-;-;-;1;-;-;2;8;8;4;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"312240 DIVISA NOVA";-;-;-;3;13;6;31;27;15;6;2;-;-;-;1;-;2;1;1;-;-;1;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-;-;-;-;1;-;118
"312245 DIVISOPOLIS";-;-;1;-;3;6;3;2;6;12;12;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;52
"312247 DOM BOSCO";4;3;9;18;21;27;28;55;45;41;22;17;7;6;7;8;5;1;5;1;2;-;10;4;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;353
"312250 DOM CAVATI";-;22;65;26;12;19;29;19;13;8;10;8;5;8;3;7;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;6;2;-;-;269
"312260 DOM JOAQUIM";1;1;3;6;7;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;32
"312270 DOM SILVERIO";-;1;1;4;22;26;19;26;41;31;41;40;35;26;38;52;17;24;21;11;7;3;6;10;2;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;-;514
"312280 DOM VICOSO";-;-;-;1;-;1;-;2;-;1;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"312290 DONA EUSEBIA";3;5;5;19;24;27;27;28;18;22;30;11;-;-;-;-;2;-;-;1;1;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;2;4;-;-;236
"312300 DORES DE CAMPOS";23;42;58;35;48;33;67;157;98;44;-;-;5;2;1;6;9;4;8;13;17;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;676
"312310 DORES DE GUANHAES";1;11;1;16;23;12;31;37;10;27;42;5;2;-;-;1;-;-;-;-;3;2;3;-;1;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;235
"312320 DORES DO INDAIA";38;33;65;122;82;75;102;95;133;96;87;57;9;8;12;8;7;17;17;22;6;9;3;6;2;3;2;1;-;-;1;-;1;-;-;-;-;2;-;-;1;-;-;1;1;3;1;-;4;6;11;-;1149
"312330 DORES DO TURVO";1;1;2;-;2;-;1;6;10;5;1;1;4;6;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
"312340 DORESOPOLIS";5;4;3;1;4;4;6;3;9;8;1;1;-;3;2;2;1;5;-;5;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;2;2;-;4;1;-;-;-;-;-;1;5;2;10;13;1;-;110
"312350 DOURADOQUARA";8;19;18;12;25;34;14;26;24;22;13;6;8;3;3;3;3;3;-;-;-;-;-;5;2;-;-;2;-;-;-;-;-;2;-;2;2;-;3;3;8;2;2;3;4;4;7;8;10;14;9;3;339
"312352 DURANDE";13;4;5;13;38;50;80;83;55;55;21;11;12;17;18;15;27;21;14;15;13;13;6;5;3;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7;6;13;12;7;656
"312360 ELOI MENDES";1;2;2;7;7;8;26;23;48;32;28;31;13;1;9;8;3;5;4;4;1;1;-;-;-;1;2;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;271
"312370 ENGENHEIRO CALDAS";1;5;18;41;86;104;138;138;93;81;68;24;2;3;4;3;5;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;1;-;823
"312380 ENGENHEIRO NAVARRO";15;34;43;28;32;33;74;39;57;48;50;32;33;8;14;9;8;18;10;5;1;1;3;1;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;6;12;30;22;11;689
"312385 ENTRE FOLHAS";1;7;6;5;9;8;16;22;37;45;36;31;18;-;1;-;1;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;253
"312390 ENTRE RIOS DE MINAS";8;13;27;63;90;83;46;95;68;71;43;-;5;6;1;3;2;12;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;643
"312400 ERVALIA";-;2;1;6;2;13;49;55;61;72;82;23;2;-;2;3;7;2;4;5;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;395
"312410 ESMERALDAS";36;39;72;109;200;243;335;610;601;523;202;17;3;9;18;8;14;17;28;18;16;30;22;21;14;12;13;9;11;2;2;2;2;1;2;1;1;2;-;10;3;4;6;4;12;5;8;4;3;7;4;7;3342
"312420 ESPERA FELIZ";26;53;85;174;276;425;348;415;300;170;49;12;19;31;36;47;44;45;54;51;35;25;26;11;5;4;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;5;6;7;1;5;7;2800
"312430 ESPINOSA";60;88;101;141;119;83;85;110;215;151;108;82;52;41;16;11;6;15;11;15;25;6;14;19;13;12;8;7;4;4;6;1;5;1;1;-;1;3;1;-;-;1;2;1;1;3;-;-;1;2;2;3;1657
"312440 ESPIRITO SANTO DO DOURADO";-;-;-;1;-;2;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"312450 ESTIVA";-;-;-;-;-;1;1;-;1;8;7;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;31
"312460 ESTRELA DALVA";-;2;3;1;3;10;16;26;35;14;8;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;122
"312470 ESTRELA DO INDAIA";12;16;5;4;4;2;5;3;3;8;11;8;1;-;-;-;4;1;2;1;1;2;3;5;2;-;2;-;2;-;-;-;-;-;4;5;4;1;4;6;4;18;20;7;31;25;47;27;27;20;20;7;384
"312480 ESTRELA DO SUL";7;7;4;9;6;18;13;11;33;27;29;22;15;23;28;35;26;20;11;19;7;1;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;-;3;383
"312490 EUGENOPOLIS";4;4;12;23;26;42;22;44;33;18;8;1;-;6;4;4;1;1;-;1;-;1;1;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;-;-;2;1;-;1;-;269
"312500 EWBANK DA CAMARA";1;6;3;29;38;22;28;39;29;40;41;16;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;297
"312510 EXTREMA";5;10;13;23;45;54;88;103;179;189;110;5;3;3;6;3;8;3;5;-;-;2;-;2;-;1;-;2;-;1;-;-;-;-;-;1;3;1;2;1;3;3;-;-;-;-;2;2;4;3;2;-;890
"312520 FAMA";-;-;-;-;-;1;1;8;1;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"312530 FARIA LEMOS";2;1;2;5;2;2;10;3;5;7;-;-;1;-;1;3;5;4;5;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;-;-;-;-;-;71
"312540 FELICIO DOS SANTOS";2;1;3;7;14;8;10;11;7;14;11;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;96
"312550 SAO GONCALO DO RIO PRETO";75;59;83;125;112;87;78;57;41;62;37;-;-;-;1;-;-;1;-;1;1;-;1;1;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;14;11;8;863
"312560 FELISBURGO";24;11;22;31;28;60;74;109;148;179;51;7;3;7;3;2;4;9;5;1;1;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;7;13;9;22;18;4;858
"312570 FELIXLANDIA";192;264;265;270;275;260;250;163;168;132;117;44;3;4;4;8;12;6;8;9;7;8;3;4;6;3;3;3;2;-;4;-;1;1;1;2;1;3;1;-;1;-;-;2;3;-;4;15;49;72;86;86;2825
"312580 FERNANDES TOURINHO";2;2;3;5;5;10;-;2;1;3;3;-;-;3;-;1;-;-;-;2;1;2;-;-;1;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;54
"312590 FERROS";64;68;55;69;68;75;59;9;-;7;4;4;5;-;10;15;16;17;15;30;34;12;8;8;10;2;6;-;2;2;1;-;1;-;-;-;-;1;1;-;3;-;5;10;22;44;51;42;37;39;79;61;1071
"312595 FERVEDOURO";-;-;3;6;11;7;34;34;35;62;66;35;35;35;18;19;11;8;5;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;430
"312600 FLORESTAL";3;3;4;38;41;51;69;166;135;128;32;2;1;2;4;8;3;4;1;3;3;1;-;-;-;1;-;1;-;-;-;-;2;1;-;-;-;1;-;-;-;2;3;-;3;2;1;1;1;-;1;-;722
"312610 FORMIGA";18;31;109;215;335;378;589;469;190;89;23;15;12;11;20;30;25;25;35;32;9;8;14;31;17;23;8;6;-;-;1;-;-;-;-;-;-;1;3;1;-;1;1;2;1;2;1;2;2;3;4;1;2793
"312620 FORMOSO";14;3;14;63;52;117;117;136;115;105;25;5;7;11;12;23;20;19;54;28;10;9;25;33;47;36;23;8;2;2;1;-;-;-;1;-;-;-;-;2;1;-;-;-;1;-;-;2;1;2;9;8;1163
"312630 FORTALEZA DE MINAS";-;-;-;3;3;3;10;10;15;23;37;38;51;38;38;40;15;14;8;7;7;3;-;1;-;2;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;369
"312640 FORTUNA DE MINAS";4;9;20;38;14;10;7;8;-;-;1;1;1;1;3;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;123
"312650 FRANCISCO BADARO";4;13;9;16;21;67;49;76;85;145;88;15;2;-;1;1;-;-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;6;-;1;-;1;4;2;-;615
"312660 FRANCISCO DUMONT";22;22;38;43;65;26;22;55;46;13;10;2;11;11;3;12;5;4;5;4;7;5;2;2;3;-;1;-;1;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;1;4;2;10;17;9;487
"312670 FRANCISCO SA";7;15;15;34;48;68;84;90;158;197;193;59;26;17;8;4;4;12;11;4;3;1;2;-;1;1;3;-;1;-;-;-;-;-;1;1;-;-;1;-;1;1;-;1;-;-;-;1;-;2;2;1;1078
"312675 FRANCISCOPOLIS";22;28;25;28;38;44;41;64;60;59;42;26;3;3;6;1;3;1;-;3;-;1;-;2;3;-;1;-;-;1;1;-;-;-;1;-;-;-;-;1;1;-;-;-;7;23;31;31;36;33;23;24;717
"312680 FREI GASPAR";-;-;-;-;8;7;3;12;5;2;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"312690 FREI INOCENCIO";-;-;1;2;6;3;12;22;28;29;12;8;7;5;2;4;3;5;2;-;3;3;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;162
"312695 FREI LAGONEGRO";1;-;2;2;2;1;1;1;-;12;18;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"312700 FRONTEIRA";46;52;49;46;16;35;31;33;32;43;47;48;61;56;46;29;55;48;47;38;28;35;18;11;12;8;20;1;8;9;6;2;6;1;3;12;11;49;31;33;36;30;22;49;121;80;49;78;106;30;36;58;1857
"312705 FRONTEIRA DOS VALES";-;-;1;1;-;2;4;2;11;5;2;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"312707 FRUTA DE LEITE";5;2;9;23;14;24;25;47;25;29;24;17;1;1;-;-;2;-;2;-;-;-;1;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;259
"312710 FRUTAL";11;17;20;48;62;84;106;115;164;276;271;345;628;704;827;836;689;554;501;395;288;197;150;86;59;32;21;23;23;10;8;7;11;8;7;6;4;3;5;4;7;11;9;6;9;10;15;15;13;7;11;5;7723
"312720 FUNILANDIA";10;12;26;36;39;25;8;14;1;7;3;2;4;1;10;10;13;5;3;4;6;8;4;1;1;2;-;1;1;-;1;-;-;-;-;-;1;-;2;-;2;-;2;2;-;-;1;2;1;6;2;4;283
"312730 GALILEIA";-;1;-;1;12;12;9;30;38;26;22;3;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;2;2;-;1;-;-;-;164
"312733 GAMELEIRAS";-;-;1;1;2;18;21;28;37;37;21;3;1;3;-;-;-;1;3;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181
"312735 GLAUCILANDIA";10;8;3;2;11;15;6;16;17;13;5;1;-;2;1;3;1;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;-;4;12;34;28;14;13;5;235
"312737 GOIABEIRA";1;-;1;-;2;1;-;3;4;5;10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;34
"312738 GOIANA";10;12;14;7;17;3;1;14;15;12;21;7;-;-;2;2;3;6;10;4;7;7;1;4;4;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;4;7;8;3;212
