2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"293320 VERA CRUZ";3;2;1;7;4;4;15;10;4;8;5;3;4;2;3;11;5;-;4;1;6;1;1;12;8;2;5;6;8;3;6;2;3;-;3;-;1;-;-;1;-;2;3;-;-;5;1;-;1;-;-;-;176
"293325 VEREDA";47;30;29;10;16;9;6;10;11;18;15;1;3;2;4;1;2;-;5;3;2;4;-;3;5;1;1;3;3;5;1;1;1;1;1;2;-;-;2;1;-;2;-;2;8;5;1;1;1;-;-;-;279
"293330 VITORIA DA CONQUISTA";118;131;119;245;484;772;1095;1680;2383;2489;1953;848;73;62;67;62;54;67;63;56;38;34;20;31;18;25;23;19;27;7;17;22;23;15;12;16;14;18;19;12;10;23;20;12;22;19;26;49;35;48;44;24;13563
"293340 WAGNER";-;-;-;-;-;-;-;9;1;10;5;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"293345 WANDERLEY";2;-;1;4;9;30;42;33;18;11;2;4;1;2;7;4;3;7;6;3;13;6;1;2;1;4;3;-;-;-;-;2;-;-;-;-;-;1;1;-;-;-;-;-;-;3;1;1;-;-;1;-;229
"293350 WENCESLAU GUIMARAES";-;-;-;-;1;-;-;2;8;22;25;8;-;-;-;-;1;-;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
"293360 XIQUE-XIQUE";-;-;-;-;3;2;4;34;53;33;17;7;13;17;7;17;4;6;2;-;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;227
"310010 ABADIA DOS DOURADOS";7;11;23;18;30;75;64;64;55;100;66;47;45;47;57;24;11;9;16;11;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;6;1;793
"310020 ABAETE";20;17;17;43;116;114;156;208;197;129;84;58;37;24;30;23;14;12;14;8;5;-;2;1;1;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;3;-;-;1;-;1342
"310030 ABRE CAMPO";-;-;6;3;6;24;17;29;38;34;69;18;12;4;13;7;20;19;18;15;3;7;3;3;3;2;1;2;-;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;380
"310040 ACAIACA";8;20;26;47;45;53;123;98;78;74;59;26;26;9;14;13;12;20;22;15;8;8;4;5;1;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;-;-;1;-;-;825
"310050 ACUCENA";3;9;15;23;16;24;18;45;53;65;57;28;4;1;2;2;-;4;1;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;2;-;380
"310060 AGUA BOA";7;11;6;9;28;14;53;82;64;139;159;59;3;8;12;9;11;14;13;3;7;3;2;3;3;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;3;2;-;1;-;-;-;732
"310070 AGUA COMPRIDA";-;1;-;-;-;3;6;6;4;16;3;4;4;2;3;5;3;4;5;2;2;1;1;3;4;1;1;1;-;2;-;2;-;-;-;-;2;-;1;1;-;-;1;-;-;-;-;-;-;-;1;-;95
"310080 AGUANIL";2;2;12;18;19;58;63;86;108;66;36;5;2;-;1;-;3;2;4;-;1;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;492
"310090 AGUAS FORMOSAS";4;14;15;31;56;51;64;87;86;60;79;31;4;14;18;28;9;20;17;23;16;15;9;18;17;10;10;5;3;5;6;4;4;-;1;2;3;1;1;-;2;2;-;1;2;3;5;9;3;2;2;4;876
"310100 AGUAS VERMELHAS";-;-;-;-;1;2;5;4;4;7;6;-;1;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"310110 AIMORES";3;5;9;21;31;37;42;61;84;78;96;21;12;7;12;8;5;12;6;6;5;4;9;4;5;4;6;2;6;2;1;1;2;1;1;1;-;1;1;-;3;4;1;4;2;4;4;9;12;7;2;-;664
"310120 AIURUOCA";1;-;1;1;3;8;5;5;8;9;11;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56
"310130 ALAGOA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"310140 ALBERTINA";-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"310150 ALEM PARAIBA";150;141;177;216;209;170;274;250;273;223;121;24;10;8;10;12;5;13;9;13;9;10;19;6;2;3;1;-;2;-;1;1;1;-;4;-;3;4;4;4;5;11;18;22;60;44;96;92;110;94;91;44;3069
"310160 ALFENAS";36;31;69;141;145;199;398;538;613;494;81;28;40;48;69;98;91;96;75;48;24;22;20;9;7;8;4;4;3;1;1;7;-;2;8;4;5;7;6;5;5;6;8;4;2;5;4;2;4;6;2;13;3546
"310163 ALFREDO VASCONCELOS";-;-;-;1;5;8;6;9;24;31;71;24;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181
"310170 ALMENARA";26;4;2;3;6;8;17;36;96;85;77;45;2;1;-;1;1;1;-;1;-;2;1;2;-;-;1;2;-;-;-;1;-;-;1;2;2;3;-;1;3;1;6;10;4;5;12;44;18;37;40;42;652
"310180 ALPERCATA";5;7;8;13;11;20;13;13;20;17;7;3;7;1;3;-;1;-;5;3;-;-;1;-;1;2;-;1;-;2;-;-;4;1;-;4;-;2;-;-;-;-;-;-;-;1;2;3;12;-;3;1;197
"310190 ALPINOPOLIS";7;4;6;9;14;17;88;82;107;117;104;68;54;7;18;4;9;15;50;14;2;12;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;818
"310200 ALTEROSA";-;2;6;27;22;27;38;35;73;109;84;6;22;28;36;22;16;13;8;5;5;4;9;1;1;3;-;1;5;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;1;1;622
"310205 ALTO CAPARAO";2;5;5;3;2;3;7;2;4;24;35;12;1;4;1;-;3;1;2;4;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;124
"310210 ALTO RIO DOCE";3;2;1;26;14;21;24;17;8;11;12;3;14;18;14;28;23;25;28;20;3;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;318
"310220 ALVARENGA";3;4;3;2;12;14;7;24;58;54;70;53;37;30;28;19;18;3;3;3;5;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;2;1;7;5;7;3;5;4;6;6;-;499
"310230 ALVINOPOLIS";13;37;45;87;87;113;120;172;146;109;129;96;71;81;107;97;62;27;35;22;5;7;9;5;1;3;3;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;1;-;-;-;1;1;-;2;1;-;1698
"310240 ALVORADA DE MINAS";2;4;16;34;85;72;71;89;83;75;49;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;581
"310250 AMPARO DO SERRA";-;-;-;2;2;5;5;13;23;8;8;16;5;18;9;8;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;126
"310260 ANDRADAS";3;18;4;8;47;79;152;181;317;412;527;263;-;1;5;1;6;6;10;5;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2050
"310270 CACHOEIRA DE PAJEU";-;2;2;3;8;15;15;13;37;53;107;60;28;17;27;22;8;4;14;13;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;5;1;-;461
"310280 ANDRELANDIA";-;-;10;7;1;16;9;19;28;26;40;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;162
"310285 ANGELANDIA";1;-;2;1;13;11;38;44;32;42;26;3;3;9;10;11;14;10;2;3;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;280
"310290 ANTONIO CARLOS";-;-;-;9;17;19;8;19;22;41;70;16;1;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;227
"310300 ANTONIO DIAS";114;62;56;63;57;34;45;43;23;17;10;3;-;-;-;-;-;-;4;1;1;-;-;1;2;-;-;-;-;-;1;1;-;2;-;1;-;-;1;1;1;1;2;2;4;5;5;3;11;9;16;23;625
"310310 ANTONIO PRADO DE MINAS";2;-;-;3;5;-;4;2;-;-;1;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"310320 ARACAI";1;5;6;8;4;14;17;9;22;22;12;5;2;1;3;-;1;4;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;3;1;149
"310330 ARACITABA";-;-;-;-;1;2;6;3;7;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;25
"310340 ARACUAI";23;23;19;50;97;100;165;248;359;343;350;254;142;119;120;63;54;43;53;27;21;31;28;30;23;23;12;6;10;2;8;9;5;8;8;5;6;5;3;7;8;12;4;11;13;19;19;11;6;3;5;10;3023
"310350 ARAGUARI";262;330;444;798;884;880;544;458;339;348;105;82;131;149;202;182;151;216;245;223;160;142;134;104;83;49;44;57;32;50;45;34;25;26;30;21;42;27;50;57;46;58;36;27;47;38;29;40;43;84;81;39;8753
"310360 ARANTINA";-;1;2;5;10;17;15;14;43;38;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150
"310370 ARAPONGA";-;-;1;3;-;-;1;3;2;6;1;4;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"310375 ARAPORA";6;10;13;18;16;34;28;47;41;48;72;52;33;25;33;26;23;30;16;20;24;13;16;3;4;6;2;1;1;1;1;-;-;-;2;1;2;-;1;3;2;4;5;1;5;6;6;10;5;12;5;6;739
"310380 ARAPUA";4;2;8;6;10;16;12;30;25;58;38;1;-;-;-;2;1;4;-;6;5;5;5;3;1;1;-;1;-;1;-;2;1;1;-;-;1;3;3;-;-;-;-;-;-;-;-;-;2;3;-;1;262
"310390 ARAUJOS";17;37;54;71;72;126;108;132;189;171;165;99;47;59;50;70;64;102;92;64;39;43;26;17;3;4;6;4;1;5;3;1;2;2;3;2;-;1;-;-;3;3;2;2;-;1;1;2;3;5;1;7;1981
"310400 ARAXA";74;93;81;249;410;494;472;490;204;243;99;113;133;142;239;271;204;192;213;223;113;125;115;69;59;21;21;12;14;16;1;1;8;5;1;-;2;5;2;-;2;2;1;2;7;2;2;18;11;14;32;11;5333
"310410 ARCEBURGO";35;25;22;29;24;12;22;28;17;13;4;1;-;1;4;5;4;5;12;6;1;1;-;-;1;2;-;1;1;-;1;-;-;-;-;1;-;-;-;-;1;3;4;5;5;13;32;46;40;48;35;6;516
"310420 ARCOS";8;34;51;106;176;207;300;339;198;201;167;71;24;50;47;45;30;43;47;32;18;14;14;9;6;7;3;5;1;3;3;1;2;-;-;-;-;-;-;-;3;3;1;3;2;-;1;1;2;1;2;2;2283
"310430 AREADO";79;104;207;205;272;220;263;314;222;99;1;2;2;8;3;3;7;10;9;12;6;4;2;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;11;30;2108
"310440 ARGIRITA";1;-;4;3;2;6;3;3;6;5;-;1;1;8;6;6;1;1;4;2;6;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;77
"310445 ARICANDUVA";-;1;1;3;3;1;2;2;14;22;21;6;3;5;12;4;-;5;2;3;5;2;3;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124
"310450 ARINOS";56;51;57;40;89;62;56;51;30;30;22;24;24;30;24;49;63;26;51;27;21;16;30;23;13;33;15;13;4;6;3;6;5;2;1;3;1;1;8;2;1;2;4;8;4;14;19;16;15;25;4;11;1191
"310460 ASTOLFO DUTRA";13;20;25;20;35;18;13;23;11;4;4;2;3;5;1;2;1;3;2;1;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;14;-;-;230
"310470 ATALEIA";1;-;2;-;-;9;5;22;24;15;16;3;5;4;7;2;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;2;-;-;-;1;-;-;-;-;-;126
"310480 AUGUSTO DE LIMA";1;3;12;23;37;34;44;60;78;52;63;21;-;-;-;7;12;12;10;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;475
"310490 BAEPENDI";2;-;2;3;2;9;36;30;91;96;100;102;56;65;62;63;67;67;62;64;17;8;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1012
"310500 BALDIM";13;29;61;127;73;61;36;60;96;76;42;3;2;2;2;16;6;1;6;6;1;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;6;6;740
"310510 BAMBUI";1;5;16;21;30;30;62;64;63;37;11;8;3;3;10;6;5;1;3;3;8;4;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;399
"310520 BANDEIRA";1;-;-;1;-;1;1;1;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;1;1;1;1;17
"310530 BANDEIRA DO SUL";-;-;-;-;-;2;7;8;11;12;8;3;-;-;-;2;1;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59
"310540 BARAO DE COCAIS";197;355;347;291;60;62;24;256;312;235;49;31;42;52;62;79;59;43;33;32;23;26;26;51;13;6;6;4;1;-;-;3;1;2;-;-;-;1;-;-;-;-;1;3;5;-;4;10;10;16;47;66;2946
"310550 BARAO DE MONTE ALTO";37;31;37;37;30;10;11;10;15;17;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5;1;265
"310560 BARBACENA";25;24;66;114;183;274;344;385;511;416;107;23;17;12;10;12;13;20;27;12;10;6;3;1;3;-;-;2;-;1;-;-;3;-;-;-;-;-;2;1;-;-;2;-;3;2;4;2;-;2;1;2;2645
"310570 BARRA LONGA";2;4;4;6;8;5;26;14;24;53;34;52;46;19;24;24;28;26;8;5;3;9;2;5;4;2;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;439
"310590 BARROSO";119;141;190;221;200;303;13;2;2;4;2;-;1;7;3;4;1;-;7;6;5;13;6;2;1;-;-;1;-;-;-;-;1;3;1;1;1;-;-;2;-;1;-;-;1;-;7;8;25;42;34;85;1466
"310600 BELA VISTA DE MINAS";3;1;4;19;55;165;156;176;260;174;46;17;19;18;21;5;11;10;12;8;8;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1193
"310610 BELMIRO BRAGA";-;1;1;1;-;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"310620 BELO HORIZONTE";2258;3134;4680;8307;12849;15883;17046;20975;16900;11454;4938;1646;1420;1430;2089;1768;1497;1484;1365;1089;590;577;460;359;280;172;118;140;145;115;112;115;116;107;112;100;117;144;136;142;129;161;140;137;177;179;226;266;324;418;623;520;139669
"310630 BELO ORIENTE";47;151;203;292;421;397;333;285;135;91;73;34;3;4;9;5;7;7;15;20;4;7;2;-;2;2;-;2;-;2;-;1;1;2;-;1;-;4;-;3;4;-;1;-;4;-;2;7;8;10;7;3;2611
"310640 BELO VALE";1;2;3;23;28;34;31;64;100;95;59;18;2;3;2;4;2;1;-;-;1;-;-;1;-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;-;1;-;-;1;1;-;483
"310650 BERILO";29;20;44;25;20;24;20;17;24;25;8;5;10;8;9;8;7;4;5;2;4;2;-;5;-;1;4;2;3;2;-;-;1;1;-;1;2;4;1;2;5;8;8;10;8;4;7;2;1;2;12;6;422
"310660 BERTOPOLIS";-;-;-;-;1;2;1;3;9;15;17;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"310665 BERIZAL";-;-;-;1;-;1;-;1;-;5;9;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;23
"310670 BETIM";502;762;2121;3842;3704;3259;2572;1875;1684;1761;1688;1151;608;650;882;801;728;823;661;548;386;311;179;172;161;90;73;56;32;28;36;30;35;19;33;27;42;32;35;38;29;25;56;96;86;61;125;107;95;177;149;111;33554
"310690 BICAS";2;-;1;11;28;17;36;80;78;72;54;23;17;35;31;29;23;22;31;31;25;12;7;6;3;3;1;-;1;-;-;-;1;2;1;5;4;-;2;-;-;-;-;1;-;1;1;-;-;-;-;-;697
"310700 BIQUINHAS";1;3;6;22;29;46;40;58;43;35;33;21;24;6;11;11;3;1;-;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;401
"310710 BOA ESPERANCA";1;5;12;44;45;69;125;152;199;168;225;93;61;106;146;124;104;100;99;71;28;17;23;4;7;2;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2034
"310720 BOCAINA DE MINAS";-;-;-;1;-;1;-;1;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"310730 BOCAIUVA";311;275;300;233;228;246;212;240;272;211;171;142;56;40;54;48;47;51;64;48;42;45;32;37;25;13;11;8;14;20;13;30;27;17;27;12;21;13;12;31;31;59;96;95;91;171;244;342;463;353;117;24;5785
"310740 BOM DESPACHO";120;107;180;232;273;202;178;148;164;71;50;110;84;58;62;28;12;18;22;25;22;30;13;12;2;8;6;8;7;8;1;3;1;1;-;1;4;2;-;-;2;1;5;19;23;43;46;41;33;22;22;11;2541
"310750 BOM JARDIM DE MINAS";-;-;-;2;6;5;3;14;23;23;14;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;103
"310760 BOM JESUS DA PENHA";1;-;1;-;3;4;3;5;10;14;20;18;17;7;11;8;4;4;1;7;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;144
"310770 BOM JESUS DO AMPARO";-;2;4;4;12;27;34;41;40;51;69;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;307
"310780 BOM JESUS DO GALHO";12;12;34;36;23;15;12;21;34;17;8;5;3;-;1;1;5;6;5;2;5;2;6;3;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;275
"310790 BOM REPOUSO";-;1;-;-;-;1;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"310800 BOM SUCESSO";8;7;12;26;49;80;84;126;158;221;42;33;31;22;45;24;23;16;25;11;6;5;-;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;3;2;1068
"310810 BONFIM";5;3;10;9;20;39;40;26;40;32;25;17;5;4;8;9;6;11;17;6;5;4;3;2;2;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;3;360
"310820 BONFINOPOLIS DE MINAS";5;7;5;17;17;14;34;54;15;8;15;26;25;34;69;64;31;14;8;14;18;8;6;14;1;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;528
"310825 BONITO DE MINAS";25;41;39;40;61;41;46;36;50;82;27;6;12;12;9;5;9;7;1;2;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;3;5;14;10;27;21;641
"310830 BORDA DA MATA";5;2;11;9;13;19;20;18;20;32;58;21;2;-;1;3;2;1;1;1;1;1;1;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;250
"310840 BOTELHOS";-;-;3;13;8;17;22;20;19;39;35;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;188
"310850 BOTUMIRIM";3;4;9;36;30;41;34;56;53;63;62;20;8;5;11;3;1;3;1;1;4;1;3;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;457
"310855 BRASILANDIA DE MINAS";6;5;10;15;18;49;53;74;85;98;80;84;59;43;29;31;14;10;6;9;4;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;788
"310860 BRASILIA DE MINAS";40;76;105;152;286;335;347;305;231;169;132;35;8;12;5;6;12;5;2;7;5;3;5;5;1;1;1;3;1;-;-;1;-;1;1;-;-;-;-;1;-;1;2;-;6;4;6;6;4;9;9;18;2364
"310870 BRAS PIRES";-;1;4;5;4;11;4;9;3;9;7;8;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;69
"310880 BRAUNAS";1;2;4;9;11;10;1;-;1;1;2;3;2;2;1;2;1;1;3;1;-;3;3;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;70
"310890 BRAZOPOLIS";1;1;3;4;6;17;22;23;20;25;17;13;1;1;4;-;1;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;164
"310900 BRUMADINHO";185;248;402;486;903;1049;1088;1174;580;468;162;44;41;40;55;54;57;70;71;44;35;26;20;8;12;11;8;8;6;18;6;13;7;6;9;7;7;5;7;16;15;10;10;15;11;8;22;15;23;48;85;77;7795
"310910 BUENO BRANDAO";1;-;1;5;3;5;3;3;7;14;7;1;-;3;-;-;1;1;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59
"310920 BUENOPOLIS";6;12;32;49;75;58;68;104;63;19;14;3;3;2;1;5;6;2;1;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;530
"310925 BUGRE";5;4;27;28;44;42;22;29;25;15;27;24;12;11;9;-;6;8;3;3;4;1;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;1;1;1;-;359
"310930 BURITIS";63;60;78;77;148;130;267;318;416;187;156;35;24;29;34;22;27;63;36;51;21;22;32;30;16;17;11;6;16;5;2;2;4;2;1;1;3;2;5;3;3;9;15;21;39;48;58;69;58;83;108;28;2961
"310940 BURITIZEIRO";2;3;5;18;45;80;97;131;194;241;193;123;134;74;36;50;37;16;15;14;8;8;1;4;2;4;-;-;2;-;1;-;-;3;-;-;-;-;-;1;-;-;-;-;1;-;4;2;2;-;-;-;1551
"310945 CABECEIRA GRANDE";14;9;9;14;17;16;33;11;11;24;7;12;9;18;22;33;17;24;24;26;22;19;20;10;15;3;1;1;2;5;1;-;1;4;1;1;2;-;1;-;-;1;-;7;8;12;16;5;1;1;2;2;514
"310950 CABO VERDE";16;5;4;16;18;15;7;10;12;11;14;6;1;1;2;1;3;-;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;149
"310960 CACHOEIRA DA PRATA";1;5;10;20;19;31;26;13;-;1;1;-;-;1;8;6;5;5;1;1;-;1;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;1;5;2;2;1;-;-;174
"310970 CACHOEIRA DE MINAS";-;-;-;2;2;3;8;12;19;68;117;83;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;315
