2012
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"312870 GUAXUPE";-;2;8;70;228;144;53;7;2;-;-;1;-;515
"312880 GUIDOVAL";-;5;57;92;125;33;2;1;-;3;1;1;-;320
"312890 GUIMARANIA";-;-;-;1;5;-;-;1;-;1;-;1;-;9
"312900 GUIRICEMA";-;4;31;153;133;9;5;-;1;-;-;-;-;336
"312910 GURINHATA";-;6;46;117;47;18;8;5;1;-;1;6;8;263
"312920 HELIODORA";-;1;1;-;1;-;-;-;-;-;-;-;-;3
"312930 IAPU";-;15;8;46;4;-;-;-;-;-;-;-;-;73
"312940 IBERTIOGA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"312950 IBIA";-;2;5;70;159;43;11;2;4;-;1;-;1;298
"312960 IBIAI";-;294;97;68;3;1;3;-;-;-;-;9;11;486
"312965 IBIRACATU";-;3;4;21;26;12;11;1;-;-;-;-;-;78
"312970 IBIRACI";-;-;-;-;4;1;-;-;-;-;-;-;-;5
"312980 IBIRITE";-;16;184;534;1100;105;2;1;-;-;-;-;3;1945
"313000 IBITURUNA";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"313005 ICARAI DE MINAS";-;3;24;55;4;1;1;-;-;1;-;-;-;89
"313010 IGARAPE";-;2;80;594;300;60;15;11;-;-;-;3;-;1065
"313020 IGARATINGA";-;7;13;90;95;17;8;3;2;4;-;3;5;247
"313030 IGUATAMA";-;4;1;5;6;-;3;3;2;-;-;-;-;24
"313040 IJACI";-;-;1;1;4;-;-;-;-;-;-;-;-;6
"313050 ILICINEA";-;-;1;3;9;-;-;-;-;-;-;-;1;14
"313055 IMBE DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313060 INCONFIDENTES";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313065 INDAIABIRA";-;2;4;9;2;4;1;-;-;-;-;-;1;23
"313070 INDIANOPOLIS";-;-;-;4;4;2;-;-;-;-;-;-;-;10
"313090 INHAPIM";-;134;24;4;-;-;-;-;-;-;-;-;19;181
"313100 INHAUMA";-;6;22;72;22;22;7;-;-;-;-;2;1;154
"313110 INIMUTABA";-;8;38;76;46;20;8;1;1;-;-;-;-;198
"313115 IPABA";-;264;31;48;25;10;3;2;2;1;-;-;4;390
"313120 IPANEMA";-;682;269;184;90;34;11;43;28;14;13;64;438;1870
"313130 IPATINGA";-;5359;3608;1615;686;426;366;186;92;71;105;231;1297;14042
"313140 IPIACU";-;3;19;167;207;108;56;1;1;1;-;-;1;564
"313150 IPUIUNA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"313160 IRAI DE MINAS";-;4;1;1;5;-;-;1;-;-;-;-;-;12
"313170 ITABIRA";-;49;95;360;456;176;72;14;1;3;5;5;9;1245
"313180 ITABIRINHA";-;-;21;37;2;1;3;-;-;1;-;1;2;68
"313190 ITABIRITO";-;4;6;24;14;3;1;-;-;-;-;1;2;55
"313200 ITACAMBIRA";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"313210 ITACARAMBI";-;24;97;76;11;2;1;-;-;-;-;-;-;211
"313220 ITAGUARA";-;-;7;45;73;20;2;-;-;2;1;1;2;153
"313230 ITAIPE";-;1;2;7;13;-;1;-;-;-;-;-;-;24
"313240 ITAJUBA";-;1;2;8;5;-;2;-;-;-;-;-;-;18
"313250 ITAMARANDIBA";-;-;7;9;30;8;3;-;-;-;-;-;-;57
"313260 ITAMARATI DE MINAS";-;2;1;10;4;1;-;-;-;-;-;-;-;18
"313270 ITAMBACURI";-;106;355;554;363;199;104;38;33;28;8;-;-;1788
"313290 ITAMOGI";-;-;-;2;1;-;-;-;-;-;-;-;-;3
"313300 ITAMONTE";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"313310 ITANHANDU";-;-;2;8;5;-;-;-;-;-;-;-;-;15
"313320 ITANHOMI";-;137;184;80;7;4;-;1;-;1;-;3;25;442
"313330 ITAOBIM";-;8;305;180;32;4;1;-;-;-;-;1;-;531
"313340 ITAPAGIPE";-;5;10;82;110;135;21;17;4;-;2;-;7;393
"313350 ITAPECERICA";-;2;10;83;100;31;10;2;-;-;1;2;-;241
"313360 ITAPEVA";-;-;1;-;2;1;-;-;-;-;-;-;-;4
"313370 ITATIAIUCU";-;-;1;5;19;3;-;-;1;-;-;-;-;29
"313375 ITAU DE MINAS";-;2;17;72;42;19;4;-;-;-;-;2;1;159
"313380 ITAUNA";-;24;128;926;1704;813;244;28;2;1;2;2;4;3878
"313400 ITINGA";-;15;3;14;1;-;-;-;-;-;-;-;3;36
"313410 ITUETA";-;16;52;44;6;6;1;-;1;-;-;1;1;128
"313420 ITUIUTABA";-;667;1406;542;365;164;75;21;15;7;7;10;143;3422
"313430 ITUMIRIM";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313440 ITURAMA";-;197;247;139;56;19;13;2;6;-;3;16;49;747
"313450 ITUTINGA";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"313460 JABOTICATUBAS";-;2;12;143;141;42;14;1;1;5;10;11;22;404
"313470 JACINTO";-;4;15;53;26;2;-;-;-;-;-;-;-;100
"313480 JACUI";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"313500 JAGUARACU";-;71;52;23;-;-;-;-;1;-;-;-;-;147
"313505 JAIBA";-;75;381;31;8;-;-;-;-;-;1;4;4;504
"313507 JAMPRUCA";-;4;8;50;23;5;5;-;1;-;-;-;-;96
"313510 JANAUBA";-;327;1135;461;196;78;16;12;16;1;4;9;17;2272
"313520 JANUARIA";-;246;478;217;65;14;4;1;12;2;3;4;4;1050
"313530 JAPARAIBA";-;-;3;13;14;4;2;-;-;-;-;-;-;36
"313535 JAPONVAR";-;9;32;22;10;2;-;-;-;-;-;-;2;77
"313540 JECEABA";-;-;-;4;-;-;-;-;-;-;-;-;-;4
"313545 JENIPAPO DE MINAS";-;37;32;19;1;1;1;-;1;-;-;-;2;94
"313550 JEQUERI";-;1;1;2;5;1;-;-;-;-;-;-;-;10
"313560 JEQUITAI";-;276;191;15;16;6;1;-;2;1;6;15;207;736
"313570 JEQUITIBA";-;1;1;20;5;3;-;-;-;-;-;-;-;30
"313580 JEQUITINHONHA";-;7;41;158;31;6;-;-;-;-;-;-;-;243
"313600 JOAIMA";-;5;73;100;9;3;1;-;-;-;-;-;1;192
"313610 JOANESIA";-;24;20;5;6;2;4;-;-;-;-;1;4;66
"313620 JOAO MONLEVADE";-;36;211;1024;659;52;9;6;1;4;1;3;10;2016
"313630 JOAO PINHEIRO";-;5;6;41;113;207;134;24;4;-;5;-;2;541
"313640 JOAQUIM FELICIO";-;2;15;72;11;1;-;-;2;-;-;-;-;103
"313650 JORDANIA";-;6;18;19;13;2;-;-;-;-;1;-;3;62
"313652 JOSE GONCALVES DE MINAS";-;8;-;2;-;-;-;-;-;-;-;-;-;10
"313657 JOSENOPOLIS";-;34;50;22;2;2;-;-;-;-;-;-;2;112
"313660 NOVA UNIAO";-;1;-;2;15;3;1;-;-;-;-;-;-;22
"313665 JUATUBA";-;4;33;124;82;8;5;1;-;-;-;-;1;258
"313670 JUIZ DE FORA";-;77;305;1422;2614;968;95;10;10;10;10;11;18;5550
"313680 JURAMENTO";-;5;7;2;4;2;-;-;-;-;-;1;1;22
"313690 JURUAIA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"313695 JUVENILIA";-;42;19;9;6;1;-;1;-;-;-;10;54;142
"313700 LADAINHA";-;-;6;5;3;5;2;1;-;-;-;-;-;22
"313710 LAGAMAR";-;1;3;11;5;1;-;-;-;-;-;-;-;21
"313720 LAGOA DA PRATA";-;1;7;67;52;20;2;1;-;-;-;1;-;151
"313730 LAGOA DOS PATOS";-;13;29;18;2;-;-;-;-;-;-;-;2;64
"313740 LAGOA DOURADA";-;-;-;1;2;-;-;1;-;-;1;-;-;5
"313750 LAGOA FORMOSA";-;-;5;18;23;20;-;5;3;5;3;2;1;85
"313753 LAGOA GRANDE";-;-;-;-;5;8;1;1;-;1;2;-;-;18
"313760 LAGOA SANTA";-;16;81;664;900;204;42;5;2;-;-;12;6;1932
"313770 LAJINHA";-;3;13;85;89;20;11;4;2;-;-;2;-;229
"313780 LAMBARI";-;1;1;6;2;-;-;-;-;-;-;-;-;10
"313800 LARANJAL";-;2;4;12;35;16;1;-;-;-;-;-;-;70
"313810 LASSANCE";-;27;277;283;161;23;4;-;3;-;2;10;17;807
"313820 LAVRAS";-;4;9;71;166;46;12;3;1;-;-;-;1;313
"313830 LEANDRO FERREIRA";-;-;3;5;16;10;3;1;-;-;1;-;-;39
"313835 LEME DO PRADO";-;1;34;102;25;5;4;-;-;-;1;-;-;172
"313840 LEOPOLDINA";-;857;1114;622;112;27;8;3;2;-;1;4;37;2787
"313860 LIMA DUARTE";-;-;-;1;4;3;-;-;-;-;-;-;-;8
"313862 LIMEIRA DO OESTE";-;-;18;23;29;14;3;5;-;-;-;1;1;94
"313865 LONTRA";-;-;-;17;5;2;1;-;1;-;-;-;-;26
"313867 LUISBURGO";-;-;-;10;1;-;1;1;-;-;-;-;-;13
"313868 LUISLANDIA";-;5;6;10;12;7;-;-;-;-;-;-;-;40
"313880 LUZ";-;5;56;748;611;143;23;6;8;16;3;3;7;1629
"313890 MACHACALIS";-;34;115;300;63;20;6;4;-;-;-;2;1;545
"313900 MACHADO";-;2;1;15;19;15;6;-;-;-;1;-;2;61
"313920 MALACACHETA";-;164;203;252;85;31;21;1;1;2;2;3;9;774
"313925 MAMONAS";-;26;37;38;22;19;6;-;2;1;-;1;3;155
"313930 MANGA";-;25;183;101;20;6;6;3;-;-;1;1;2;348
"313940 MANHUACU";-;87;419;937;591;126;23;8;3;5;2;10;10;2221
"313950 MANHUMIRIM";-;4;102;287;161;33;2;2;-;-;-;-;-;591
"313960 MANTENA";-;53;121;247;293;88;2;2;-;3;1;1;19;830
"313970 MARAVILHAS";-;4;9;27;9;-;-;-;-;-;-;-;-;49
"313980 MAR DE ESPANHA";-;3;4;32;51;25;3;-;1;-;-;-;-;119
"314000 MARIANA";-;10;15;77;143;35;3;1;-;1;3;-;2;290
"314010 MARILAC";-;14;61;42;17;8;2;-;1;-;-;-;1;146
"314015 MARIO CAMPOS";-;1;4;58;87;31;3;-;-;-;-;-;-;184
"314020 MARIPA DE MINAS";-;-;1;2;5;1;-;-;-;-;-;-;-;9
"314030 MARLIERIA";-;48;2;-;1;-;-;-;-;-;-;-;3;54
"314050 MARTINHO CAMPOS";-;53;54;85;38;16;7;8;7;3;1;2;19;293
"314053 MARTINS SOARES";-;12;49;76;13;-;-;-;-;-;-;1;1;152
"314055 MATA VERDE";-;5;5;28;16;2;-;1;1;-;-;-;-;58
"314060 MATERLANDIA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"314070 MATEUS LEME";-;2;8;74;130;36;16;2;1;1;-;1;3;274
"314080 MATIAS BARBOSA";-;1;6;20;28;5;2;-;1;-;-;-;-;63
"314085 MATIAS CARDOSO";-;4;26;57;64;41;6;1;1;-;-;-;1;201
"314090 MATIPO";-;3;16;95;19;6;1;-;-;1;-;2;-;143
"314100 MATO VERDE";-;116;143;102;29;5;-;1;-;-;-;-;-;396
"314110 MATOZINHOS";-;87;331;973;555;118;18;2;1;-;-;-;7;2092
"314120 MATUTINA";-;-;-;3;7;-;-;-;-;-;-;-;-;10
"314140 MEDINA";-;8;42;266;98;3;-;-;-;1;1;-;4;423
"314150 MENDES PIMENTEL";-;-;1;23;9;1;3;1;1;-;-;-;-;39
"314160 MERCES";-;1;-;1;2;1;-;-;-;-;-;1;-;6
"314170 MESQUITA";-;61;37;21;-;-;-;-;1;-;-;-;3;123
"314180 MINAS NOVAS";-;21;22;62;46;-;-;-;-;-;-;-;-;151
"314190 MINDURI";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"314200 MIRABELA";-;2;47;186;97;9;-;-;-;-;-;-;-;341
"314210 MIRADOURO";-;1;30;75;21;-;-;-;-;-;-;-;-;127
"314220 MIRAI";-;1;31;135;178;13;5;-;-;-;-;-;1;364
"314225 MIRAVANIA";-;2;-;1;1;1;-;1;-;-;-;-;-;6
"314230 MOEDA";-;1;-;2;11;6;-;-;-;-;-;-;-;20
"314240 MOEMA";-;1;10;10;20;5;-;-;-;-;-;-;-;46
"314250 MONJOLOS";-;-;2;7;13;8;1;1;1;-;-;1;-;34
"314260 MONSENHOR PAULO";-;-;1;2;11;6;1;-;-;-;-;-;-;21
"314270 MONTALVANIA";-;50;188;280;112;42;37;11;11;4;8;9;29;781
"314280 MONTE ALEGRE DE MINAS";-;117;96;65;22;5;5;1;-;-;2;13;105;431
"314290 MONTE AZUL";-;155;111;47;22;12;12;9;13;4;1;4;46;436
"314310 MONTE CARMELO";-;9;50;218;188;78;40;13;4;4;1;1;2;608
"314315 MONTE FORMOSO";-;-;1;75;9;-;-;-;-;-;-;-;-;85
"314320 MONTE SANTO DE MINAS";-;1;-;2;4;7;2;1;-;-;-;1;1;19
"314330 MONTES CLAROS";-;2155;1443;864;609;318;98;59;29;23;25;46;568;6237
"314340 MONTE SIAO";-;1;-;2;-;-;-;-;-;1;-;-;-;4
"314345 MONTEZUMA";-;-;-;1;8;-;-;-;-;-;-;-;-;9
"314350 MORADA NOVA DE MINAS";-;-;5;8;7;5;1;-;1;2;13;48;76;166
"314360 MORRO DA GARCA";-;-;1;8;9;-;-;-;-;-;-;-;-;18
"314390 MURIAE";-;62;298;455;24;15;14;5;2;1;1;7;12;896
"314400 MUTUM";-;30;16;18;12;5;4;-;-;-;-;-;1;86
"314410 MUZAMBINHO";-;1;-;3;-;-;-;1;-;-;-;-;-;5
"314420 NACIP RAYDAN";-;3;6;32;14;2;-;-;-;-;1;-;-;58
"314430 NANUQUE";-;54;201;148;33;16;2;1;3;1;-;1;11;471
"314435 NAQUE";-;111;99;39;5;6;1;-;-;-;-;-;-;261
"314437 NATALANDIA";-;-;11;5;5;1;-;-;1;4;11;12;3;53
"314450 NAZARENO";-;-;3;6;6;-;-;-;-;-;-;-;-;15
"314460 NEPOMUCENO";-;-;-;5;2;3;1;-;-;-;-;-;-;11
"314465 NINHEIRA";-;7;15;39;47;14;1;1;-;-;1;1;-;126
"314467 NOVA BELEM";-;4;9;15;24;1;-;-;-;-;-;-;-;53
"314470 NOVA ERA";-;31;86;59;8;1;-;1;-;-;-;2;39;227
"314480 NOVA LIMA";-;30;87;302;251;48;12;5;5;1;8;9;8;766
"314490 NOVA MODICA";-;-;1;8;1;-;-;-;-;-;-;-;-;10
"314500 NOVA PONTE";-;8;25;25;1;6;1;-;-;-;-;-;2;68
"314505 NOVA PORTEIRINHA";-;76;104;50;42;17;4;1;1;-;1;-;6;302
"314510 NOVA RESENDE";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"314520 NOVA SERRANA";-;39;236;914;1217;774;325;47;20;12;20;16;5;3625
"314530 NOVO CRUZEIRO";-;14;60;92;101;20;9;1;3;-;1;11;7;319
"314535 NOVO ORIENTE DE MINAS";-;18;63;79;50;3;2;1;-;-;-;-;-;216
"314537 NOVORIZONTE";-;2;-;3;23;10;3;6;-;-;-;-;-;47
"314545 OLHOS-D'AGUA";-;-;6;21;12;-;-;-;-;-;-;-;-;39
"314560 OLIVEIRA";-;1;9;31;95;36;8;2;2;-;-;1;3;188
"314580 ONCA DE PITANGUI";-;-;-;-;2;1;1;-;-;-;-;-;-;4
"314585 ORATORIOS";-;1;1;4;3;1;-;-;-;-;-;-;-;10
"314587 ORIZANIA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"314590 OURO BRANCO";-;32;8;17;5;5;-;-;-;-;-;-;1;68
"314600 OURO FINO";-;3;-;-;-;1;-;-;-;-;-;-;-;4
"314610 OURO PRETO";-;4;21;29;45;14;2;-;1;-;-;-;1;117
"314620 OURO VERDE DE MINAS";-;-;1;10;7;4;-;1;-;-;-;-;-;23
"314625 PADRE CARVALHO";-;6;76;104;9;1;1;5;1;-;-;-;1;204
"314630 PADRE PARAISO";-;1;51;170;112;32;5;2;3;1;1;-;1;379
"314640 PAINEIRAS";-;-;1;26;52;17;30;4;-;1;-;-;1;132
"314650 PAINS";-;2;2;5;11;13;3;4;1;2;-;1;-;44
"314655 PAI PEDRO";-;-;5;3;-;-;1;-;-;-;-;-;-;9
"314670 PALMA";-;39;145;142;36;-;-;1;-;-;-;-;2;365
"314675 PALMOPOLIS";-;-;-;10;13;14;-;-;-;-;-;-;-;37
"314690 PAPAGAIOS";-;2;5;99;80;41;-;-;1;-;1;-;-;229
"314700 PARACATU";-;15;65;195;223;175;146;100;22;25;33;11;28;1038
"314710 PARA DE MINAS";-;9;53;578;1212;216;68;5;3;1;-;1;2;2148
"314720 PARAGUACU";-;1;-;2;3;1;-;-;-;-;-;-;1;8
"314730 PARAISOPOLIS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"314740 PARAOPEBA";-;54;227;710;517;31;5;-;2;-;2;3;5;1556
"314760 PASSA QUATRO";-;4;-;8;7;3;-;-;-;-;-;-;-;22
"314770 PASSA TEMPO";-;-;1;6;6;3;-;-;-;-;1;1;1;19
"314780 PASSA-VINTE";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"314790 PASSOS";-;6;21;128;330;215;87;19;12;7;2;4;13;844
"314795 PATIS";-;-;4;29;13;1;-;-;-;-;-;-;-;47
"314800 PATOS DE MINAS";-;19;80;447;894;359;216;97;36;25;42;7;8;2230
"314810 PATROCINIO";-;3;15;27;77;43;32;6;3;1;1;-;3;211
"314820 PATROCINIO DO MURIAE";-;2;20;23;-;1;1;-;-;-;-;-;-;47
"314830 PAULA CANDIDO";-;-;-;2;1;-;-;-;-;-;-;-;-;3
"314840 PAULISTAS";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"314850 PAVAO";-;63;37;40;15;4;1;-;-;15;17;5;34;231
"314860 PECANHA";-;1;3;9;5;2;2;2;-;-;-;-;-;24
"314870 PEDRA AZUL";-;1;51;223;133;25;2;-;1;1;1;-;1;439
"314875 PEDRA BONITA";-;-;-;3;1;-;-;-;-;-;-;-;-;4
"314880 PEDRA DO ANTA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"314890 PEDRA DO INDAIA";-;1;-;1;4;1;1;-;-;-;-;-;-;8
"314900 PEDRA DOURADA";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"314910 PEDRALVA";-;-;-;2;2;-;-;-;-;-;-;-;-;4
"314915 PEDRAS DE MARIA DA CRUZ";-;28;26;3;6;1;1;-;-;-;-;-;1;66
"314920 PEDRINOPOLIS";-;1;3;2;8;8;1;-;-;-;1;1;1;26
"314930 PEDRO LEOPOLDO";-;61;413;871;415;71;6;1;-;-;1;1;6;1846
"314950 PEQUERI";-;-;2;10;11;2;-;-;-;-;-;-;-;25
"314960 PEQUI";-;-;2;33;63;48;31;7;1;2;-;-;-;187
"314970 PERDIGAO";-;-;2;14;73;41;10;3;10;1;1;2;1;158
"314980 PERDIZES";-;-;2;7;23;6;4;-;-;1;-;-;-;43
"314990 PERDOES";-;1;1;2;6;7;-;1;-;-;-;-;-;18
"314995 PERIQUITO";-;108;13;7;4;-;1;1;2;1;-;-;59;196
"315000 PESCADOR";-;6;18;59;46;16;2;3;4;9;11;15;11;200
"315010 PIAU";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315015 PIEDADE DE CARATINGA";-;11;13;19;19;7;6;-;2;1;-;1;-;79
"315020 PIEDADE DE PONTE NOVA";-;1;5;8;-;-;-;-;-;-;-;-;-;14
"315040 PIEDADE DOS GERAIS";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"315050 PIMENTA";-;-;-;-;5;4;1;1;1;-;2;1;4;19
"315053 PINGO-D'AGUA";-;51;74;46;19;14;32;18;5;-;1;-;1;261
"315057 PINTOPOLIS";-;4;39;110;89;36;3;-;-;1;-;-;1;283
"315060 PIRACEMA";-;-;1;13;9;1;-;-;-;-;-;1;-;25
"315070 PIRAJUBA";-;8;16;110;147;31;19;2;3;-;1;1;-;338
"315110 PIRAPETINGA";-;97;23;13;-;1;-;-;-;-;-;8;19;161
"315120 PIRAPORA";-;459;828;467;99;51;15;1;-;1;-;6;58;1985
"315130 PIRAUBA";-;5;4;27;46;8;1;-;-;-;-;-;-;91
"315140 PITANGUI";-;4;56;664;608;95;5;1;-;1;-;1;-;1435
"315150 PIUMHI";-;3;11;88;137;64;37;8;2;-;1;1;-;352
"315160 PLANURA";-;6;35;106;41;13;3;1;-;-;-;-;-;205
"315170 POCO FUNDO";-;2;-;2;1;-;-;-;-;-;-;-;-;5
"315180 POCOS DE CALDAS";-;1;2;6;1;-;-;-;-;-;-;-;-;10
"315190 POCRANE";-;307;117;57;15;3;-;-;-;-;3;-;39;541
"315200 POMPEU";-;15;92;494;553;188;60;9;6;2;2;8;10;1439
"315210 PONTE NOVA";-;130;369;823;520;90;44;7;4;-;3;5;16;2011
"315213 PONTO CHIQUE";-;23;35;25;1;-;-;-;-;-;-;-;-;84
"315217 PONTO DOS VOLANTES";-;5;7;3;39;15;2;7;2;-;-;-;1;81
"315220 PORTEIRINHA";-;16;115;116;30;3;2;-;1;1;-;-;2;286
"315230 PORTO FIRME";-;-;-;2;6;10;2;2;-;-;-;-;-;22
"315240 POTE";-;11;9;44;16;8;-;-;-;3;1;-;1;93
"315250 POUSO ALEGRE";-;8;6;7;10;1;2;-;-;-;-;1;4;39
"315270 PRADOS";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"315280 PRATA";-;33;73;236;176;38;11;2;-;-;2;1;-;572
"315290 PRATAPOLIS";-;-;-;3;10;3;-;-;-;-;-;-;1;17
"315300 PRATINHA";-;1;1;1;2;-;-;-;-;-;-;-;-;5
"315320 PRESIDENTE JUSCELINO";-;1;2;14;6;3;-;1;-;-;-;1;-;28
"315330 PRESIDENTE KUBITSCHEK";-;-;-;1;2;-;1;-;-;-;-;-;-;4
"315340 PRESIDENTE OLEGARIO";-;-;2;28;53;36;11;-;1;1;-;-;-;132
"315350 ALTO JEQUITIBA";-;1;-;3;3;-;-;-;-;2;-;-;-;9
"315360 PRUDENTE DE MORAIS";-;-;23;35;15;5;-;-;-;-;-;-;1;79
"315370 QUARTEL GERAL";-;-;1;13;10;12;4;1;-;-;-;-;-;41
"315380 QUELUZITO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"315390 RAPOSOS";-;-;3;34;55;8;1;-;-;-;-;-;1;102
"315400 RAUL SOARES";-;55;221;389;163;30;2;1;-;-;-;-;2;863
"315410 RECREIO";-;11;18;9;4;-;-;-;-;-;-;-;-;42
"315415 REDUTO";-;-;2;9;8;1;-;-;-;-;-;-;-;20
"315430 RESPLENDOR";-;65;96;152;96;20;4;2;1;1;2;2;7;448
"315445 RIACHINHO";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"315450 RIACHO DOS MACHADOS";-;1;2;19;43;6;1;-;-;-;-;1;-;73
"315460 RIBEIRAO DAS NEVES";-;77;1024;4600;4124;665;124;10;2;1;1;4;8;10640
"315470 RIBEIRAO VERMELHO";-;-;-;2;2;-;-;-;-;1;-;-;-;5
"315480 RIO ACIMA";-;-;-;7;4;-;-;-;-;-;1;-;-;12
"315490 RIO CASCA";-;11;53;152;135;24;5;3;1;1;-;-;-;385
"315500 RIO DOCE";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"315510 RIO DO PRADO";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"315530 RIO MANSO";-;-;1;11;14;2;7;-;-;-;-;-;-;35
"315540 RIO NOVO";-;-;4;22;51;16;3;-;-;-;-;-;-;96
"315550 RIO PARANAIBA";-;-;-;5;13;20;11;9;4;6;-;-;-;68
"315560 RIO PARDO DE MINAS";-;6;2;1;3;1;1;-;-;-;-;-;-;14
"315570 RIO PIRACICABA";-;-;1;3;23;1;1;-;1;-;-;-;-;30
"315580 RIO POMBA";-;1;4;22;29;15;1;-;-;-;-;-;3;75
"315590 RIO PRETO";-;-;5;14;4;2;-;-;-;-;-;-;-;25
"315600 RIO VERMELHO";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"315610 RITAPOLIS";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"315620 ROCHEDO DE MINAS";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"315630 RODEIRO";-;2;-;2;-;-;-;-;-;-;-;-;2;6
"315640 ROMARIA";-;-;2;4;3;1;-;-;-;-;-;-;-;10
"315645 ROSARIO DA LIMEIRA";-;-;-;5;1;-;1;-;-;-;-;-;-;7
"315650 RUBELITA";-;10;7;74;73;11;1;-;-;-;1;-;-;177
"315660 RUBIM";-;-;1;2;10;8;6;-;-;-;1;-;1;29
"315670 SABARA";-;18;156;1027;1652;128;31;2;4;3;8;7;32;3068
"315680 SABINOPOLIS";-;-;6;2;-;1;1;-;-;-;-;-;-;10
"315690 SACRAMENTO";-;20;85;212;243;149;56;14;4;4;5;3;2;797
"315700 SALINAS";-;119;322;37;72;12;2;3;4;1;-;3;7;582
"315710 SALTO DA DIVISA";-;4;3;13;4;-;-;1;4;-;2;-;-;31
"315720 SANTA BARBARA";-;9;12;10;23;9;6;1;-;-;-;-;-;70
"315725 SANTA BARBARA DO LESTE";-;1;1;7;13;6;-;-;-;-;-;-;-;28
"315730 SANTA BARBARA DO TUGURIO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"315733 SANTA CRUZ DE MINAS";-;-;-;5;8;1;-;-;-;-;-;-;-;14
"315737 SANTA CRUZ DE SALINAS";-;-;-;6;2;-;-;-;-;1;-;-;-;9
"315740 SANTA CRUZ DO ESCALVADO";-;1;1;5;5;-;-;-;-;-;-;-;-;12
"315750 SANTA EFIGENIA DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315760 SANTA FE DE MINAS";-;3;1;-;1;-;-;-;-;-;-;-;-;5
"315765 SANTA HELENA DE MINAS";-;8;7;7;1;-;-;-;2;-;-;-;-;25
"315770 SANTA JULIANA";-;7;8;24;42;10;2;2;-;-;-;1;3;99
"315780 SANTA LUZIA";-;26;715;1213;1241;31;20;-;1;1;2;10;8;3268
"315790 SANTA MARGARIDA";-;2;4;23;23;6;3;-;-;-;2;3;4;70
"315800 SANTA MARIA DE ITABIRA";-;-;1;15;45;5;-;-;-;-;-;-;-;66
"315810 SANTA MARIA DO SALTO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"315820 SANTA MARIA DO SUACUI";-;1;4;28;17;2;-;1;-;-;-;-;-;53
"315840 SANTANA DE CATAGUASES";-;-;2;14;-;3;-;-;-;-;-;-;-;19
"315850 SANTANA DE PIRAPAMA";-;2;51;63;28;-;-;-;-;-;-;-;-;144
"315860 SANTANA DO DESERTO";-;1;8;6;3;-;1;-;-;-;-;-;-;19
"315880 SANTANA DO JACARE";-;-;-;-;2;-;-;-;-;-;-;-;1;3
"315890 SANTANA DO MANHUACU";-;53;110;73;7;-;-;-;-;-;-;-;-;243
"315895 SANTANA DO PARAISO";-;254;97;27;8;3;1;-;-;-;5;-;18;413
"315900 SANTANA DO RIACHO";-;-;-;6;6;3;1;-;-;-;-;-;-;16
"315930 SANTA RITA DE JACUTINGA";-;-;-;1;2;-;-;-;-;-;-;-;-;3
"315935 SANTA RITA DE MINAS";-;6;8;68;28;10;1;2;-;-;-;-;-;123
"315940 SANTA RITA DE IBITIPOCA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"315950 SANTA RITA DO ITUETO";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"315960 SANTA RITA DO SAPUCAI";-;-;1;5;5;1;-;-;-;-;-;-;-;12
