2013
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"312247 DOM BOSCO";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"312250 DOM CAVATI";-;-;1;12;3;-;-;-;-;-;-;-;-;16
"312260 DOM JOAQUIM";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"312270 DOM SILVERIO";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"312280 DOM VICOSO";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"312290 DONA EUSEBIA";-;-;5;11;5;1;1;-;-;-;-;-;-;23
"312300 DORES DE CAMPOS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312320 DORES DO INDAIA";-;12;38;89;67;16;19;2;6;6;1;-;-;256
"312340 DORESOPOLIS";-;1;23;214;15;-;-;-;-;-;-;-;-;253
"312350 DOURADOQUARA";-;-;1;7;4;3;-;-;-;-;-;-;-;15
"312352 DURANDE";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"312360 ELOI MENDES";-;-;-;4;-;5;1;1;-;-;-;-;-;11
"312370 ENGENHEIRO CALDAS";-;48;45;23;15;2;-;-;1;-;1;-;2;137
"312380 ENGENHEIRO NAVARRO";-;2;29;118;47;10;3;-;-;-;-;-;-;209
"312385 ENTRE FOLHAS";-;10;7;6;3;2;3;1;-;-;-;-;-;32
"312390 ENTRE RIOS DE MINAS";-;-;1;4;1;3;-;-;-;-;-;-;-;9
"312400 ERVALIA";-;4;2;3;1;-;-;-;-;-;-;-;-;10
"312410 ESMERALDAS";-;5;24;343;334;56;14;4;1;4;1;5;1;792
"312420 ESPERA FELIZ";-;3;3;17;19;6;4;-;-;-;-;-;1;53
"312430 ESPINOSA";-;564;349;76;99;37;20;5;5;3;-;-;10;1168
"312450 ESTIVA";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"312460 ESTRELA DALVA";-;3;1;1;-;-;-;-;-;-;-;-;-;5
"312470 ESTRELA DO INDAIA";-;-;-;4;2;9;2;2;-;-;-;1;-;20
"312490 EUGENOPOLIS";-;1;5;30;13;4;3;-;-;-;-;-;-;56
"312500 EWBANK DA CAMARA";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"312520 FAMA";-;-;-;-;3;1;-;-;-;-;-;-;-;4
"312550 SAO GONCALO DO RIO PRETO";-;-;-;1;4;-;-;-;-;-;-;-;-;5
"312560 FELISBURGO";-;-;6;40;225;69;5;3;1;-;-;-;2;351
"312570 FELIXLANDIA";-;10;8;133;506;323;136;51;3;33;18;34;85;1340
"312580 FERNANDES TOURINHO";-;16;12;13;3;-;-;-;-;-;-;-;-;44
"312590 FERROS";-;-;-;92;15;24;2;1;-;-;-;2;-;136
"312595 FERVEDOURO";-;3;10;68;39;15;1;-;-;-;-;-;-;136
"312600 FLORESTAL";-;-;2;4;1;-;-;-;-;-;-;-;-;7
"312610 FORMIGA";-;10;53;235;208;40;4;1;1;-;-;3;1;556
"312630 FORTALEZA DE MINAS";-;-;-;8;38;10;-;-;-;-;-;-;-;56
"312640 FORTUNA DE MINAS";-;2;2;28;30;5;1;1;-;-;-;-;-;69
"312650 FRANCISCO BADARO";-;30;58;87;33;4;2;-;-;-;-;-;-;214
"312660 FRANCISCO DUMONT";-;4;18;49;28;2;-;-;-;1;2;1;4;109
"312670 FRANCISCO SA";-;93;300;376;89;24;8;5;2;1;-;-;-;898
"312675 FRANCISCOPOLIS";-;2;31;19;7;2;-;-;-;1;-;-;-;62
"312680 FREI GASPAR";-;4;7;27;6;-;-;-;-;-;-;-;-;44
"312690 FREI INOCENCIO";-;33;10;-;-;-;-;-;-;-;-;-;-;43
"312695 FREI LAGONEGRO";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"312700 FRONTEIRA";-;5;48;332;409;156;71;18;2;1;-;4;1;1047
"312705 FRONTEIRA DOS VALES";-;12;6;-;1;-;-;-;-;-;-;-;-;19
"312707 FRUTA DE LEITE";-;-;-;22;38;-;-;-;-;-;-;-;-;60
"312710 FRUTAL";-;55;243;1265;933;250;55;15;9;2;2;5;15;2849
"312720 FUNILANDIA";-;-;9;19;14;6;-;-;-;-;-;-;-;48
"312730 GALILEIA";-;21;11;16;14;-;1;-;-;-;1;-;-;64
"312733 GAMELEIRAS";-;6;7;10;1;-;-;-;-;-;-;-;-;24
"312735 GLAUCILANDIA";-;26;34;44;11;3;2;-;-;-;-;1;2;123
"312737 GOIABEIRA";-;5;13;-;-;-;-;-;-;-;-;-;-;18
"312738 GOIANA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312750 GONZAGA";-;-;-;8;7;-;-;-;-;-;-;-;-;15
"312760 GOUVEIA";-;5;5;19;10;-;-;-;-;-;-;-;-;39
"312770 GOVERNADOR VALADARES";-;886;1086;970;442;129;108;67;35;23;34;58;164;4002
"312780 GRAO MOGOL";-;13;14;58;16;3;2;1;-;-;1;-;-;108
"312790 GRUPIARA";-;-;1;1;2;3;-;-;-;-;-;-;-;7
"312800 GUANHAES";-;21;21;16;19;8;3;2;1;2;1;-;4;98
"312810 GUAPE";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"312825 GUARACIAMA";-;30;151;113;31;10;2;2;1;-;3;2;-;345
"312830 GUARANESIA";-;-;-;1;8;7;-;-;-;-;-;1;-;17
"312840 GUARANI";-;-;2;27;14;1;1;-;-;-;-;-;1;46
"312850 GUARARA";-;-;-;1;9;10;7;-;-;-;-;-;-;27
"312860 GUARDA-MOR";-;1;1;22;46;43;7;1;-;2;4;-;-;127
"312870 GUAXUPE";-;2;8;70;228;144;53;7;2;-;-;-;-;514
"312880 GUIDOVAL";-;4;57;89;107;23;1;-;-;-;-;-;-;281
"312890 GUIMARANIA";-;-;-;1;5;-;-;1;-;1;-;-;-;8
"312900 GUIRICEMA";-;4;30;151;132;5;4;-;-;-;-;-;-;326
"312910 GURINHATA";-;6;40;114;47;16;1;3;1;-;1;6;8;243
"312920 HELIODORA";-;1;1;-;1;-;-;-;-;-;-;-;-;3
"312930 IAPU";-;15;8;46;4;-;-;-;-;-;-;-;-;73
"312940 IBERTIOGA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"312950 IBIA";-;-;5;70;159;41;11;2;3;-;1;-;-;292
"312960 IBIAI";-;294;97;68;3;1;3;-;-;-;-;4;8;478
"312965 IBIRACATU";-;3;4;21;26;12;11;1;-;-;-;-;-;78
"312970 IBIRACI";-;-;-;-;4;1;-;-;-;-;-;-;-;5
"312980 IBIRITE";-;16;184;534;1097;104;1;-;-;-;-;-;2;1938
"313000 IBITURUNA";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"313005 ICARAI DE MINAS";-;3;24;53;4;-;-;-;-;-;-;-;-;84
"313010 IGARAPE";-;2;80;594;299;60;15;11;-;-;-;2;-;1063
"313020 IGARATINGA";-;1;13;90;94;17;6;3;2;2;-;-;5;233
"313030 IGUATAMA";-;4;1;4;6;-;3;3;2;-;-;-;-;23
"313040 IJACI";-;-;1;1;4;-;-;-;-;-;-;-;-;6
"313050 ILICINEA";-;-;1;3;9;-;-;-;-;-;-;-;1;14
"313055 IMBE DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313060 INCONFIDENTES";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313065 INDAIABIRA";-;2;4;9;2;4;1;-;-;-;-;-;1;23
"313070 INDIANOPOLIS";-;-;-;4;4;1;-;-;-;-;-;-;-;9
"313090 INHAPIM";-;133;16;-;-;-;-;-;-;-;-;-;12;161
"313100 INHAUMA";-;5;22;72;21;22;7;-;-;-;-;2;-;151
"313110 INIMUTABA";-;4;35;75;46;20;8;1;1;-;-;-;-;190
"313115 IPABA";-;264;30;46;22;9;1;-;-;-;-;-;4;376
"313120 IPANEMA";-;676;267;179;71;31;7;2;7;1;5;10;110;1366
"313130 IPATINGA";-;5197;3481;1462;475;105;72;35;6;15;30;30;344;11252
"313140 IPIACU";-;3;19;167;206;103;54;1;1;1;-;-;1;556
"313150 IPUIUNA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"313160 IRAI DE MINAS";-;4;1;1;5;-;-;-;-;-;-;-;-;11
"313170 ITABIRA";-;31;87;338;444;159;69;14;1;1;3;3;9;1159
"313180 ITABIRINHA";-;-;20;36;2;1;1;-;-;-;-;1;-;61
"313190 ITABIRITO";-;4;5;24;13;2;1;-;-;-;-;1;-;50
"313200 ITACAMBIRA";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"313210 ITACARAMBI";-;24;97;76;11;2;-;-;-;-;-;-;-;210
"313220 ITAGUARA";-;-;7;45;73;20;2;-;-;2;1;1;2;153
"313230 ITAIPE";-;1;2;7;13;-;1;-;-;-;-;-;-;24
"313240 ITAJUBA";-;1;1;8;4;-;1;-;-;-;-;-;-;15
"313250 ITAMARANDIBA";-;-;7;9;29;8;2;-;-;-;-;-;-;55
"313260 ITAMARATI DE MINAS";-;2;1;10;4;-;-;-;-;-;-;-;-;17
"313270 ITAMBACURI";-;101;348;539;317;111;19;8;-;-;-;-;-;1443
"313290 ITAMOGI";-;-;-;2;1;-;-;-;-;-;-;-;-;3
"313300 ITAMONTE";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"313310 ITANHANDU";-;-;2;8;5;-;-;-;-;-;-;-;-;15
"313320 ITANHOMI";-;136;184;80;6;4;-;1;-;-;-;2;9;422
"313330 ITAOBIM";-;7;304;176;31;4;1;-;-;-;-;1;-;524
"313340 ITAPAGIPE";-;5;10;76;109;135;21;17;4;-;1;-;7;385
"313350 ITAPECERICA";-;2;10;83;100;31;10;2;-;-;1;2;-;241
"313360 ITAPEVA";-;-;1;-;2;1;-;-;-;-;-;-;-;4
"313370 ITATIAIUCU";-;-;-;3;14;1;-;-;1;-;-;-;-;19
"313375 ITAU DE MINAS";-;2;17;72;42;19;4;-;-;-;-;2;1;159
"313380 ITAUNA";-;24;128;926;1703;813;244;28;2;1;1;-;4;3874
"313400 ITINGA";-;15;3;14;1;-;-;-;-;-;-;-;3;36
"313410 ITUETA";-;15;51;44;6;6;1;-;1;-;-;-;-;124
"313420 ITUIUTABA";-;624;1318;450;178;40;8;1;2;1;1;3;66;2692
"313430 ITUMIRIM";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"313440 ITURAMA";-;197;244;139;50;18;11;1;2;-;-;1;32;695
"313450 ITUTINGA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"313460 JABOTICATUBAS";-;2;12;143;141;42;14;1;1;5;10;11;22;404
"313470 JACINTO";-;4;15;53;26;2;-;-;-;-;-;-;-;100
"313480 JACUI";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"313500 JAGUARACU";-;71;51;23;-;-;-;-;1;-;-;-;-;146
"313505 JAIBA";-;75;381;30;6;-;-;-;-;-;1;-;-;493
"313507 JAMPRUCA";-;4;8;50;23;5;5;-;1;-;-;-;-;96
"313510 JANAUBA";-;286;1078;414;163;52;6;3;4;-;3;2;8;2019
"313520 JANUARIA";-;245;469;214;64;13;2;-;1;1;2;3;1;1015
"313530 JAPARAIBA";-;-;3;13;13;4;2;-;-;-;-;-;-;35
"313535 JAPONVAR";-;9;32;22;10;2;-;-;-;-;-;-;2;77
"313540 JECEABA";-;-;-;4;-;-;-;-;-;-;-;-;-;4
"313545 JENIPAPO DE MINAS";-;34;31;19;1;1;1;-;1;-;-;-;-;88
"313550 JEQUERI";-;-;1;2;5;1;-;-;-;-;-;-;-;9
"313560 JEQUITAI";-;275;191;15;16;6;1;-;1;-;1;-;71;577
"313570 JEQUITIBA";-;-;1;20;5;3;-;-;-;-;-;-;-;29
"313580 JEQUITINHONHA";-;6;41;156;31;6;-;-;-;-;-;-;-;240
"313600 JOAIMA";-;4;73;100;9;3;-;-;-;-;-;-;-;189
"313610 JOANESIA";-;22;19;3;2;-;-;-;-;-;-;-;3;49
"313620 JOAO MONLEVADE";-;35;208;1023;651;49;8;5;1;4;1;2;8;1995
"313630 JOAO PINHEIRO";-;5;6;40;106;198;134;24;4;-;5;-;2;524
"313640 JOAQUIM FELICIO";-;2;15;72;11;1;-;-;2;-;-;-;-;103
"313650 JORDANIA";-;6;18;19;12;1;-;-;-;-;1;-;-;57
"313652 JOSE GONCALVES DE MINAS";-;8;-;2;-;-;-;-;-;-;-;-;-;10
"313657 JOSENOPOLIS";-;34;50;22;2;2;-;-;-;-;-;-;2;112
"313660 NOVA UNIAO";-;1;-;2;15;3;1;-;-;-;-;-;-;22
"313665 JUATUBA";-;4;32;118;72;7;3;1;-;-;-;-;-;237
"313670 JUIZ DE FORA";-;71;299;1416;2606;957;93;8;10;8;7;8;11;5494
"313680 JURAMENTO";-;5;7;2;4;2;-;-;-;-;-;-;1;21
"313690 JURUAIA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"313695 JUVENILIA";-;42;19;9;5;1;-;1;-;-;-;-;6;83
"313700 LADAINHA";-;-;6;5;2;5;2;1;-;-;-;-;-;21
"313710 LAGAMAR";-;-;3;11;5;1;-;-;-;-;-;-;-;20
"313720 LAGOA DA PRATA";-;-;7;67;52;20;2;1;-;-;-;-;-;149
"313730 LAGOA DOS PATOS";-;13;29;16;2;-;-;-;-;-;-;-;2;62
"313740 LAGOA DOURADA";-;-;-;1;2;-;-;1;-;-;1;-;-;5
"313750 LAGOA FORMOSA";-;-;5;16;23;20;-;4;3;4;2;1;-;78
"313753 LAGOA GRANDE";-;-;-;-;5;8;1;1;-;1;2;-;-;18
"313760 LAGOA SANTA";-;8;72;659;881;194;37;4;2;-;-;10;6;1873
"313770 LAJINHA";-;2;13;85;88;20;11;4;2;-;-;2;-;227
"313780 LAMBARI";-;1;1;6;2;-;-;-;-;-;-;-;-;10
"313800 LARANJAL";-;2;4;12;35;16;1;-;-;-;-;-;-;70
"313810 LASSANCE";-;26;277;283;161;23;4;-;1;-;1;10;17;803
"313820 LAVRAS";-;3;9;70;164;45;12;3;1;-;-;-;-;307
"313830 LEANDRO FERREIRA";-;-;2;4;16;10;2;1;-;-;-;-;-;35
"313835 LEME DO PRADO";-;1;34;102;25;5;4;-;-;-;1;-;-;172
"313840 LEOPOLDINA";-;855;1112;614;111;17;-;1;-;-;-;1;30;2741
"313860 LIMA DUARTE";-;-;-;1;2;2;-;-;-;-;-;-;-;5
"313862 LIMEIRA DO OESTE";-;-;17;23;28;14;3;5;-;-;-;1;-;91
"313865 LONTRA";-;-;-;17;5;2;1;-;1;-;-;-;-;26
"313867 LUISBURGO";-;-;-;10;-;-;1;1;-;-;-;-;-;12
"313868 LUISLANDIA";-;5;6;10;12;7;-;-;-;-;-;-;-;40
"313880 LUZ";-;4;56;748;611;142;23;6;8;16;3;3;6;1626
"313890 MACHACALIS";-;34;115;300;63;18;6;4;-;-;-;-;1;541
"313900 MACHADO";-;1;1;12;5;1;-;-;-;-;-;-;2;22
"313920 MALACACHETA";-;33;23;66;52;13;7;-;-;2;1;-;4;201
"313925 MAMONAS";-;26;37;38;22;19;6;-;2;1;-;-;1;152
"313930 MANGA";-;25;183;100;18;6;2;-;-;-;1;1;2;338
"313940 MANHUACU";-;75;411;935;587;120;22;7;1;2;-;3;8;2171
"313950 MANHUMIRIM";-;4;102;287;160;33;2;2;-;-;-;-;-;590
"313960 MANTENA";-;53;120;247;291;86;2;2;-;1;-;-;5;807
"313970 MARAVILHAS";-;4;9;27;9;-;-;-;-;-;-;-;-;49
"313980 MAR DE ESPANHA";-;3;4;32;51;22;3;-;-;-;-;-;-;115
"314000 MARIANA";-;8;15;77;143;33;2;1;-;1;1;-;1;282
"314010 MARILAC";-;6;60;37;17;2;2;-;1;-;-;-;-;125
"314015 MARIO CAMPOS";-;-;4;58;87;31;3;-;-;-;-;-;-;183
"314020 MARIPA DE MINAS";-;-;1;2;5;1;-;-;-;-;-;-;-;9
"314030 MARLIERIA";-;46;1;-;-;-;-;-;-;-;-;-;3;50
"314050 MARTINHO CAMPOS";-;53;53;85;38;15;7;7;7;3;1;2;7;278
"314053 MARTINS SOARES";-;12;48;76;13;-;-;-;-;-;-;-;-;149
"314055 MATA VERDE";-;5;5;28;16;2;-;-;1;-;-;-;-;57
"314060 MATERLANDIA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"314070 MATEUS LEME";-;2;7;72;129;35;14;2;1;1;-;1;3;267
"314080 MATIAS BARBOSA";-;1;6;20;28;5;2;-;1;-;-;-;-;63
"314085 MATIAS CARDOSO";-;4;26;57;64;41;6;1;-;-;-;-;-;199
"314090 MATIPO";-;2;15;93;19;6;1;-;-;1;-;2;-;139
"314100 MATO VERDE";-;116;143;101;29;5;-;1;-;-;-;-;-;395
"314110 MATOZINHOS";-;87;331;973;555;118;17;2;1;-;-;-;6;2090
"314120 MATUTINA";-;-;-;3;7;-;-;-;-;-;-;-;-;10
"314140 MEDINA";-;3;41;265;98;3;-;-;-;1;1;-;1;413
"314150 MENDES PIMENTEL";-;-;1;23;9;1;3;1;1;-;-;-;-;39
"314160 MERCES";-;1;-;1;2;1;-;-;-;-;-;1;-;6
"314170 MESQUITA";-;58;37;19;-;-;-;-;1;-;-;-;3;118
"314180 MINAS NOVAS";-;19;22;62;46;-;-;-;-;-;-;-;-;149
"314200 MIRABELA";-;2;47;186;97;9;-;-;-;-;-;-;-;341
"314210 MIRADOURO";-;1;30;75;20;-;-;-;-;-;-;-;-;126
"314220 MIRAI";-;1;30;132;178;12;3;-;-;-;-;-;1;357
"314225 MIRAVANIA";-;2;-;1;1;1;-;1;-;-;-;-;-;6
"314230 MOEDA";-;1;-;2;11;6;-;-;-;-;-;-;-;20
"314240 MOEMA";-;1;10;10;19;5;-;-;-;-;-;-;-;45
"314250 MONJOLOS";-;-;2;7;12;8;1;1;1;-;-;1;-;33
"314260 MONSENHOR PAULO";-;-;-;2;11;6;1;-;-;-;-;-;-;20
"314270 MONTALVANIA";-;50;183;254;69;24;25;6;7;4;6;7;18;653
"314280 MONTE ALEGRE DE MINAS";-;114;93;64;22;1;-;-;-;-;1;1;18;314
"314290 MONTE AZUL";-;155;110;43;7;1;3;3;3;-;-;-;21;346
"314310 MONTE CARMELO";-;9;49;192;177;69;34;10;1;4;1;1;1;548
"314315 MONTE FORMOSO";-;-;1;75;9;-;-;-;-;-;-;-;-;85
"314320 MONTE SANTO DE MINAS";-;1;-;2;4;7;2;1;-;-;-;1;-;18
"314330 MONTES CLAROS";-;2130;1423;830;478;156;15;8;4;4;10;21;238;5317
"314340 MONTE SIAO";-;1;-;2;-;-;-;-;-;1;-;-;-;4
"314345 MONTEZUMA";-;-;-;1;7;-;-;-;-;-;-;-;-;8
"314350 MORADA NOVA DE MINAS";-;-;5;8;7;5;1;-;1;2;13;48;76;166
"314360 MORRO DA GARCA";-;-;1;8;9;-;-;-;-;-;-;-;-;18
"314390 MURIAE";-;21;290;442;12;1;2;-;2;-;1;5;10;786
"314400 MUTUM";-;30;14;18;9;3;1;-;-;-;-;-;-;75
"314410 MUZAMBINHO";-;1;-;3;-;-;-;1;-;-;-;-;-;5
"314420 NACIP RAYDAN";-;-;6;32;14;2;-;-;-;-;-;-;-;54
"314430 NANUQUE";-;52;199;145;29;7;-;-;-;-;-;1;4;437
"314435 NAQUE";-;110;97;38;5;4;-;-;-;-;-;-;-;254
"314437 NATALANDIA";-;-;11;5;5;1;-;-;1;4;11;12;3;53
"314450 NAZARENO";-;-;3;6;6;-;-;-;-;-;-;-;-;15
"314460 NEPOMUCENO";-;-;-;5;2;3;1;-;-;-;-;-;-;11
"314465 NINHEIRA";-;7;15;39;47;13;1;1;-;-;1;1;-;125
"314467 NOVA BELEM";-;4;9;15;24;1;-;-;-;-;-;-;-;53
"314470 NOVA ERA";-;31;86;59;8;1;-;-;-;-;-;-;16;201
"314480 NOVA LIMA";-;29;86;299;245;47;12;3;5;-;5;4;6;741
"314490 NOVA MODICA";-;-;1;8;1;-;-;-;-;-;-;-;-;10
"314500 NOVA PONTE";-;8;24;23;-;6;-;-;-;-;-;-;-;61
"314505 NOVA PORTEIRINHA";-;6;52;47;42;17;4;1;-;-;1;-;1;171
"314510 NOVA RESENDE";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"314520 NOVA SERRANA";-;29;207;820;1127;654;280;37;12;6;3;3;2;3180
"314530 NOVO CRUZEIRO";-;9;59;91;99;20;9;1;2;-;1;11;7;309
"314535 NOVO ORIENTE DE MINAS";-;18;63;79;50;3;1;-;-;-;-;-;-;214
"314537 NOVORIZONTE";-;2;-;3;23;10;3;6;-;-;-;-;-;47
"314545 OLHOS-D'AGUA";-;-;6;21;12;-;-;-;-;-;-;-;-;39
"314560 OLIVEIRA";-;1;9;30;93;36;8;2;2;-;-;-;2;183
"314580 ONCA DE PITANGUI";-;-;-;-;2;1;1;-;-;-;-;-;-;4
"314585 ORATORIOS";-;1;-;2;3;1;-;-;-;-;-;-;-;7
"314587 ORIZANIA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"314590 OURO BRANCO";-;31;8;13;4;1;-;-;-;-;-;-;1;58
"314600 OURO FINO";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"314610 OURO PRETO";-;4;21;29;44;14;2;-;1;-;-;-;1;116
"314620 OURO VERDE DE MINAS";-;-;1;8;6;4;-;-;-;-;-;-;-;19
"314625 PADRE CARVALHO";-;6;76;104;9;-;-;-;-;-;-;-;1;196
"314630 PADRE PARAISO";-;-;51;170;112;32;5;2;3;1;1;-;1;378
"314640 PAINEIRAS";-;-;1;26;52;17;30;4;-;1;-;-;1;132
"314650 PAINS";-;1;2;5;10;13;3;4;1;2;-;1;-;42
"314655 PAI PEDRO";-;-;5;3;-;-;1;-;-;-;-;-;-;9
"314670 PALMA";-;38;145;141;36;-;-;1;-;-;-;-;1;362
"314675 PALMOPOLIS";-;-;-;10;13;14;-;-;-;-;-;-;-;37
"314690 PAPAGAIOS";-;2;5;99;80;41;-;-;1;-;-;-;-;228
"314700 PARACATU";-;8;62;192;219;170;146;99;21;24;33;10;26;1010
"314710 PARA DE MINAS";-;7;52;577;1211;214;66;4;-;-;-;-;2;2133
"314720 PARAGUACU";-;-;-;2;2;1;-;-;-;-;-;-;1;6
"314740 PARAOPEBA";-;54;227;710;516;31;5;-;2;-;2;3;5;1555
"314760 PASSA QUATRO";-;4;-;5;5;1;-;-;-;-;-;-;-;15
"314770 PASSA TEMPO";-;-;1;6;6;3;-;-;-;-;-;1;1;18
"314780 PASSA-VINTE";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"314790 PASSOS";-;5;18;126;329;214;87;19;12;7;2;3;12;834
"314795 PATIS";-;-;4;29;13;1;-;-;-;-;-;-;-;47
"314800 PATOS DE MINAS";-;19;71;443;881;352;206;96;36;25;39;4;8;2180
"314810 PATROCINIO";-;2;10;26;74;43;30;5;3;1;-;-;1;195
"314820 PATROCINIO DO MURIAE";-;2;20;23;-;1;1;-;-;-;-;-;-;47
"314830 PAULA CANDIDO";-;-;-;2;1;-;-;-;-;-;-;-;-;3
"314840 PAULISTAS";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"314850 PAVAO";-;62;36;40;14;3;1;-;-;-;-;-;5;161
"314860 PECANHA";-;1;3;9;5;2;2;2;-;-;-;-;-;24
"314870 PEDRA AZUL";-;1;48;222;133;25;2;-;1;1;1;-;1;435
"314875 PEDRA BONITA";-;-;-;3;1;-;-;-;-;-;-;-;-;4
"314880 PEDRA DO ANTA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"314890 PEDRA DO INDAIA";-;-;-;1;4;1;1;-;-;-;-;-;-;7
"314900 PEDRA DOURADA";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"314910 PEDRALVA";-;-;-;1;2;-;-;-;-;-;-;-;-;3
"314915 PEDRAS DE MARIA DA CRUZ";-;28;26;3;6;1;-;-;-;-;-;-;-;64
"314920 PEDRINOPOLIS";-;1;2;2;5;6;-;-;-;-;-;-;-;16
"314930 PEDRO LEOPOLDO";-;61;413;870;415;70;6;1;-;-;-;1;5;1842
"314950 PEQUERI";-;-;2;10;11;2;-;-;-;-;-;-;-;25
"314960 PEQUI";-;-;1;33;61;48;31;6;1;2;-;-;-;183
"314970 PERDIGAO";-;-;2;14;73;41;10;2;10;1;-;-;-;153
"314980 PERDIZES";-;-;2;7;23;6;4;-;-;1;-;-;-;43
"314990 PERDOES";-;1;1;2;6;7;-;1;-;-;-;-;-;18
"314995 PERIQUITO";-;108;13;4;-;-;-;-;-;-;-;-;19;144
"315000 PESCADOR";-;6;18;59;46;14;2;3;2;2;11;13;8;184
"315010 PIAU";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"315015 PIEDADE DE CARATINGA";-;11;13;19;19;6;6;-;2;1;-;-;-;77
"315020 PIEDADE DE PONTE NOVA";-;1;5;8;-;-;-;-;-;-;-;-;-;14
"315040 PIEDADE DOS GERAIS";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"315050 PIMENTA";-;-;-;-;5;4;1;1;1;-;1;-;3;16
"315053 PINGO-D'AGUA";-;51;74;46;12;-;-;-;-;-;1;-;1;185
"315057 PINTOPOLIS";-;4;39;110;89;36;3;-;-;1;-;-;1;283
"315060 PIRACEMA";-;-;1;13;9;1;-;-;-;-;-;1;-;25
"315070 PIRAJUBA";-;7;16;110;146;26;19;2;2;-;1;1;-;330
"315110 PIRAPETINGA";-;97;23;13;-;-;-;-;-;-;-;-;8;141
"315120 PIRAPORA";-;459;828;467;98;47;15;-;-;-;-;-;20;1934
"315130 PIRAUBA";-;5;4;26;46;8;1;-;-;-;-;-;-;90
"315140 PITANGUI";-;3;56;664;608;95;5;1;-;1;-;1;-;1434
"315150 PIUMHI";-;2;11;88;136;63;36;7;1;-;1;1;-;346
"315160 PLANURA";-;6;35;106;41;13;3;1;-;-;-;-;-;205
"315170 POCO FUNDO";-;2;-;2;1;-;-;-;-;-;-;-;-;5
"315180 POCOS DE CALDAS";-;1;2;6;1;-;-;-;-;-;-;-;-;10
"315190 POCRANE";-;70;49;41;12;3;-;-;-;-;-;-;15;190
"315200 POMPEU";-;8;91;490;547;186;58;9;6;2;1;4;9;1411
"315210 PONTE NOVA";-;119;345;773;455;41;15;2;-;-;-;1;8;1759
"315213 PONTO CHIQUE";-;23;35;25;1;-;-;-;-;-;-;-;-;84
"315217 PONTO DOS VOLANTES";-;5;5;2;36;12;1;7;2;-;-;-;-;70
"315220 PORTEIRINHA";-;16;105;103;30;3;1;-;1;1;-;-;2;262
"315230 PORTO FIRME";-;-;-;2;6;10;2;2;-;-;-;-;-;22
"315240 POTE";-;7;8;39;14;6;-;-;-;2;1;-;-;77
"315250 POUSO ALEGRE";-;6;4;7;9;1;2;-;-;-;-;1;3;33
"315270 PRADOS";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"315280 PRATA";-;32;71;232;171;35;10;2;-;-;-;-;-;553
"315290 PRATAPOLIS";-;-;-;2;8;3;-;-;-;-;-;-;-;13
"315300 PRATINHA";-;-;1;1;1;-;-;-;-;-;-;-;-;3
"315320 PRESIDENTE JUSCELINO";-;-;2;14;6;3;-;1;-;-;-;-;-;26
"315330 PRESIDENTE KUBITSCHEK";-;-;-;1;2;-;1;-;-;-;-;-;-;4
"315340 PRESIDENTE OLEGARIO";-;-;2;28;53;36;11;-;1;1;-;-;-;132
"315350 ALTO JEQUITIBA";-;-;-;3;3;-;-;-;-;2;-;-;-;8
"315360 PRUDENTE DE MORAIS";-;-;23;34;15;5;-;-;-;-;-;-;-;77
"315370 QUARTEL GERAL";-;-;1;13;10;12;4;1;-;-;-;-;-;41
"315380 QUELUZITO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
