2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"522020 SAO MIGUEL DO ARAGUAIA";8;4;4;2;3;4;1;26
"522026 SAO MIGUEL DO PASSA QUATRO";1;-;-;-;-;-;-;1
"522040 SAO SIMAO";-;-;-;1;-;1;-;2
"522045 SENADOR CANEDO";18;10;7;8;12;14;1;70
"522050 SERRANOPOLIS";2;2;1;1;-;-;-;6
"522060 SILVANIA";2;1;12;5;1;-;-;21
"522140 TRINDADE";20;24;15;14;22;14;1;110
"522150 TURVANIA";-;2;2;-;1;-;-;5
"522160 URUACU";-;14;3;4;3;9;-;33
"522170 URUANA";2;-;-;-;1;1;-;4
"522180 URUTAI";-;-;-;1;1;-;-;2
"522185 VALPARAISO DE GOIAS";4;6;1;4;9;3;-;27
"522200 VIANOPOLIS";1;2;3;2;-;4;-;12
"522205 VICENTINOPOLIS";-;-;5;-;-;-;-;5
"530010 BRASILIA";258;253;325;286;365;264;104;1855
"Total";20093;17609;22905;17180;19462;12864;2236;112349
&
