2024
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Total"
"220870 REDENCAO DO GURGUEIA";-;1;-;1;1;-;-;3
"220890 RIBEIRO GONCALVES";25;24;5;1;-;-;-;55
"220930 SANTA LUZ";-;-;1;-;3;6;3;13
"221040 SAO MIGUEL DO TAPUIO";-;-;-;1;-;-;-;1
"221060 SAO RAIMUNDO NONATO";-;1;-;-;1;-;-;2
"221063 SEBASTIAO LEAL";-;-;-;-;-;1;-;1
"221100 TERESINA";39;54;43;52;59;74;8;329
"221110 UNIAO";-;-;1;-;-;-;-;1
"221150 VERA MENDES";-;-;-;-;-;1;-;1
"230010 ABAIARA";-;-;-;-;1;-;-;1
"230040 AIUABA";-;1;-;-;1;-;-;2
"230050 ALCANTARAS";-;-;-;-;-;1;1;2
"230070 ALTO SANTO";3;-;1;-;-;-;-;4
"230075 AMONTADA";-;-;-;3;1;-;-;4
"230110 ARACATI";1;1;1;1;-;2;-;6
"230120 ARACOIABA";-;-;2;-;-;-;-;2
"230125 ARARENDA";-;1;-;2;-;1;-;4
"230140 ARATUBA";-;1;-;-;-;1;-;2
"230150 ARNEIROZ";-;-;-;-;-;-;1;1
"230160 ASSARE";-;-;2;1;-;-;-;3
"230185 BANABUIU";-;1;4;1;2;-;2;10
"230190 BARBALHA";-;-;1;2;1;1;-;5
"230195 BARREIRA";-;-;-;-;1;-;-;1
"230200 BARRO";-;-;-;1;-;-;-;1
"230210 BATURITE";1;-;-;-;-;-;-;1
"230220 BEBERIBE";-;-;-;2;4;1;-;7
"230230 BELA CRUZ";1;-;-;-;-;-;3;4
"230240 BOA VIAGEM";-;-;-;-;-;1;2;3
"230250 BREJO SANTO";27;25;36;52;72;64;11;287
"230260 CAMOCIM";-;1;-;-;-;1;-;2
"230270 CAMPOS SALES";2;-;-;-;-;-;-;2
"230280 CANINDE";-;2;-;-;-;2;-;4
"230290 CAPISTRANO";-;-;-;1;-;-;-;1
"230300 CARIDADE";-;-;1;-;-;-;1;2
"230330 CARIUS";-;-;-;-;1;1;-;2
"230340 CARNAUBAL";-;-;-;-;1;1;-;2
"230350 CASCAVEL";-;2;1;2;-;3;1;9
"230370 CAUCAIA";2;1;-;1;3;1;-;8
"230393 CHORO";-;-;-;1;-;1;1;3
"230400 COREAU";-;-;-;2;1;2;-;5
"230410 CRATEUS";-;-;1;-;-;-;-;1
"230420 CRATO";-;2;1;1;2;1;-;7
"230423 CROATA";-;1;-;-;-;2;-;3
"230425 CRUZ";-;-;1;1;1;1;3;7
"230428 EUSEBIO";-;-;1;-;-;-;-;1
"230435 FORQUILHA";-;-;1;-;1;-;1;3
"230440 FORTALEZA";46;41;46;45;72;57;36;343
"230445 FORTIM";-;-;1;1;-;-;-;2
"230470 GRANJA";1;-;-;3;3;1;1;9
"230480 GRANJEIRO";-;-;-;-;-;1;-;1
"230490 GROAIRAS";-;-;1;1;1;-;3;6
"230495 GUAIUBA";-;-;-;-;3;1;-;4
"230500 GUARACIABA DO NORTE";-;-;-;-;-;1;-;1
"230520 HIDROLANDIA";1;-;-;-;-;-;-;1
"230523 HORIZONTE";-;-;1;2;2;1;-;6
"230530 IBIAPINA";3;-;1;1;-;-;-;5
"230535 ICAPUI";1;-;-;-;4;2;-;7
"230540 ICO";13;14;9;9;23;2;-;70
"230565 IPAPORANGA";-;-;-;1;-;1;-;2
"230580 IPU";-;-;-;-;1;3;1;5
"230600 IRACEMA";-;1;-;1;-;-;-;2
"230625 ITAITINGA";-;-;-;-;1;-;-;1
"230630 ITAPAGE";-;-;-;-;-;2;-;2
"230640 ITAPIPOCA";-;-;1;1;3;2;1;8
"230655 ITAREMA";-;-;1;-;2;-;-;3
"230660 ITATIRA";-;-;-;-;1;-;-;1
"230670 JAGUARETAMA";1;-;-;-;-;-;-;1
"230680 JAGUARIBARA";-;1;-;-;-;-;-;1
"230690 JAGUARIBE";9;2;10;10;20;9;-;60
"230700 JAGUARUANA";-;-;3;1;2;1;-;7
"230710 JARDIM";-;-;1;-;-;-;-;1
"230720 JATI";-;-;-;-;-;-;1;1
"230725 JIJOCA DE JERICOACOARA";2;-;2;2;5;6;3;20
"230730 JUAZEIRO DO NORTE";1;1;2;1;2;-;-;7
"230760 LIMOEIRO DO NORTE";-;2;1;1;7;3;1;15
"230765 MARACANAU";1;6;1;8;3;8;2;29
"230770 MARANGUAPE";1;1;-;-;-;-;-;2
"230780 MARCO";-;-;-;-;-;1;-;1
"230790 MARTINOPOLE";-;-;-;-;1;-;-;1
"230800 MASSAPE";-;-;-;-;1;-;-;1
"230810 MAURITI";-;-;-;1;1;2;1;5
"230820 MERUOCA";-;-;-;1;2;-;3;6
"230830 MILAGRES";-;2;-;2;3;5;6;18
"230835 MILHA";-;-;1;-;-;-;-;1
"230837 MIRAIMA";1;-;-;-;1;-;-;2
"230840 MISSAO VELHA";-;1;-;-;-;1;-;2
"230850 MOMBACA";-;-;-;-;-;1;-;1
"230860 MONSENHOR TABOSA";-;-;-;1;-;-;-;1
"230880 MORAUJO";-;-;-;-;-;1;-;1
"230900 MUCAMBO";-;-;-;1;-;-;2;3
"230930 NOVA RUSSAS";-;-;-;-;5;1;3;9
"230940 NOVO ORIENTE";-;1;-;-;1;1;-;3
"230945 OCARA";-;-;-;1;2;2;1;6
"230950 OROS";1;1;1;-;1;1;-;5
"230960 PACAJUS";-;-;-;-;-;1;-;1
"230970 PACATUBA";-;-;1;2;-;1;-;4
"230980 PACOTI";-;-;-;-;-;-;2;2
"230990 PACUJA";-;-;-;-;-;-;1;1
"231030 PARAMBU";-;-;1;1;2;-;-;4
"231050 PEDRA BRANCA";-;1;2;4;4;2;-;13
"231060 PENAFORTE";-;-;-;-;4;2;-;6
"231080 PEREIRO";-;-;-;-;2;2;1;5
"231090 PIQUET CARNEIRO";-;-;-;1;-;-;-;1
"231100 PORANGA";-;-;-;-;-;1;-;1
"231110 PORTEIRAS";1;-;2;-;3;4;-;10
"231120 POTENGI";-;-;1;-;1;-;-;2
"231126 QUITERIANOPOLIS";-;-;-;-;-;1;-;1
"231130 QUIXADA";-;1;1;-;1;1;1;5
"231135 QUIXELO";-;1;-;-;-;-;-;1
"231150 QUIXERE";-;-;-;1;-;4;-;5
"231170 RERIUTABA";-;1;-;-;-;-;-;1
"231180 RUSSAS";-;-;-;-;2;3;2;7
"231190 SABOEIRO";-;-;-;-;1;-;-;1
"231210 SANTANA DO CARIRI";-;-;-;-;2;-;-;2
"231220 SANTA QUITERIA";-;-;-;1;-;-;-;1
"231230 SAO BENEDITO";-;-;-;-;2;-;-;2
"231240 SAO GONCALO DO AMARANTE";-;-;-;-;1;-;1;2
"231250 SAO JOAO DO JAGUARIBE";-;1;-;-;-;-;-;1
"231280 SENADOR SA";1;1;-;-;3;1;-;6
"231290 SOBRAL";1;-;1;-;2;11;6;21
"231310 TABULEIRO DO NORTE";-;-;-;-;-;1;-;1
"231330 TAUA";-;2;2;5;8;9;3;29
"231335 TEJUCUOCA";-;-;1;-;-;-;-;1
"231340 TIANGUA";19;14;24;22;19;18;-;116
"231360 UBAJARA";-;-;-;-;-;3;-;3
"231380 URUBURETAMA";-;1;-;-;2;-;-;3
"231395 VARJOTA";-;-;-;1;-;-;2;3
"231400 VARZEA ALEGRE";-;-;-;2;-;-;-;2
"231410 VICOSA DO CEARA";-;2;-;-;-;-;-;2
"240020 ACU";-;-;1;-;-;-;-;1
"240040 AGUA NOVA";-;-;1;-;-;-;-;1
"240100 APODI";1;-;-;1;-;-;-;2
"240110 AREIA BRANCA";1;-;-;-;-;-;-;1
"240120 ARES";-;-;-;-;-;1;1;2
"240140 BAIA FORMOSA";23;4;-;-;-;2;-;29
"240145 BARAUNA";-;-;-;-;-;-;1;1
"240150 BARCELONA";-;-;-;-;-;1;-;1
"240170 BOM JESUS";-;-;-;-;-;-;1;1
"240180 BREJINHO";1;-;-;2;3;-;-;6
"240185 CAICARA DO NORTE";-;-;-;-;-;1;-;1
"240190 CAICARA DO RIO DO VENTO";-;-;-;1;-;-;-;1
"240200 CAICO";2;1;3;2;2;1;5;16
"240210 CAMPO REDONDO";1;-;-;-;-;-;-;1
"240220 CANGUARETAMA";2;-;-;-;1;-;-;3
"240230 CARAUBAS";1;-;-;1;-;-;-;2
"240240 CARNAUBA DOS DANTAS";-;-;2;1;-;-;2;5
"240260 CEARA-MIRIM";20;38;44;36;48;33;12;231
"240310 CURRAIS NOVOS";-;-;1;3;1;1;-;6
"240320 DOUTOR SEVERIANO";1;-;-;-;-;2;-;3
"240325 PARNAMIRIM";19;18;21;21;11;21;1;112
"240340 EQUADOR";-;-;-;1;-;-;-;1
"240350 ESPIRITO SANTO";-;-;1;-;-;-;-;1
"240360 EXTREMOZ";3;2;4;9;2;3;1;24
"240380 FLORANIA";-;-;-;-;1;-;-;1
"240390 FRANCISCO DANTAS";-;-;-;1;1;2;-;4
"240420 GOIANINHA";-;-;3;-;-;-;1;4
"240430 GOVERNADOR DIX-SEPT ROSADO";-;-;-;-;-;1;-;1
"240450 GUAMARE";3;-;2;-;4;3;1;13
"240460 IELMO MARINHO";-;-;-;1;1;-;-;2
"240480 IPUEIRA";-;1;-;-;1;1;1;4
"240490 ITAU";-;1;-;-;1;-;-;2
"240500 JACANA";-;1;-;-;1;-;-;2
"240510 JANDAIRA";1;1;7;15;5;2;2;33
"240530 JANUARIO CICCO";-;-;-;1;-;1;-;2
"240560 JARDIM DE PIRANHAS";-;3;3;3;-;2;-;11
"240580 JOAO CAMARA";-;-;2;1;-;3;5;11
"240600 JOSE DA PENHA";-;-;-;-;-;3;-;3
"240630 LAGOA DE PEDRAS";-;1;-;-;-;-;-;1
"240640 LAGOA DE VELHOS";-;-;-;-;-;2;-;2
"240650 LAGOA NOVA";1;-;3;-;-;3;-;7
"240660 LAGOA SALGADA";1;-;-;-;-;-;-;1
"240670 LAJES";1;-;-;1;-;-;-;2
"240680 LAJES PINTADAS";-;-;-;2;-;-;-;2
"240690 LUCRECIA";-;2;-;-;-;-;-;2
"240700 LUIS GOMES";-;-;1;-;-;2;2;5
"240710 MACAIBA";-;2;-;-;-;1;-;3
"240720 MACAU";-;-;1;-;1;1;-;3
"240730 MARCELINO VIEIRA";-;-;-;1;-;-;-;1
"240760 MESSIAS TARGINO";1;-;-;-;-;-;-;1
"240780 MONTE ALEGRE";1;1;-;-;-;-;-;2
"240800 MOSSORO";30;19;27;17;21;20;23;157
"240810 NATAL";60;70;70;48;88;77;62;475
"240820 NISIA FLORESTA";4;-;-;-;-;-;-;4
"240830 NOVA CRUZ";-;-;-;5;1;4;4;14
"240850 OURO BRANCO";-;-;-;-;-;2;-;2
"240860 PARANA";-;1;-;-;-;-;-;1
"240880 PARAZINHO";1;1;-;-;-;-;-;2
"240890 PARELHAS";-;1;-;-;-;-;-;1
"240930 PATU";-;-;-;-;-;1;-;1
"240940 PAU DOS FERROS";-;-;-;-;-;1;1;2
"240950 PEDRA GRANDE";1;-;-;-;-;-;-;1
"240960 PEDRA PRETA";-;-;-;-;-;1;-;1
"240970 PEDRO AVELINO";-;-;-;1;-;-;-;1
"240980 PEDRO VELHO";-;-;-;1;1;-;-;2
"240990 PENDENCIAS";2;1;1;2;5;4;3;18
"241050 RAFAEL FERNANDES";-;-;-;-;1;-;-;1
"241080 RIACHO DE SANTANA";-;-;1;-;-;-;2;3
"241090 RIACHUELO";-;-;-;-;-;-;2;2
"241110 RUY BARBOSA";-;-;-;-;-;1;-;1
"241120 SANTA CRUZ";1;1;1;-;5;2;-;10
"241140 SANTANA DO MATOS";-;1;-;-;-;-;-;1
"241150 SANTO ANTONIO";1;-;3;-;1;-;3;8
"241170 SAO BENTO DO TRAIRI";-;-;1;1;1;-;-;3
"241180 SAO FERNANDO";-;-;-;-;-;-;1;1
"241200 SAO GONCALO DO AMARANTE";5;5;4;6;-;4;4;28
"241220 SAO JOSE DE MIPIBU";-;1;2;2;3;4;1;13
"241255 SAO MIGUEL DO GOSTOSO";-;-;-;2;-;-;-;2
"241260 SAO PAULO DO POTENGI";-;1;3;1;-;-;1;6
"241280 SAO RAFAEL";-;-;-;-;1;-;-;1
"241290 SAO TOME";-;1;-;-;1;-;-;2
"241300 SAO VICENTE";-;1;-;1;-;-;-;2
"241310 SENADOR ELOI DE SOUZA";-;-;-;-;-;-;1;1
"241335 SERRA DO MEL";-;1;-;-;-;-;1;2
"241340 SERRA NEGRA DO NORTE";-;1;1;-;1;1;-;4
"241350 SERRINHA";1;-;-;-;1;-;1;3
"241355 SERRINHA DOS PINTOS";-;-;-;-;1;-;-;1
"241370 SITIO NOVO";-;1;-;-;1;-;-;2
"241400 TANGARA";-;-;-;-;-;1;1;2
"241420 TIBAU DO SUL";-;-;1;-;-;-;-;1
"241440 TOUROS";-;-;-;1;1;2;-;4
"241450 UMARIZAL";-;-;1;-;-;-;-;1
"241475 VENHA-VER";-;1;-;-;-;-;-;1
"241480 VERA CRUZ";-;-;1;-;-;2;1;4
"250020 AGUIAR";-;-;-;-;2;2;-;4
"250030 ALAGOA GRANDE";-;-;-;1;-;-;-;1
"250050 ALAGOINHA";-;-;1;1;-;-;-;2
"250053 ALCANTIL";-;-;-;-;-;-;1;1
"250057 ALGODAO DE JANDAIRA";-;-;-;-;-;1;-;1
"250077 APARECIDA";1;-;-;-;-;-;-;1
"250100 ARARUNA";-;-;-;-;-;1;-;1
"250130 AROEIRAS";-;1;-;-;-;-;-;1
"250140 BAIA DA TRAICAO";-;-;-;-;-;1;-;1
"250153 BARAUNA";-;-;-;1;-;-;-;1
"250157 BARRA DE SANTANA";-;-;-;1;2;-;-;3
"250160 BARRA DE SANTA ROSA";-;-;-;-;-;-;1;1
"250170 BARRA DE SAO MIGUEL";-;-;-;-;1;-;-;1
"250180 BAYEUX";1;1;-;3;2;-;1;8
"250205 BERNARDINO BATISTA";-;-;-;-;-;-;1;1
"250220 BOM JESUS";-;-;-;2;-;-;-;2
"250230 BOM SUCESSO";-;-;1;-;-;-;-;1
"250280 BREJO DO CRUZ";-;-;1;-;-;-;-;1
"250300 CAAPORA";-;-;-;-;1;-;-;1
"250310 CABACEIRAS";-;-;-;-;1;1;-;2
"250320 CABEDELO";-;1;-;-;1;1;2;5
"250370 CAJAZEIRAS";-;-;-;-;4;1;7;12
"250390 CAMALAU";-;1;-;-;-;2;1;4
"250400 CAMPINA GRANDE";2;3;2;1;4;19;3;34
"250430 CATOLE DO ROCHA";-;-;-;1;1;1;-;3
"250435 CATURITE";-;-;-;-;-;1;-;1
"250440 CONCEICAO";-;-;1;-;-;-;-;1
"250460 CONDE";2;-;1;-;-;-;-;3
"250470 CONGO";-;-;1;-;-;-;1;2
"250480 COREMAS";-;-;-;-;-;1;-;1
"250500 CUBATI";-;1;-;-;1;-;-;2
"250570 DONA INES";1;-;2;-;-;-;-;3
"250580 DUAS ESTRADAS";-;-;-;1;-;-;-;1
"250610 FAGUNDES";-;-;-;-;-;-;1;1
"250630 GUARABIRA";-;-;-;-;1;1;2;4
"250640 GURINHEM";-;-;1;-;-;-;-;1
"250660 IBIARA";-;-;-;-;-;1;-;1
"250680 INGA";-;-;1;-;-;-;-;1
"250690 ITABAIANA";-;-;-;1;-;-;1;2
"250700 ITAPORANGA";-;-;-;-;-;2;-;2
"250710 ITAPOROROCA";-;-;-;-;-;-;1;1
"250750 JOAO PESSOA";62;106;73;73;96;45;56;511
"250770 JUAZEIRINHO";-;-;-;-;-;-;3;3
"250780 JUNCO DO SERIDO";-;-;-;1;-;-;-;1
"250800 JURU";-;-;-;-;-;1;2;3
"250850 LIVRAMENTO";-;-;1;-;-;-;-;1
"250860 LUCENA";-;1;-;-;-;-;-;1
"250880 MALTA";1;-;1;-;-;-;-;2
"250890 MAMANGUAPE";-;-;1;-;-;-;-;1
"250900 MANAIRA";-;1;-;-;-;-;-;1
"250915 MARIZOPOLIS";1;-;-;-;-;-;-;1
"250970 MONTEIRO";-;-;1;-;1;-;-;2
"251010 NOVA FLORESTA";-;-;-;-;2;-;-;2
"251020 NOVA OLINDA";-;-;-;1;-;1;-;2
"251040 OLHO D'AGUA";-;-;1;-;-;-;-;1
"251060 OURO VELHO";-;-;-;-;-;1;-;1
"251080 PATOS";1;-;-;-;-;-;-;1
"251130 PIANCO";-;-;-;1;2;5;3;11
"251140 PICUI";-;-;-;-;-;-;4;4
"251150 PILAR";-;-;-;1;-;-;1;2
"251170 PILOEZINHOS";-;-;-;-;-;-;1;1
"251190 PITIMBU";-;-;-;-;1;1;-;2
"251210 POMBAL";-;-;1;-;-;-;-;1
"251230 PRINCESA ISABEL";1;-;-;2;-;1;-;4
"251240 PUXINANA";-;-;-;-;-;1;-;1
"251250 QUEIMADAS";-;3;2;-;4;1;1;11
"251270 REMIGIO";-;-;2;1;-;1;-;4
"251275 RIACHAO DO BACAMARTE";-;-;-;-;-;2;-;2
"251276 RIACHAO DO POCO";-;-;-;-;-;-;1;1
"251315 SANTA CECILIA";-;-;-;-;-;1;-;1
"251340 SANTA LUZIA";-;1;-;2;-;2;1;6
"251360 SANTANA DOS GARROTES";1;-;-;-;-;-;-;1
"251370 SANTA RITA";1;2;2;-;4;2;-;11
"251385 SANTO ANDRE";-;-;1;-;-;-;-;1
"251390 SAO BENTO";-;-;-;-;-;1;-;1
"251392 SAO BENTINHO";-;-;-;-;1;-;-;1
"251398 SAO FRANCISCO";1;-;-;-;-;-;-;1
"251410 SAO JOAO DO TIGRE";-;-;-;-;-;1;-;1
"251440 SAO JOSE DE ESPINHARAS";-;-;-;-;1;-;-;1
"251445 SAO JOSE DOS RAMOS";-;-;1;-;-;-;-;1
"251455 SAO JOSE DE PRINCESA";-;-;1;-;-;-;-;1
"251470 SAO JOSE DO SABUGI";-;-;1;-;-;-;-;1
"251530 SAPE";-;-;-;1;3;3;10;17
"251570 SERRA GRANDE";-;-;-;-;1;-;-;1
"251600 SOLANEA";-;-;-;1;2;-;-;3
"251610 SOLEDADE";-;1;-;-;1;1;1;4
"251620 SOUSA";1;1;-;-;1;1;-;4
"251640 TACIMA";-;2;1;-;3;3;-;9
"251650 TAPEROA";-;-;-;-;-;1;-;1
"251670 TEIXEIRA";-;-;-;-;1;-;-;1
"251700 UMBUZEIRO";-;-;-;1;-;-;-;1
"251710 VARZEA";-;-;-;-;1;1;-;2
"251740 ZABELE";-;1;-;-;-;-;1;2
"260005 ABREU E LIMA";-;-;1;3;5;-;-;9
"260010 AFOGADOS DA INGAZEIRA";3;1;4;5;6;7;4;30
"260020 AFRANIO";-;1;-;-;1;1;1;4
"260030 AGRESTINA";-;-;-;1;1;-;-;2
"260040 AGUA PRETA";1;-;-;1;-;-;-;2
"260050 AGUAS BELAS";-;-;-;1;-;-;-;1
"260060 ALAGOINHA";1;-;-;1;5;-;-;7
"260070 ALIANCA";-;1;2;1;1;-;-;5
"260080 ALTINHO";-;-;-;1;-;-;1;2
"260090 AMARAJI";-;-;-;-;-;1;-;1
"260100 ANGELIM";-;-;-;1;-;-;-;1
"260105 ARACOIABA";6;5;6;10;8;4;14;53
"260110 ARARIPINA";-;-;-;1;-;-;-;1
"260120 ARCOVERDE";-;1;1;-;4;2;-;8
"260130 BARRA DE GUABIRABA";-;-;-;1;-;-;-;1
"260140 BARREIROS";-;-;2;1;-;-;-;3
"260160 BELEM DE SAO FRANCISCO";-;-;2;4;5;9;4;24
"260170 BELO JARDIM";-;1;-;-;-;-;-;1
"260190 BEZERROS";1;-;-;-;1;-;1;3
"260200 BODOCO";-;1;-;-;1;4;3;9
"260210 BOM CONSELHO";3;1;4;-;1;-;-;9
"260220 BOM JARDIM";-;-;1;1;-;-;1;3
"260240 BREJAO";-;-;-;-;-;9;-;9
"260250 BREJINHO";-;2;-;-;2;2;3;9
"260260 BREJO DA MADRE DE DEUS";4;4;2;1;-;-;-;11
"260280 BUIQUE";6;2;3;1;5;-;-;17
"260290 CABO DE SANTO AGOSTINHO";11;12;8;9;5;1;-;46
"260300 CABROBO";1;-;1;-;1;-;1;4
"260320 CAETES";-;-;-;1;1;-;-;2
"260330 CALCADO";-;-;-;-;2;-;-;2
"260340 CALUMBI";-;-;-;-;-;1;-;1
"260345 CAMARAGIBE";4;3;5;3;2;-;-;17
"260360 CAMUTANGA";-;-;-;-;1;1;2;4
"260380 CAPOEIRAS";2;-;-;-;-;-;-;2
"260390 CARNAIBA";-;-;2;1;2;2;-;7
"260400 CARPINA";-;-;-;-;-;2;-;2
"260410 CARUARU";28;22;17;10;5;3;-;85
"260430 CEDRO";-;1;1;2;5;2;1;12
"260440 CHA DE ALEGRIA";-;-;-;-;-;10;11;21
"260450 CHA GRANDE";3;-;-;1;1;2;2;9
"260460 CONDADO";-;-;1;1;-;1;1;4
"260480 CORTES";-;-;-;-;1;-;-;1
"260490 CUMARU";-;1;-;-;-;-;-;1
"260500 CUPIRA";-;2;1;-;6;-;-;9
"260510 CUSTODIA";-;-;1;-;-;3;1;5
"260515 DORMENTES";-;-;2;5;7;5;4;23
"260520 ESCADA";2;-;-;-;-;-;-;2
"260530 EXU";2;3;2;1;5;1;-;14
"260540 FEIRA NOVA";1;-;1;1;-;-;-;3
"260545 FERNANDO DE NORONHA";2;-;1;-;1;-;-;4
"260570 FLORESTA";-;-;-;1;1;-;-;2
"260590 GAMELEIRA";-;-;-;1;-;-;-;1
"260600 GARANHUNS";5;2;2;9;22;22;15;77
"260620 GOIANA";2;1;3;1;10;4;3;24
"260630 GRANITO";-;-;-;-;2;-;-;2
"260640 GRAVATA";-;-;-;1;-;1;-;2
"260680 IGARASSU";1;-;-;4;4;-;1;10
"260690 IGUARACY";-;-;-;-;3;4;1;8
"260720 IPOJUCA";-;2;-;1;-;-;1;4
"260730 IPUBI";-;-;1;1;4;-;-;6
"260740 ITACURUBA";-;-;-;-;-;1;-;1
"260765 ITAMBE";-;-;-;-;-;-;1;1
"260775 ITAPISSUMA";-;1;-;1;-;-;-;2
"260780 ITAQUITINGA";-;-;1;1;1;2;2;7
"260790 JABOATAO DOS GUARARAPES";23;19;24;17;34;29;6;152
"260830 JUPI";-;-;-;-;-;1;-;1
"260840 JUREMA";-;-;-;-;-;1;1;2
"260850 LAGOA DE ITAENGA";-;-;-;-;1;-;-;1
"260870 LAGOA DOS GATOS";-;-;-;-;2;-;-;2
"260875 LAGOA GRANDE";-;1;1;1;-;9;3;15
"260880 LAJEDO";-;-;-;-;-;1;-;1
"260890 LIMOEIRO";1;-;3;4;6;6;4;24
"260900 MACAPARANA";-;-;-;-;1;3;-;4
"260910 MACHADOS";-;-;-;-;5;1;1;7
"260930 MIRANDIBA";-;-;-;-;-;-;1;1
"260940 MORENO";2;-;-;1;1;-;-;4
"260960 OLINDA";6;7;3;8;5;2;3;34
"260970 OROBO";-;-;-;1;-;-;-;1
"260990 OURICURI";-;-;-;-;1;-;1;2
"261000 PALMARES";1;-;-;-;-;-;-;1
"261020 PANELAS";-;-;1;-;1;-;-;2
"261030 PARANATAMA";3;1;-;-;-;-;-;4
"261040 PARNAMIRIM";-;2;3;3;2;2;-;12
"261050 PASSIRA";2;-;-;1;-;1;-;4
"261060 PAUDALHO";3;-;2;1;2;1;2;11
"261070 PAULISTA";12;8;9;3;4;3;-;39
"261110 PETROLINA";1;7;8;12;30;22;3;83
"261150 QUIPAPA";1;-;-;2;2;-;-;5
"261153 QUIXABA";-;-;-;3;1;-;-;4
"261160 RECIFE";22;32;32;20;32;32;18;188
"261170 RIACHO DAS ALMAS";1;-;-;-;-;-;-;1
"261180 RIBEIRAO";1;-;1;-;-;-;1;3
"261190 RIO FORMOSO";-;-;-;-;1;-;-;1
"261220 SALGUEIRO";-;1;-;1;5;11;2;20
"261250 SANTA CRUZ DO CAPIBARIBE";-;1;1;7;3;-;2;14
"261255 SANTA FILOMENA";-;-;-;2;1;3;2;8
"261280 SANTA TEREZINHA";-;-;-;1;-;5;1;7
"261290 SAO BENEDITO DO SUL";-;-;-;-;-;1;-;1
"261300 SAO BENTO DO UNA";-;-;-;5;1;1;-;7
"261310 SAO CAITANO";-;-;-;-;1;1;-;2
"261320 SAO JOAO";-;-;-;-;-;1;-;1
"261340 SAO JOSE DA COROA GRANDE";-;-;-;1;-;1;-;2
"261360 SAO JOSE DO EGITO";-;-;1;1;-;1;-;3
"261370 SAO LOURENCO DA MATA";-;1;1;2;2;-;-;6
"261390 SERRA TALHADA";-;1;-;-;1;-;7;9
"261400 SERRITA";-;-;-;-;3;-;-;3
"261420 SIRINHAEM";-;-;1;-;1;-;-;2
"261430 MOREILANDIA";-;1;1;-;7;-;-;9
"261450 SURUBIM";2;1;2;1;-;1;1;8
"261460 TABIRA";-;-;-;-;-;-;1;1
"261480 TACARATU";-;1;-;-;1;-;-;2
"261510 TEREZINHA";-;-;-;-;1;1;-;2
"261520 TERRA NOVA";-;-;1;1;1;7;4;14
"261540 TORITAMA";1;-;1;-;-;-;-;2
"261560 TRINDADE";1;4;1;1;-;-;-;7
"261580 TUPANATINGA";-;1;-;4;7;11;1;24
"261590 TUPARETAMA";-;-;-;-;-;1;1;2
"261610 VERDEJANTE";-;-;-;-;1;3;1;5
"261640 VITORIA DE SANTO ANTAO";7;1;1;4;2;4;-;19
"270010 AGUA BRANCA";-;-;-;1;3;2;-;6
"270030 ARAPIRACA";15;7;8;7;9;10;3;59
"270040 ATALAIA";-;-;-;1;-;-;-;1
"270060 BARRA DE SAO MIGUEL";-;-;-;-;-;5;1;6
"270070 BATALHA";-;-;-;-;-;1;-;1
"270100 BOCA DA MATA";-;-;-;-;-;1;-;1
"270110 BRANQUINHA";-;3;1;2;4;1;1;12
"270140 CAMPO ALEGRE";-;1;-;-;-;-;-;1
"270160 CANAPI";-;-;-;-;-;1;-;1
"270170 CAPELA";2;1;2;-;3;-;-;8
"270210 COLONIA LEOPOLDINA";-;-;-;1;-;-;-;1
"270235 CRAIBAS";-;1;-;-;-;-;-;1
"270240 DELMIRO GOUVEIA";-;-;-;-;3;-;-;3
"270255 ESTRELA DE ALAGOAS";-;-;1;-;-;-;-;1
"270300 IBATEGUARA";1;-;-;1;-;-;-;2
"270310 IGACI";-;-;1;-;-;1;2;4
"270360 JAPARATINGA";-;-;1;1;4;1;1;8
"270420 LIMOEIRO DE ANADIA";-;1;-;-;-;-;-;1
"270430 MACEIO";22;24;30;33;29;4;2;144
"270450 MARAGOGI";-;-;6;2;-;-;1;9
"270460 MARAVILHA";-;-;-;-;1;1;-;2
"270470 MARECHAL DEODORO";-;-;3;-;2;3;-;8
"270510 MATRIZ DE CAMARAGIBE";-;-;-;1;-;-;-;1
"270550 MURICI";1;-;-;-;-;-;-;1
"270570 OLHO D'AGUA DAS FLORES";-;-;-;-;-;1;-;1
"270590 OLHO D'AGUA GRANDE";-;-;-;1;-;-;-;1
"270600 OLIVENCA";-;-;-;-;-;1;-;1
"270630 PALMEIRA DOS INDIOS";-;-;2;1;2;3;-;8
"270642 PARICONHA";-;-;-;-;-;1;-;1
"270670 PENEDO";-;-;-;2;1;1;-;4
"270680 PIACABUCU";-;-;-;1;-;-;-;1
"270690 PILAR";-;-;-;2;-;-;8;10
"270720 POCO DAS TRINCHEIRAS";-;1;-;-;-;1;-;2
"270770 RIO LARGO";-;3;-;-;-;-;-;3
"270800 SANTANA DO IPANEMA";3;2;1;2;4;6;3;21
"270810 SANTANA DO MUNDAU";3;-;-;2;1;5;2;13
"270820 SAO BRAS";-;1;-;1;-;-;-;2
"270830 SAO JOSE DA LAJE";-;-;-;-;1;-;-;1
"270860 SAO MIGUEL DOS CAMPOS";2;1;3;1;1;1;-;9
"270890 SATUBA";1;-;-;3;-;-;-;4
