2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"311950 CORONEL MURTA";-;2;4;1;6;9;19;17;8;4;1;-;4;1;-;1;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;1;-;-;-;-;-;-;-;-;86
"311960 CORONEL PACHECO";-;2;1;7;7;9;6;-;-;-;-;-;-;-;-;-;-;-;1;1;3;1;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;44
"311970 CORONEL XAVIER CHAVES";-;2;1;6;25;20;27;10;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;95
"311980 CORREGO DANTA";-;1;2;1;3;10;6;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
"311990 CORREGO DO BOM JESUS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"311995 CORREGO FUNDO";-;41;32;34;53;78;41;-;-;-;1;-;4;1;2;2;1;-;-;1;-;-;1;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;10;4;12;-;325
"312000 CORREGO NOVO";-;2;5;9;6;21;35;23;7;19;27;10;13;7;3;1;2;1;2;2;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;2;2;1;-;-;-;-;-;1;-;-;206
"312010 COUTO DE MAGALHAES DE MINAS";-;64;32;63;54;72;58;27;-;-;-;1;-;1;2;5;8;-;3;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;3;2;3;22;32;29;46;42;72;83;60;30;-;819
"312015 CRISOLITA";-;1;-;-;2;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"312020 CRISTAIS";-;1;3;11;35;74;138;67;-;-;1;1;1;-;2;3;5;9;6;11;4;5;1;5;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;389
"312030 CRISTALIA";-;-;-;-;-;-;1;3;-;4;-;-;1;1;-;-;1;1;2;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"312040 CRISTIANO OTONI";-;1;1;3;4;3;6;-;1;2;2;2;-;2;1;2;3;3;3;2;3;1;3;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;54
"312050 CRISTINA";-;-;-;1;2;4;4;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;15
"312060 CRUCILANDIA";-;2;3;20;10;58;46;21;1;-;-;1;1;1;13;3;5;23;28;23;26;12;8;7;2;5;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;327
"312070 CRUZEIRO DA FORTALEZA";-;1;-;-;3;9;2;2;2;3;4;7;16;2;13;22;35;9;16;19;20;28;2;7;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;226
"312080 CRUZILIA";-;4;-;1;4;8;12;15;-;1;-;1;-;2;2;6;-;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;64
"312083 CUPARAQUE";-;-;-;5;2;15;12;10;6;5;15;12;17;22;27;11;4;2;6;7;5;1;3;2;5;1;2;1;3;-;1;1;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;6;2;-;-;-;-;215
"312087 CURRAL DE DENTRO";-;3;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"312090 CURVELO";-;390;388;389;290;160;88;70;72;91;103;140;95;86;47;52;37;27;22;13;11;18;11;4;10;3;2;-;2;3;1;-;1;-;2;3;1;3;5;1;1;4;-;7;13;17;39;72;76;83;145;199;125;-;3422
"312100 DATAS";-;4;5;12;36;60;65;43;-;-;-;-;-;1;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;-;236
"312110 DELFIM MOREIRA";-;-;-;1;5;5;1;7;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"312120 DELFINOPOLIS";-;21;24;30;22;-;2;1;-;2;3;-;6;2;3;2;6;7;5;2;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;3;25;22;22;15;11;20;15;9;-;290
"312125 DELTA";-;1;2;5;6;10;17;9;2;2;3;12;17;45;34;49;52;34;4;2;9;1;6;-;1;1;-;-;-;1;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;330
"312130 DESCOBERTO";-;1;-;2;-;-;1;-;-;-;1;3;-;7;8;24;25;18;5;3;2;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106
"312140 DESTERRO DE ENTRE RIOS";-;1;-;-;13;19;21;18;-;-;-;1;-;-;-;4;4;3;2;1;4;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;98
"312150 DESTERRO DO MELO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"312160 DIAMANTINA";-;52;92;108;120;133;78;8;7;4;13;16;14;19;27;32;28;12;24;27;19;21;14;6;7;3;2;4;2;2;1;3;2;1;2;3;1;-;2;4;2;1;5;6;4;4;3;4;9;14;10;25;15;-;1015
"312170 DIOGO DE VASCONCELOS";-;-;-;1;-;-;2;-;-;-;2;1;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"312180 DIONISIO";-;165;185;158;28;12;1;-;-;-;-;1;1;3;1;-;1;-;2;3;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;-;-;1;2;2;5;4;6;-;3;3;2;10;15;59;-;681
"312190 DIVINESIA";-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"312200 DIVINO";-;2;6;4;6;16;18;18;4;23;30;26;32;58;66;81;62;69;49;55;36;30;20;11;3;7;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;737
"312210 DIVINO DAS LARANJEIRAS";-;1;4;8;14;19;18;14;6;2;6;9;10;8;8;2;4;4;3;4;3;-;-;1;1;1;2;-;3;-;-;-;-;-;-;3;-;-;1;-;8;1;3;2;1;2;-;-;-;2;2;6;-;-;186
"312220 DIVINOLANDIA DE MINAS";-;-;2;2;2;14;32;24;-;2;3;9;6;7;6;6;7;4;4;2;3;5;4;2;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150
"312230 DIVINOPOLIS";-;177;220;395;563;472;158;124;180;253;502;630;699;642;652;824;712;651;531;442;357;252;111;99;93;67;45;22;21;19;13;15;15;13;10;15;4;9;19;9;5;10;9;10;11;27;16;21;29;24;59;64;39;-;10359
"312235 DIVISA ALEGRE";-;-;-;-;1;1;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"312240 DIVISA NOVA";-;-;-;-;3;4;-;-;-;-;-;2;-;1;-;2;-;1;2;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;23
"312245 DIVISOPOLIS";-;-;1;2;2;4;6;3;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"312247 DOM BOSCO";-;5;3;9;18;19;15;5;10;5;7;13;12;7;6;5;6;5;1;3;-;1;-;8;3;1;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;173
"312250 DOM CAVATI";-;3;23;75;35;14;18;27;21;18;11;12;12;7;9;4;9;2;1;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;2;1;1;-;317
"312260 DOM JOAQUIM";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"312270 DOM SILVERIO";-;-;1;1;4;22;26;15;15;12;15;25;24;34;28;38;52;17;24;21;11;7;3;6;10;2;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;-;-;423
"312280 DOM VICOSO";-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"312290 DONA EUSEBIA";-;4;9;8;33;41;31;9;-;-;1;-;-;-;-;-;-;2;-;-;1;1;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;2;4;-;-;-;153
"312300 DORES DE CAMPOS";-;23;39;56;3;2;1;-;-;-;-;1;-;5;2;-;6;10;4;8;13;17;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;-;-;196
"312310 DORES DE GUANHAES";-;1;10;2;16;15;9;13;-;1;1;3;-;2;1;-;1;-;1;-;-;3;2;3;-;1;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;93
"312320 DORES DO INDAIA";-;38;33;66;122;81;71;29;1;2;7;5;4;9;8;11;8;7;17;17;22;6;10;3;6;2;3;2;1;-;-;1;-;1;-;-;-;-;1;-;-;1;-;-;1;1;2;1;-;4;6;12;1;-;623
"312330 DORES DO TURVO";-;1;-;2;-;2;-;1;-;-;1;-;1;3;6;2;-;2;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"312340 DORESOPOLIS";-;5;4;3;1;5;-;-;-;-;1;-;1;-;3;1;2;1;5;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;2;-;4;1;-;-;-;-;-;1;5;2;10;13;1;-;-;78
"312350 DOURADOQUARA";-;8;20;18;12;26;34;16;26;24;19;13;6;7;3;2;3;3;3;-;-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;255
"312352 DURANDE";-;12;4;5;13;38;44;16;1;-;2;4;9;11;18;19;14;28;20;13;15;13;13;6;5;3;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;6;13;12;7;-;375
"312360 ELOI MENDES";-;3;2;2;7;8;7;5;-;5;-;5;10;14;2;8;10;5;9;3;5;1;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115
"312370 ENGENHEIRO CALDAS";-;3;6;17;44;93;107;102;25;19;27;23;14;3;3;8;4;6;1;-;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;2;-;-;516
"312380 ENGENHEIRO NAVARRO";-;12;33;61;47;46;27;16;18;29;26;45;32;32;8;12;7;7;16;8;4;-;2;2;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;4;7;12;26;18;13;-;576
"312385 ENTRE FOLHAS";-;-;1;5;4;9;9;9;4;19;28;34;32;18;-;1;-;1;1;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;182
"312390 ENTRE RIOS DE MINAS";-;7;13;26;57;34;7;4;-;-;-;-;-;6;3;-;4;1;12;3;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;182
"312400 ERVALIA";-;1;1;1;7;10;6;4;1;3;-;1;2;2;-;2;3;7;2;4;5;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68
"312410 ESMERALDAS";-;55;70;97;115;165;146;105;58;47;29;38;40;63;56;76;62;50;83;76;53;37;49;40;33;27;29;15;13;15;3;5;3;4;5;10;5;5;6;6;15;9;17;9;7;23;9;18;8;5;16;10;13;-;1953
"312420 ESPERA FELIZ";-;24;51;79;163;255;345;57;-;4;6;12;11;18;30;35;46;42;46;53;48;35;23;26;10;3;4;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;5;5;5;1;4;7;-;1457
"312430 ESPINOSA";-;5;3;9;12;34;15;10;11;21;23;19;16;14;12;5;7;5;10;10;13;21;5;11;15;9;11;8;7;4;3;6;1;5;1;1;-;1;3;-;-;-;1;1;-;1;2;-;-;-;1;-;1;-;373
"312440 ESPIRITO SANTO DO DOURADO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"312450 ESTIVA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"312460 ESTRELA DALVA";-;-;2;3;1;3;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;20
"312470 ESTRELA DO INDAIA";-;12;16;6;4;5;1;-;-;3;-;-;-;1;-;-;-;2;2;4;1;1;4;3;5;2;-;2;-;2;-;-;-;-;-;5;5;4;2;4;6;5;19;20;7;31;25;47;29;27;20;20;7;-;359
"312480 ESTRELA DO SUL";-;7;7;5;9;6;18;13;12;22;23;24;22;15;23;23;35;24;15;9;13;6;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;338
"312490 EUGENOPOLIS";-;3;4;13;22;24;21;3;19;4;9;4;2;2;6;6;4;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;2;-;154
"312500 EWBANK DA CAMARA";-;2;7;3;31;39;24;37;-;-;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;149
"312510 EXTREMA";-;4;8;20;25;53;60;23;-;1;1;1;-;1;1;-;1;1;2;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;3;1;1;-;4;3;1;-;2;-;2;2;4;3;2;-;-;235
"312520 FAMA";-;-;-;-;-;1;2;-;1;1;-;-;-;-;3;2;3;2;2;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;25
"312530 FARIA LEMOS";-;2;1;3;1;-;-;-;-;-;-;-;-;1;-;1;3;5;4;5;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;-;-;1;-;-;-;40
"312540 FELICIO DOS SANTOS";-;1;1;3;6;11;7;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;35
"312550 SAO GONCALO DO RIO PRETO";-;76;60;81;125;112;83;37;-;-;-;-;-;-;-;1;1;1;1;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;14;11;8;-;619
"312560 FELISBURGO";-;24;14;30;45;42;60;48;-;1;-;4;3;3;7;4;2;4;9;5;1;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;7;13;9;22;18;4;-;385
"312570 FELIXLANDIA";-;186;262;254;268;280;228;76;3;2;3;4;3;2;3;3;7;9;6;6;8;4;6;3;3;6;3;3;2;1;1;4;-;1;-;-;1;1;2;1;-;1;-;-;2;1;1;11;35;62;92;107;82;-;2049
"312580 FERNANDES TOURINHO";-;-;3;3;2;4;6;-;2;-;-;1;-;-;3;-;1;2;-;-;2;1;2;-;-;1;1;1;-;1;-;1;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;41
"312590 FERROS";-;60;67;53;56;6;17;17;-;-;6;3;4;5;-;11;15;17;18;15;29;34;13;8;7;10;1;5;-;2;2;1;-;1;-;-;-;-;1;1;-;2;-;4;10;24;42;51;41;36;38;76;60;-;869
"312595 FERVEDOURO";-;-;-;2;7;8;7;20;7;12;17;29;26;34;35;16;18;11;8;5;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;269
"312600 FLORESTAL";-;6;6;13;49;68;56;5;3;2;6;2;1;1;3;4;8;8;4;4;4;3;7;1;4;-;1;1;1;-;1;-;-;4;1;-;-;-;-;-;-;-;2;3;-;5;2;1;1;-;-;3;2;-;296
"312610 FORMIGA";-;31;33;93;202;75;5;1;3;3;8;5;11;7;3;11;19;20;8;8;10;6;6;2;2;2;3;2;1;-;-;1;1;1;-;-;-;-;-;1;1;-;-;1;-;1;1;1;2;2;1;3;2;-;599
"312620 FORMOSO";-;13;3;15;62;50;79;6;-;4;8;12;4;7;10;12;22;21;19;52;29;10;8;21;32;46;30;22;7;1;3;1;-;-;-;1;-;-;-;-;2;1;-;-;-;1;-;-;-;-;2;9;9;-;634
"312630 FORTALEZA DE MINAS";-;-;-;2;6;5;6;10;7;11;25;28;33;52;37;40;41;15;14;6;3;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;347
"312640 FORTUNA DE MINAS";-;4;11;25;43;9;9;4;-;-;-;-;1;1;1;3;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;117
"312650 FRANCISCO BADARO";-;5;13;9;14;20;66;17;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;6;-;1;1;1;4;2;-;-;165
"312660 FRANCISCO DUMONT";-;15;13;37;42;62;19;4;8;14;6;6;-;9;5;-;-;-;-;1;1;2;1;-;1;-;-;1;-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;5;2;8;18;6;-;291
"312670 FRANCISCO SA";-;6;13;15;31;46;53;50;40;36;43;49;33;17;15;7;3;5;12;5;3;3;-;-;-;1;-;1;-;1;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;1;1;2;3;2;3;4;-;507
"312675 FRANCISCOPOLIS";-;22;28;26;30;44;22;1;4;2;4;3;2;2;3;6;1;1;1;-;3;-;-;-;2;3;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;8;26;33;38;36;34;24;24;-;437
"312680 FREI GASPAR";-;1;1;2;2;8;6;4;2;3;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;36
"312690 FREI INOCENCIO";-;-;-;2;2;4;2;4;9;4;9;1;-;-;2;1;2;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"312695 FREI LAGONEGRO";-;1;-;2;2;3;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"312700 FRONTEIRA";-;38;20;7;31;7;3;-;1;1;-;2;10;23;32;18;12;16;27;30;29;23;31;19;11;12;8;20;1;9;7;7;2;6;3;4;14;13;52;31;35;37;33;27;52;127;86;55;85;111;36;44;64;-;1372
"312705 FRONTEIRA DOS VALES";-;-;1;1;2;-;3;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"312707 FRUTA DE LEITE";-;7;4;9;25;15;26;17;-;-;1;1;-;-;1;-;1;2;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;116
"312710 FRUTAL";-;11;18;17;45;59;79;55;9;42;86;98;121;161;173;295;438;337;320;370;296;221;156;116;80;47;32;18;20;22;9;8;6;12;8;7;6;5;4;6;3;6;12;7;5;8;10;16;15;13;7;12;7;-;3934
"312720 FUNILANDIA";-;10;13;33;29;32;8;3;-;-;7;6;2;5;1;12;13;13;4;3;2;6;9;3;1;1;1;-;-;1;-;1;-;-;-;-;-;1;-;2;-;-;-;2;1;-;-;1;3;1;6;2;4;-;242
"312730 GALILEIA";-;-;1;-;2;11;19;18;-;1;-;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;2;3;-;1;-;-;-;-;65
"312733 GAMELEIRAS";-;-;-;1;-;11;19;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"312735 GLAUCILANDIA";-;8;10;9;6;8;6;3;1;4;1;-;-;-;4;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;-;6;13;36;32;16;22;6;-;201
"312737 GOIABEIRA";-;2;-;2;-;1;2;-;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"312738 GOIANA";-;9;12;14;3;3;2;-;-;-;-;-;2;-;-;2;2;4;6;11;4;8;7;1;4;4;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;4;7;2;1;-;119
"312750 GONZAGA";-;1;1;-;2;5;3;1;-;2;-;-;-;4;2;4;2;2;2;3;3;3;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;1;2;1;1;-;1;-;-;-;-;-;-;-;-;-;51
"312760 GOUVEIA";-;46;67;139;118;165;42;1;1;-;1;-;1;-;-;-;-;1;3;4;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;1;12;26;-;636
"312770 GOVERNADOR VALADARES";-;86;177;200;234;386;359;204;221;216;230;205;177;179;138;143;98;92;104;115;142;115;102;55;64;84;76;62;34;25;20;16;20;18;16;6;6;16;5;6;14;8;9;32;22;35;16;16;14;19;26;15;28;-;4706
"312780 GRAO MOGOL";-;-;2;-;6;19;30;27;20;18;13;15;13;12;5;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;185
"312790 GRUPIARA";-;1;1;-;6;4;2;1;-;2;4;2;-;3;-;4;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;34
"312800 GUANHAES";-;2;3;10;22;47;67;47;6;8;11;15;15;13;14;17;16;5;4;2;5;1;3;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;1;1;2;1;1;1;2;-;1;-;349
"312810 GUAPE";-;2;7;5;16;28;18;8;5;2;10;20;28;53;44;42;57;59;60;54;34;21;23;9;2;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;614
"312820 GUARACIABA";-;2;1;-;1;4;2;1;1;4;3;4;4;1;1;1;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"312825 GUARACIAMA";-;21;18;15;15;4;4;39;28;58;48;21;19;10;9;8;4;10;10;8;2;1;-;-;1;1;-;2;-;-;-;-;-;-;-;-;1;1;3;8;17;16;15;11;10;15;29;23;13;20;16;23;6;-;583
"312830 GUARANESIA";-;6;5;11;13;26;7;1;1;1;1;3;5;3;-;4;1;3;3;1;-;-;7;3;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;1;-;113
